"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia NAZCA (000)",16357,14908,18,3657,3675,2630,2780,1348,586,214,1449,46926
"De 12 a 14 años (001)",25,10,1,8,1,,,,,,15,10
"De 15 a 19 años (002)",377,295,,262,26,5,2,,,,82,337
"De 20 a 24 años (003)",1642,1191,2,862,272,39,14,2,,,451,1593
"De 25 a 29 años (004)",2129,1736,3,848,626,194,60,4,1,,393,2965
"De 30 a 34 años (005)",2260,2062,,624,796,426,191,20,4,1,198,4472
"De 35 a 39 años (006)",1991,1906,4,317,650,497,348,80,5,5,85,5202
"De 40 a 44 años (007)",1798,1731,3,247,463,414,451,126,25,2,67,5397
"De 45 a 49 años (008)",1430,1389,1,142,290,363,386,158,41,8,41,4936
"De 50 y más años (009)",4705,4588,4,347,551,692,1328,958,510,198,117,22014
"Conviviente (010)",6129,5899,8,1775,1683,1029,890,356,117,41,230,15805
"De 12 a 14 años (011)",21,7,1,6,,,,,,,14,6
"De 15 a 19 años (012)",257,191,,174,16,1,,,,,66,209
"De 20 a 24 años (013)",878,812,1,565,207,30,7,2,,,66,1110
"De 25 a 29 años (014)",1160,1122,3,496,436,148,37,2,,,38,1975
"De 30 a 34 años (015)",1171,1149,,286,460,265,118,16,3,1,22,2637
"De 35 a 39 años (016)",896,890,1,104,275,243,217,45,2,3,6,2649
"De 40 a 44 años (017)",642,637,,65,149,159,194,57,12,1,5,2166
"De 45 a 49 años (018)",382,379,1,22,60,91,121,63,17,4,3,1537
"De 50 y más años (019)",722,712,1,57,80,92,196,171,83,32,10,3516
"Separado(a) (020)",1206,1188,3,334,265,191,215,120,44,16,18,3683
"De 15 a 19 años (022)",33,28,,26,2,,,,,,5,30
"De 20 a 24 años (023)",105,98,1,80,13,4,,,,,7,118
