"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",2147,48,1093,581,362,63
"Sin nivel (031)",53,3,11,12,22,5
"Educación inicial (032)",3,,3,,,
"Primaria (033)",412,18,115,104,131,44
"Secundaria (034)",1146,27,671,294,143,11
"Superior no univ. incompleta (035)",76,,42,26,7,1
"Superior no univ. completa (036)",141,,64,55,21,1
"Superior univ. incompleta (037)",109,,73,25,11,
"Superior univ. completa (038)",207,,114,65,27,1
"No PEA (040)",66588,22729,18641,8327,8663,8228
"Sin nivel (041)",4297,254,280,432,1231,2100
"Educación inicial (042)",1306,1257,38,11,,
"Primaria (043)",28390,16042,1675,2026,3989,4658
"Secundaria (044)",24630,5176,12007,4010,2413,1024
"Superior no univ. incompleta (045)",1808,,1206,394,146,62
"Superior no univ. completa (046)",1683,,547,648,338,150
"Superior univ. incompleta (047)",2877,,2392,310,136,39
"Superior univ. completa (048)",1597,,496,496,410,195
,,,,,,
"URBANA (060)",101965,19704,30566,23450,19208,9037
"Sin nivel (061)",4019,205,286,456,1314,1758
"Educación inicial (062)",1152,1080,57,15,,
"Primaria (063)",33509,13738,2828,3996,7539,5408
"Secundaria (064)",42289,4681,18712,11217,6400,1279
"Superior no univ. incompleta (065)",3918,,2070,1235,520,93
"Superior no univ. completa (066)",5035,,1514,2296,1048,177
"Superior univ. incompleta (067)",5169,,3302,1206,604,57
"Superior univ. completa (068)",6874,,1797,3029,1783,265
"PEA (070)",44963,360,14660,16361,11743,1839
"Sin nivel (071)",1036,8,94,230,493,211
"Educación inicial (072)",35,2,25,8,,
"Primaria (073)",9414,202,1556,2408,4098,1150
"Secundaria (074)",20819,148,8510,7683,4163,315
"Superior no univ. incompleta (075)",2270,,990,863,384,33
"Superior no univ. completa (076)",3467,,1025,1680,729,33
"Superior univ. incompleta (077)",2533,,1116,916,480,21
"Superior univ. completa (078)",5389,,1344,2573,1396,76
"Ocupada (080)",43030,328,13675,15824,11420,1783
"Sin nivel (081)",1003,7,86,225,477,208
"Educación inicial (082)",32,2,22,8,,
"Primaria (083)",9068,192,1463,2317,3985,1111
"Secundaria (084)",19779,127,7907,7408,4033,304
"Superior no univ. incompleta (085)",2198,,950,839,377,32
"Superior no univ. completa (086)",3331,,962,1627,710,32
"Superior univ. incompleta (087)",2431,,1050,891,469,21
"Superior univ. completa (088)",5188,,1235,2509,1369,75
"Desocupada (090)",1933,32,985,537,323,56
"Sin nivel (091)",33,1,8,5,16,3
"Educación inicial (092)",3,,3,,,
"Primaria (093)",346,10,93,91,113,39
"Secundaria (094)",1040,21,603,275,130,11
"Superior no univ. incompleta (095)",72,,40,24,7,1
"Superior no univ. completa (096)",136,,63,53,19,1
"Superior univ. incompleta (097)",102,,66,25,11,
"Superior univ. completa (098)",201,,109,64,27,1
"No PEA (100)",57002,19344,15906,7089,7465,7198
"Sin nivel (101)",2983,197,192,226,821,1547
"Educación inicial (102)",1117,1078,32,7,,
"Primaria (103)",24095,13536,1272,1588,3441,4258
"Secundaria (104)",21470,4533,10202,3534,2237,964
"Superior no univ. incompleta (105)",1648,,1080,372,136,60
"Superior no univ. completa (106)",1568,,489,616,319,144
"Superior univ. incompleta (107)",2636,,2186,290,124,36
"Superior univ. completa (108)",1485,,453,456,387,189
,,,,,,
"RURAL (120)",17250,3499,5519,3805,3006,1421
"Sin nivel (121)",2030,61,143,436,708,682
"Educación inicial (122)",198,183,8,7,,
"Primaria (123)",6729,2583,956,1222,1371,597
"Secundaria (124)",6806,672,3626,1699,700,109
"Superior no univ. incompleta (125)",395,,230,107,52,6
"Superior no univ. completa (126)",298,,131,109,51,7
"Superior univ. incompleta (127)",458,,319,89,43,7
"Superior univ. completa (128)",336,,106,136,81,13
"PEA (130)",7664,114,2784,2567,1808,391
"Sin nivel (131)",716,4,55,230,298,129
"Educación inicial (132)",9,4,2,3,,
"Primaria (133)",2434,77,553,784,823,197
"Secundaria (134)",3646,29,1821,1223,524,49
"Superior no univ. incompleta (135)",235,,104,85,42,4
"Superior no univ. completa (136)",183,,73,77,32,1
"Superior univ. incompleta (137)",217,,113,69,31,4
"Superior univ. completa (138)",224,,63,96,58,7
"Ocupada (140)",7450,98,2676,2523,1769,384
"Sin nivel (141)",696,2,52,223,292,127
"Educación inicial (142)",9,4,2,3,,
"Primaria (143)",2368,69,531,771,805,192
"Secundaria (144)",3540,23,1753,1204,511,49
"Superior no univ. incompleta (145)",231,,102,83,42,4
"Superior no univ. completa (146)",178,,72,75,30,1
"Superior univ. incompleta (147)",210,,106,69,31,4
"Superior univ. completa (148)",218,,58,95,58,7
"Desocupada (150)",214,16,108,44,39,7
"Sin nivel (151)",20,2,3,7,6,2
"Primaria (153)",66,8,22,13,18,5
"Secundaria (154)",106,6,68,19,13,
"Superior no univ. incompleta (155)",4,,2,2,,
"Superior no univ. completa (156)",5,,1,2,2,
"Superior univ. incompleta (157)",7,,7,,,
"Superior univ. completa (158)",6,,5,1,,
"No PEA (160)",9586,3385,2735,1238,1198,1030
"Sin nivel (161)",1314,57,88,206,410,553
"Educación inicial (162)",189,179,6,4,,
"Primaria (163)",4295,2506,403,438,548,400
"Secundaria (164)",3160,643,1805,476,176,60
"Superior no univ. incompleta (165)",160,,126,22,10,2
"Superior no univ. completa (166)",115,,58,32,19,6
"Superior univ. incompleta (167)",241,,206,20,12,3
"Superior univ. completa (168)",112,,43,40,23,6
