"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1847,46,953,590,216,42
"Sin nivel (031)",76,4,13,27,24,8
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",371,25,120,136,65,25
"Secundaria (034)",1029,17,627,283,94,8
"Superior no univ. incompleta (035)",102,,66,32,4,
"Superior no univ. completa (036)",109,,61,42,6,
"Superior univ. incompleta (037)",49,,23,17,9,
"Superior univ. completa (038)",109,,42,52,14,1
"No PEA (040)",79092,34750,21946,10492,7685,4219
"Sin nivel (041)",9039,964,767,1682,2946,2680
"Educación inicial (042)",974,920,37,17,,
"Primaria (043)",41049,27011,4917,4775,3213,1133
"Secundaria (044)",24684,5855,14060,3233,1217,319
"Superior no univ. incompleta (045)",1151,,874,210,58,9
"Superior no univ. completa (046)",658,,338,224,67,29
"Superior univ. incompleta (047)",1010,,782,148,73,7
"Superior univ. completa (048)",527,,171,203,111,42
,,,,,,
"URBANA (060)",44254,10598,14241,10812,6586,2017
"Sin nivel (061)",2167,111,127,396,850,683
"Educación inicial (062)",290,266,15,9,,
"Primaria (063)",14485,7607,1432,2460,2138,848
"Secundaria (064)",19052,2614,9300,4576,2216,346
"Superior no univ. incompleta (065)",1797,,1035,548,194,20
"Superior no univ. completa (066)",2082,,758,1015,281,28
"Superior univ. incompleta (067)",1673,,954,437,260,22
"Superior univ. completa (068)",2708,,620,1371,647,70
"PEA (070)",20770,309,6835,8045,4715,866
"Sin nivel (071)",909,7,62,198,422,220
"Educación inicial (072)",10,,5,5,,
"Primaria (073)",4359,189,711,1586,1439,434
"Secundaria (074)",9504,113,4157,3402,1697,135
"Superior no univ. incompleta (075)",1125,,521,433,159,12
"Superior no univ. completa (076)",1662,,555,868,230,9
"Superior univ. incompleta (077)",879,,321,334,208,16
"Superior univ. completa (078)",2322,,503,1219,560,40
"Ocupada (080)",19578,285,6252,7641,4564,836
"Sin nivel (081)",874,4,57,185,413,215
"Educación inicial (082)",8,,4,4,,
"Primaria (083)",4187,180,670,1519,1403,415
"Secundaria (084)",8828,101,3779,3198,1620,130
"Superior no univ. incompleta (085)",1049,,472,408,157,12
"Superior no univ. completa (086)",1577,,507,835,226,9
"Superior univ. incompleta (087)",836,,301,320,199,16
"Superior univ. completa (088)",2219,,462,1172,546,39
"Desocupada (090)",1192,24,583,404,151,30
"Sin nivel (091)",35,3,5,13,9,5
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",172,9,41,67,36,19
"Secundaria (094)",676,12,378,204,77,5
"Superior no univ. incompleta (095)",76,,49,25,2,
"Superior no univ. completa (096)",85,,48,33,4,
"Superior univ. incompleta (097)",43,,20,14,9,
"Superior univ. completa (098)",103,,41,47,14,1
"No PEA (100)",23484,10289,7406,2767,1871,1151
"Sin nivel (101)",1258,104,65,198,428,463
"Educación inicial (102)",280,266,10,4,,
"Primaria (103)",10126,7418,721,874,699,414
"Secundaria (104)",9548,2501,5143,1174,519,211
"Superior no univ. incompleta (105)",672,,514,115,35,8
"Superior no univ. completa (106)",420,,203,147,51,19
"Superior univ. incompleta (107)",794,,633,103,52,6
"Superior univ. completa (108)",386,,117,152,87,30
,,,,,,
"RURAL (120)",100140,25371,29786,22108,16453,6422
"Sin nivel (121)",13132,928,1251,2723,4628,3602
"Educación inicial (122)",746,663,54,29,,
"Primaria (123)",49146,20247,8790,9920,7833,2356
"Secundaria (124)",32968,3533,17961,7736,3338,400
"Superior no univ. incompleta (125)",1300,,735,415,139,11
"Superior no univ. completa (126)",1244,,482,576,166,20
"Superior univ. incompleta (127)",639,,268,225,138,8
"Superior univ. completa (128)",965,,245,484,211,25
"PEA (130)",44532,910,15246,14383,10639,3354
"Sin nivel (131)",5351,68,549,1239,2110,1385
"Educación inicial (132)",52,9,27,16,,
"Primaria (133)",18223,654,4594,6019,5319,1637
"Secundaria (134)",17832,179,9044,5677,2640,292
"Superior no univ. incompleta (135)",821,,375,320,116,10
"Superior no univ. completa (136)",1006,,347,499,150,10
"Superior univ. incompleta (137)",423,,119,180,117,7
"Superior univ. completa (138)",824,,191,433,187,13
"Ocupada (140)",43877,888,14876,14197,10574,3342
"Sin nivel (141)",5310,67,541,1225,2095,1382
"Educación inicial (142)",52,9,27,16,,
"Primaria (143)",18024,638,4515,5950,5290,1631
"Secundaria (144)",17479,174,8795,5598,2623,289
"Superior no univ. incompleta (145)",795,,358,313,114,10
"Superior no univ. completa (146)",982,,334,490,148,10
"Superior univ. incompleta (147)",417,,116,177,117,7
"Superior univ. completa (148)",818,,190,428,187,13
"Desocupada (150)",655,22,370,186,65,12
"Sin nivel (151)",41,1,8,14,15,3
"Primaria (153)",199,16,79,69,29,6
"Secundaria (154)",353,5,249,79,17,3
"Superior no univ. incompleta (155)",26,,17,7,2,
"Superior no univ. completa (156)",24,,13,9,2,
"Superior univ. incompleta (157)",6,,3,3,,
"Superior univ. completa (158)",6,,1,5,,
"No PEA (160)",55608,24461,14540,7725,5814,3068
"Sin nivel (161)",7781,860,702,1484,2518,2217
"Educación inicial (162)",694,654,27,13,,
"Primaria (163)",30923,19593,4196,3901,2514,719
"Secundaria (164)",15136,3354,8917,2059,698,108
"Superior no univ. incompleta (165)",479,,360,95,23,1
"Superior no univ. completa (166)",238,,135,77,16,10
"Superior univ. incompleta (167)",216,,149,45,21,1
"Superior univ. completa (168)",141,,54,51,24,12
