"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia SATIPO (000)",70533,72,3075,1149,713,4957,26065,2356,3183,25284,544,1322,1813
"Agric., ganadería, caza y silvicultura (001)",46883,4,38,42,2,8,26056,2,16,20715,,,
"Pesca (002)",15,,,,,,9,,,6,,,
"Explotación de minas y canteras (003)",75,,1,6,,,,49,5,14,,,
"Industrias manufactureras (004)",2004,1,24,70,20,5,,1682,121,81,,,
"Suministro de electricidad, gas y agua (005)",53,,4,13,3,,,9,4,20,,,
"Construcción (006)",1213,,33,27,5,,,78,752,318,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",5536,,39,235,20,3589,,500,44,1109,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",657,,4,40,5,131,,416,34,27,,,
"Comercio al por mayor (009)",276,,5,30,5,203,,,3,30,,,
"Comercio al por menor (010)",4603,,30,165,10,3255,,84,7,1052,,,
"Hoteles y restaurantes (011)",2006,,20,129,11,1066,,,1,779,,,
"Trans., almac. y comunicaciones (012)",2730,1,20,63,55,4,,16,2185,386,,,
"Intermediación financiera (013)",51,2,8,6,32,,,,1,2,,,
"Activid.inmobil., empres. y alquileres (014)",1045,2,222,172,163,94,,5,25,362,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1154,33,64,54,288,31,,8,23,109,544,,
"Enseñanza (016)",2373,28,2287,8,33,,,1,1,15,,,
"Servicios sociales y de salud (017)",576,,252,214,34,47,,6,2,21,,,
"Otras activ. serv.comun.soc y personales (018)",626,1,61,109,21,113,,,3,318,,,
"Hogares privados con servicio doméstico (019)",1017,,,,,,,,,1017,,,
"Actividad economica no especificada (021)",1363,,2,1,26,,,,,12,,1322,
"Desocupado (022)",1813,,,,,,,,,,,,1813
"Hombres (023)",54122,50,1624,735,327,1877,24025,2050,3092,18332,454,327,1229
"Agric., ganadería, caza y silvicultura (024)",40439,2,33,40,1,2,24016,2,16,16327,,,
"Pesca (025)",13,,,,,,9,,,4,,,
"Explotación de minas y canteras (026)",74,,1,6,,,,49,5,13,,,
"Industrias manufactureras (027)",1637,1,17,51,14,2,,1403,77,72,,,
"Suministro de electricidad, gas y agua (028)",51,,4,13,2,,,9,4,19,,,
"Construcción (029)",1160,,33,25,4,,,78,733,287,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",2663,,20,154,8,1454,,480,44,503,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",566,,3,33,1,72,,401,34,22,,,
"Comercio al por mayor (032)",153,,1,15,4,104,,,3,26,,,
"Comercio al por menor (033)",1944,,16,106,3,1278,,79,7,455,,,
"Hoteles y restaurantes (034)",535,,11,60,7,259,,,1,197,,,
"Trans., almac. y comunicaciones (035)",2600,,12,48,29,3,,14,2161,333,,,
"Intermediación financiera (036)",28,1,4,2,19,,,,1,1,,,
"Activid.inmobil., empres. y alquileres (037)",783,1,169,124,59,92,,5,24,309,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",831,24,52,35,145,30,,4,20,67,454,,
"Enseñanza (039)",1148,20,1092,7,12,,,1,1,15,,,
"Servicios sociales y de salud (040)",261,,122,91,15,22,,5,2,4,,,
"Otras activ. serv.comun.soc y personales (041)",258,1,54,78,9,13,,,3,100,,,
"Hogares privados con servicio doméstico (042)",70,,,,,,,,,70,,,
"Actividad economica no especificada (044)",342,,,1,3,,,,,11,,327,
"Desocupado (045)",1229,,,,,,,,,,,,1229
"Mujeres (046)",16411,22,1451,414,386,3080,2040,306,91,6952,90,995,584
"Agric., ganadería, caza y silvicultura (047)",6444,2,5,2,1,6,2040,,,4388,,,
"Pesca (048)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (049)",1,,,,,,,,,1,,,
"Industrias manufactureras (050)",367,,7,19,6,3,,279,44,9,,,
"Suministro de electricidad, gas y agua (051)",2,,,,1,,,,,1,,,
"Construcción (052)",53,,,2,1,,,,19,31,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2873,,19,81,12,2135,,20,,606,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",91,,1,7,4,59,,15,,5,,,
"Comercio al por mayor (055)",123,,4,15,1,99,,,,4,,,
"Comercio al por menor (056)",2659,,14,59,7,1977,,5,,597,,,
"Hoteles y restaurantes (057)",1471,,9,69,4,807,,,,582,,,
"Trans., almac. y comunicaciones (058)",130,1,8,15,26,1,,2,24,53,,,
"Intermediación financiera (059)",23,1,4,4,13,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",262,1,53,48,104,2,,,1,53,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",323,9,12,19,143,1,,4,3,42,90,,
"Enseñanza (062)",1225,8,1195,1,21,,,,,,,,
"Servicios sociales y de salud (063)",315,,130,123,19,25,,1,,17,,,
"Otras activ. serv.comun.soc y personales (064)",368,,7,31,12,100,,,,218,,,
"Hogares privados con servicio doméstico (065)",947,,,,,,,,,947,,,
"Actividad economica no especificada (067)",1021,,2,,23,,,,,1,,995,
"Desocupado (068)",584,,,,,,,,,,,,584
,,,,,,,,,,,,,
"URBANA (069)",21696,43,2187,919,553,3709,3104,1504,2056,5790,476,586,769
"Agric., ganadería, caza y silvicultura (070)",5628,2,21,23,1,,3103,1,7,2470,,,
"Pesca (071)",5,,,,,,1,,,4,,,
"Explotación de minas y canteras (072)",49,,1,2,,,,39,5,2,,,
"Industrias manufactureras (073)",1122,,15,51,11,4,,959,32,50,,,
"Suministro de electricidad, gas y agua (074)",30,,2,10,2,,,3,1,12,,,
"Construcción (075)",930,,30,21,4,,,63,559,253,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",4265,,37,212,14,2731,,406,39,826,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",530,,3,35,2,106,,333,29,22,,,
"Comercio al por mayor (078)",208,,4,27,4,148,,,3,22,,,
"Comercio al por menor (079)",3527,,30,150,8,2477,,73,7,782,,,
"Hoteles y restaurantes (080)",1513,,15,123,11,750,,,1,613,,,
"Trans., almac. y comunicaciones (081)",1797,1,20,49,51,1,,15,1375,285,,,
"Intermediación financiera (082)",43,2,7,5,27,,,,,2,,,
"Activid.inmobil., empres. y alquileres (083)",864,1,188,139,125,71,,4,16,320,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",928,20,54,44,212,28,,8,17,69,476,,
"Enseñanza (085)",1599,17,1543,4,25,,,1,1,8,,,
"Servicios sociales y de salud (086)",442,,202,149,33,35,,5,,18,,,
"Otras activ. serv.comun.soc y personales (087)",509,,50,86,12,89,,,3,269,,,
"Hogares privados con servicio doméstico (088)",581,,,,,,,,,581,,,
"Actividad economica no especificada (090)",622,,2,1,25,,,,,8,,586,
"Desocupado (091)",769,,,,,,,,,,,,769
"Hombres (092)",14256,27,1164,571,244,1488,2790,1344,2012,3502,390,220,504
"Agric., ganadería, caza y silvicultura (093)",4812,1,18,23,,,2789,1,7,1973,,,
"Pesca (094)",4,,,,,,1,,,3,,,
"Explotación de minas y canteras (095)",48,,1,2,,,,39,5,1,,,
"Industrias manufactureras (096)",943,,9,34,7,2,,823,26,42,,,
"Suministro de electricidad, gas y agua (097)",29,,2,10,1,,,3,1,12,,,
"Construcción (098)",885,,30,19,3,,,63,542,228,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",2108,,19,136,7,1141,,389,39,377,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",458,,2,29,1,58,,321,29,18,,,
"Comercio al por mayor (101)",118,,1,12,4,78,,,3,20,,,
"Comercio al por menor (102)",1532,,16,95,2,1005,,68,7,339,,,
"Hoteles y restaurantes (103)",459,,10,56,7,220,,,1,165,,,
"Trans., almac. y comunicaciones (104)",1686,,12,36,27,,,13,1358,240,,,
"Intermediación financiera (105)",23,1,3,1,17,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",656,,143,100,43,69,,4,15,282,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",661,14,43,27,101,27,,4,14,41,390,,
"Enseñanza (108)",767,11,734,3,9,,,1,1,8,,,
"Servicios sociales y de salud (109)",199,,96,63,15,17,,4,,4,,,
"Otras activ. serv.comun.soc y personales (110)",205,,44,60,4,12,,,3,82,,,
"Hogares privados con servicio doméstico (111)",36,,,,,,,,,36,,,
"Actividad economica no especificada (113)",231,,,1,3,,,,,7,,220,
"Desocupado (114)",504,,,,,,,,,,,,504
"Mujeres (115)",7440,16,1023,348,309,2221,314,160,44,2288,86,366,265
"Agric., ganadería, caza y silvicultura (116)",816,1,3,,1,,314,,,497,,,
"Pesca (117)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (118)",1,,,,,,,,,1,,,
"Industrias manufactureras (119)",179,,6,17,4,2,,136,6,8,,,
"Suministro de electricidad, gas y agua (120)",1,,,,1,,,,,,,,
"Construcción (121)",45,,,2,1,,,,17,25,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",2157,,18,76,7,1590,,17,,449,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",72,,1,6,1,48,,12,,4,,,
"Comercio al por mayor (124)",90,,3,15,,70,,,,2,,,
"Comercio al por menor (125)",1995,,14,55,6,1472,,5,,443,,,
"Hoteles y restaurantes (126)",1054,,5,67,4,530,,,,448,,,
"Trans., almac. y comunicaciones (127)",111,1,8,13,24,1,,2,17,45,,,
"Intermediación financiera (128)",20,1,4,4,10,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",208,1,45,39,82,2,,,1,38,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",267,6,11,17,111,1,,4,3,28,86,,
"Enseñanza (131)",832,6,809,1,16,,,,,,,,
"Servicios sociales y de salud (132)",243,,106,86,18,18,,1,,14,,,
"Otras activ. serv.comun.soc y personales (133)",304,,6,26,8,77,,,,187,,,
"Hogares privados con servicio doméstico (134)",545,,,,,,,,,545,,,
"Actividad economica no especificada (136)",391,,2,,22,,,,,1,,366,
"Desocupado (137)",265,,,,,,,,,,,,265
,,,,,,,,,,,,,
"RURAL (138)",48837,29,888,230,160,1248,22961,852,1127,19494,68,736,1044
"Agric., ganadería, caza y silvicultura (139)",41255,2,17,19,1,8,22953,1,9,18245,,,
"Pesca (140)",10,,,,,,8,,,2,,,
