"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia EL COLLAO (000)",81059,80397,272,390
"Hombres (001)",41148,40884,79,185
"Mujeres (002)",39911,39513,193,205
"Menores de 1 año (003)",1008,880,59,69
"Hombres (004)",493,433,26,34
"Mujeres (005)",515,447,33,35
"De 1 a 5 años (006)",7237,6877,48,312
"Hombres (007)",3776,3604,23,149
"Mujeres (008)",3461,3273,25,163
"De 6 a 14 años (009)",15395,15387,4,4
"Hombres (010)",7898,7894,3,1
"Mujeres (011)",7497,7493,1,3
"De 15 a 29 años (012)",21273,21267,5,1
"Hombres (013)",10928,10925,2,1
"Mujeres (014)",10345,10342,3,
"De 30 a 44 años (015)",15050,15045,5,
"Hombres (016)",7527,7527,,
"Mujeres (017)",7523,7518,5,
"De 45 a 64 años (018)",13549,13533,16,
"Hombres (019)",6783,6782,1,
"Mujeres (020)",6766,6751,15,
"De 65 a más años (021)",7547,7408,135,4
"Hombres (022)",3743,3719,24,
"Mujeres (023)",3804,3689,111,4
,,,,
"URBANA (024)",25376,25174,53,149
"Hombres (025)",13040,12947,21,72
"Mujeres (026)",12336,12227,32,77
"Menores de 1 año (027)",309,268,21,20
"Hombres (028)",154,134,10,10
"Mujeres (029)",155,134,11,10
"De 1 a 5 años (030)",2191,2049,13,129
"Hombres (031)",1132,1062,8,62
"Mujeres (032)",1059,987,5,67
"De 6 a 14 años (033)",4846,4845,1,
"Hombres (034)",2486,2485,1,
"Mujeres (035)",2360,2360,,
"De 15 a 29 años (036)",7714,7714,,
"Hombres (037)",3934,3934,,
"Mujeres (038)",3780,3780,,
"De 30 a 44 años (039)",5590,5589,1,
"Hombres (040)",2783,2783,,
"Mujeres (041)",2807,2806,1,
"De 45 a 64 años (042)",3593,3588,5,
"Hombres (043)",1963,1963,,
"Mujeres (044)",1630,1625,5,
"De 65 a más años (045)",1133,1121,12,
"Hombres (046)",588,586,2,
"Mujeres (047)",545,535,10,
,,,,
"RURAL (048)",55683,55223,219,241
"Hombres (049)",28108,27937,58,113
"Mujeres (050)",27575,27286,161,128
"Menores de 1 año (051)",699,612,38,49
"Hombres (052)",339,299,16,24
"Mujeres (053)",360,313,22,25
"De 1 a 5 años (054)",5046,4828,35,183
"Hombres (055)",2644,2542,15,87
"Mujeres (056)",2402,2286,20,96
"De 6 a 14 años (057)",10549,10542,3,4
"Hombres (058)",5412,5409,2,1
"Mujeres (059)",5137,5133,1,3
"De 15 a 29 años (060)",13559,13553,5,1
"Hombres (061)",6994,6991,2,1
"Mujeres (062)",6565,6562,3,
"De 30 a 44 años (063)",9460,9456,4,
"Hombres (064)",4744,4744,,
"Mujeres (065)",4716,4712,4,
"De 45 a 64 años (066)",9956,9945,11,
"Hombres (067)",4820,4819,1,
"Mujeres (068)",5136,5126,10,
"De 65 a más años (069)",6414,6287,123,4
"Hombres (070)",3155,3133,22,
"Mujeres (071)",3259,3154,101,4
