"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANGALLO (000)",13091,12761,3483,1484,1363,1115,1900,1501,1030,885,330,44274
"De 12 a 14 años (001)",1350,1343,1339,3,1,,,,,,7,5
"De 15 a 19 años (002)",1604,1567,1330,216,17,3,1,,,,37,263
"De 20 a 24 años (003)",1247,1153,330,488,250,66,17,2,,,94,1268
"De 25 a 29 años (004)",1158,1091,97,277,380,202,120,10,5,,67,2253
"De 30 a 34 años (005)",1124,1086,69,157,253,235,280,73,14,5,38,3206
"De 35 a 39 años (006)",1003,984,38,80,148,201,323,144,35,15,19,3755
"De 40 a 44 años (007)",933,923,40,60,69,125,261,226,114,28,10,4486
"De 45 a 49 años (008)",779,766,22,36,47,66,188,179,147,81,13,4455
"De 50 y más años (009)",3893,3848,218,167,198,217,710,867,715,756,45,24583
"Sin nivel (010)",4377,4312,263,218,270,303,828,945,756,729,65,26058
"De 12 a 14 años (011)",7,7,6,1,,,,,,,,1
"De 15 a 19 años (012)",20,19,15,4,,,,,,,1,4
"De 20 a 24 años (013)",50,47,16,11,14,3,2,1,,,3,62
"De 25 a 29 años (014)",94,86,6,14,27,15,19,,5,,8,236
"De 30 a 34 años (015)",142,134,8,13,19,26,37,21,7,3,8,511
"De 35 a 39 años (016)",195,190,12,19,18,23,65,38,8,7,5,789
"De 40 a 44 años (017)",335,332,17,14,13,37,94,87,55,15,3,1773
"De 45 a 49 años (018)",388,385,11,16,21,21,79,93,87,57,3,2430
"De 50 y más años (019)",3146,3112,172,126,158,178,532,705,594,647,34,20252
"Educacion Inicial (020)",29,26,6,3,7,3,3,2,1,1,3,70
"De 12 a 14 años (021)",1,1,1,,,,,,,,,
"De 15 a 19 años (022)",5,3,,1,2,,,,,,2,5
