"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",6235,,,,1248,2539,1308,1082,58
"Superior no univ. completo (036)",9679,,,,,3740,3312,2479,148
"Superior univ. incompleto (037)",3609,,,,741,1448,597,777,46
"Superior univ. completo (038)",5392,,,,,1463,1636,2113,180
"Hombres (040)",52328,2269,5202,5958,5552,9987,8131,12089,3140
"Sin nivel (041)",3145,2269,272,40,39,82,65,149,229
"Educación inicial (042)",1359,,1289,39,11,12,8,,
"Primaria (043)",13350,,3641,3617,356,526,685,2627,1898
"Secundaria (044)",21693,,,2262,4169,4791,4027,5711,733
"Superior no univ. incompleto (045)",3094,,,,637,1189,612,614,42
"Superior no univ. completo (046)",4744,,,,,1874,1575,1204,91
"Superior univ. incompleto (047)",2006,,,,340,770,337,528,31
"Superior univ. completo (048)",2937,,,,,743,822,1256,116
"Mujeres (050)",51138,2155,4896,5563,5282,9746,8522,12019,2955
"Sin nivel (051)",3914,2155,263,26,32,74,125,597,642
"Educación inicial (052)",1309,,1233,24,12,23,17,,
"Primaria (053)",14374,,3400,3160,320,697,1066,3990,1741
"Secundaria (054)",19407,,,2353,3906,4338,3807,4583,420
"Superior no univ. incompleto (055)",3141,,,,611,1350,696,468,16
"Superior no univ. completo (056)",4935,,,,,1866,1737,1275,57
"Superior univ. incompleto (057)",1603,,,,401,678,260,249,15
"Superior univ. completo (058)",2455,,,,,720,814,857,64
,,,,,,,,,
"RURAL (060)",14618,646,1410,1689,1640,2832,2206,3069,1126
"Sin nivel (061)",1475,646,93,19,29,37,47,268,336
"Educación inicial (062)",373,,340,2,19,11,1,,
"Primaria (063)",5094,,977,1086,153,343,474,1373,688
"Secundaria (064)",5735,,,582,1226,1613,1190,1038,86
"Superior no univ. incompleto (065)",620,,,,154,284,100,79,3
"Superior no univ. completo (066)",768,,,,,357,250,155,6
"Superior univ. incompleto (067)",236,,,,59,89,44,43,1
"Superior univ. completo (068)",317,,,,,98,100,113,6
"Hombres (070)",7837,328,729,873,952,1519,1156,1670,610
"Sin nivel (071)",577,328,48,11,22,15,12,54,87
"Educación inicial (072)",224,,195,2,19,7,1,,
"Primaria (073)",2649,,486,577,110,159,214,656,447
"Secundaria (074)",3264,,,283,675,887,682,673,64
"Superior no univ. incompleto (075)",355,,,,100,152,42,59,2
"Superior no univ. completo (076)",418,,,,,187,122,105,4
"Superior univ. incompleto (077)",140,,,,26,49,26,38,1
"Superior univ. completo (078)",210,,,,,63,57,85,5
"Mujeres (080)",6781,318,681,816,688,1313,1050,1399,516
"Sin nivel (081)",898,318,45,8,7,22,35,214,249
"Educación inicial (082)",149,,145,,,4,,,
"Primaria (083)",2445,,491,509,43,184,260,717,241
"Secundaria (084)",2471,,,299,551,726,508,365,22
"Superior no univ. incompleto (085)",265,,,,54,132,58,20,1
"Superior no univ. completo (086)",350,,,,,170,128,50,2
"Superior univ. incompleto (087)",96,,,,33,40,18,5,
"Superior univ. completo (088)",107,,,,,35,43,28,1
