"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PISCO (000)",118084,5070,11508,13210,12474,22565,18859,27177,7221
"Sin nivel (001)",8534,5070,628,85,100,193,237,1014,1207
"Educación inicial (002)",3041,,2862,65,42,46,26,,
"Primaria (003)",32818,,8018,7863,829,1566,2225,7990,4327
"Secundaria (004)",46835,,,5197,9301,10742,9024,11332,1239
"Superior no univ. incompleto (005)",6855,,,,1402,2823,1408,1161,61
"Superior no univ. completo (006)",10447,,,,,4097,3562,2634,154
"Superior univ. incompleto (007)",3845,,,,800,1537,641,820,47
"Superior univ. completo (008)",5709,,,,,1561,1736,2226,186
"Hombres (010)",60165,2597,5931,6831,6504,11506,9287,13759,3750
"Sin nivel (011)",3722,2597,320,51,61,97,77,203,316
"Educación inicial (012)",1583,,1484,41,30,19,9,,
"Primaria (013)",15999,,4127,4194,466,685,899,3283,2345
"Secundaria (014)",24957,,,2545,4844,5678,4709,6384,797
"Superior no univ. incompleto (015)",3449,,,,737,1341,654,673,44
"Superior no univ. completo (016)",5162,,,,,2061,1697,1309,95
"Superior univ. incompleto (017)",2146,,,,366,819,363,566,32
"Superior univ. completo (018)",3147,,,,,806,879,1341,121
"Mujeres (020)",57919,2473,5577,6379,5970,11059,9572,13418,3471
"Sin nivel (021)",4812,2473,308,34,39,96,160,811,891
"Educación inicial (022)",1458,,1378,24,12,27,17,,
"Primaria (023)",16819,,3891,3669,363,881,1326,4707,1982
"Secundaria (024)",21878,,,2652,4457,5064,4315,4948,442
"Superior no univ. incompleto (025)",3406,,,,665,1482,754,488,17
"Superior no univ. completo (026)",5285,,,,,2036,1865,1325,59
"Superior univ. incompleto (027)",1699,,,,434,718,278,254,15
"Superior univ. completo (028)",2562,,,,,755,857,885,65
,,,,,,,,,
"URBANA (030)",103466,4424,10098,11521,10834,19733,16653,24108,6095
"Sin nivel (031)",7059,4424,535,66,71,156,190,746,871
"Educación inicial (032)",2668,,2522,63,23,35,25,,
"Primaria (033)",27724,,7041,6777,676,1223,1751,6617,3639
"Secundaria (034)",41100,,,4615,8075,9129,7834,10294,1153
