"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",60,6,12,12,19,11
"Primaria (033)",319,19,124,98,62,16
"Secundaria (034)",303,5,205,73,19,1
"Superior no univ. incompleta (035)",33,,18,9,6,
"Superior no univ. completa (036)",104,,68,32,4,
"Superior univ. incompleta (037)",13,,9,3,1,
"Superior univ. completa (038)",36,,22,12,2,
"No PEA (040)",35640,18728,8395,3285,2814,2418
"Sin nivel (041)",5318,317,504,1093,1615,1789
"Educación inicial (042)",1022,1002,10,10,,
"Primaria (043)",20288,14966,2376,1474,908,564
"Secundaria (044)",7646,2443,4516,439,209,39
"Superior no univ. incompleta (045)",704,,618,65,16,5
"Superior no univ. completa (046)",364,,165,151,36,12
"Superior univ. incompleta (047)",198,,176,13,8,1
"Superior univ. completa (048)",100,,30,40,22,8
,,,,,,
"URBANA (060)",18259,3776,5886,4489,2964,1144
"Sin nivel (061)",2155,64,204,485,803,599
"Educación inicial (062)",182,161,11,10,,
"Primaria (063)",6932,2762,1296,1320,1119,435
"Secundaria (064)",4981,789,2621,994,509,68
"Superior no univ. incompleta (065)",943,,658,203,73,9
"Superior no univ. completa (066)",1862,,645,963,235,19
"Superior univ. incompleta (067)",340,,218,81,40,1
"Superior univ. completa (068)",864,,233,433,185,13
"PEA (070)",8450,151,2848,3184,1844,423
"Sin nivel (071)",698,12,92,182,265,147
"Educación inicial (072)",12,2,6,4,,
"Primaria (073)",2588,95,706,811,753,223
"Secundaria (074)",2246,42,1056,748,367,33
"Superior no univ. incompleta (075)",424,,211,148,60,5
"Superior no univ. completa (076)",1532,,501,822,201,8
"Superior univ. incompleta (077)",173,,69,70,33,1
"Superior univ. completa (078)",777,,207,399,165,6
"Ocupada (080)",7776,134,2502,2989,1751,400
"Sin nivel (081)",652,7,84,173,250,138
"Educación inicial (082)",12,2,6,4,,
"Primaria (083)",2364,88,633,729,704,210
"Secundaria (084)",2017,37,899,699,350,32
"Superior no univ. incompleta (085)",394,,195,140,54,5
"Superior no univ. completa (086)",1435,,439,790,198,8
"Superior univ. incompleta (087)",161,,61,67,32,1
"Superior univ. completa (088)",741,,185,387,163,6
"Desocupada (090)",674,17,346,195,93,23
"Sin nivel (091)",46,5,8,9,15,9
"Primaria (093)",224,7,73,82,49,13
"Secundaria (094)",229,5,157,49,17,1
"Superior no univ. incompleta (095)",30,,16,8,6,
"Superior no univ. completa (096)",97,,62,32,3,
"Superior univ. incompleta (097)",12,,8,3,1,
"Superior univ. completa (098)",36,,22,12,2,
"No PEA (100)",9809,3625,3038,1305,1120,721
"Sin nivel (101)",1457,52,112,303,538,452
"Educación inicial (102)",170,159,5,6,,
"Primaria (103)",4344,2667,590,509,366,212
"Secundaria (104)",2735,747,1565,246,142,35
"Superior no univ. incompleta (105)",519,,447,55,13,4
"Superior no univ. completa (106)",330,,144,141,34,11
"Superior univ. incompleta (107)",167,,149,11,7,
"Superior univ. completa (108)",87,,26,34,20,7
,,,,,,
"RURAL (120)",60782,15872,18698,12175,9157,4880
"Sin nivel (121)",14883,363,2165,4069,4855,3431
"Educación inicial (122)",890,845,22,23,,
"Primaria (123)",35022,12906,10266,6513,3919,1418
"Secundaria (124)",9068,1758,5714,1266,306,24
"Superior no univ. incompleta (125)",354,,268,68,16,2
"Superior no univ. completa (126)",378,,176,166,35,1
"Superior univ. incompleta (127)",70,,46,16,7,1
"Superior univ. completa (128)",117,,41,54,19,3
"PEA (130)",34951,769,13341,10195,7463,3183
"Sin nivel (131)",11022,98,1773,3279,3778,2094
"Educación inicial (132)",38,2,17,19,,
"Primaria (133)",19078,607,8480,5548,3377,1066
"Secundaria (134)",4157,62,2763,1073,239,20
"Superior no univ. incompleta (135)",169,,97,58,13,1
"Superior no univ. completa (136)",344,,155,156,33,
"Superior univ. incompleta (137)",39,,19,14,6,
"Superior univ. completa (138)",104,,37,48,17,2
"Ocupada (140)",34757,756,13229,10151,7443,3178
"Sin nivel (141)",11008,97,1769,3276,3774,2092
"Educación inicial (142)",38,2,17,19,,
"Primaria (143)",18983,595,8429,5532,3364,1063
"Secundaria (144)",4083,62,2715,1049,237,20
"Superior no univ. incompleta (145)",166,,95,57,13,1
"Superior no univ. completa (146)",337,,149,156,32,
"Superior univ. incompleta (147)",38,,18,14,6,
"Superior univ. completa (148)",104,,37,48,17,2
"Desocupada (150)",194,13,112,44,20,5
"Sin nivel (151)",14,1,4,3,4,2
"Primaria (153)",95,12,51,16,13,3
"Secundaria (154)",74,,48,24,2,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",7,,6,,1,
"Superior univ. incompleta (157)",1,,1,,,
"No PEA (160)",25831,15103,5357,1980,1694,1697
"Sin nivel (161)",3861,265,392,790,1077,1337
"Educación inicial (162)",852,843,5,4,,
"Primaria (163)",15944,12299,1786,965,542,352
"Secundaria (164)",4911,1696,2951,193,67,4
"Superior no univ. incompleta (165)",185,,171,10,3,1
"Superior no univ. completa (166)",34,,21,10,2,1
"Superior univ. incompleta (167)",31,,27,2,1,1
"Superior univ. completa (168)",13,,4,6,2,1
