"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANCHIS (000)",33550,27141,2250,2112,2047
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",55,4,8,16,27
"Profes., científicos e intelectuales (002)",3432,841,681,1293,617
"Técnicos de nivel medio y trab. asimilados (003)",822,477,73,71,201
"Jefes y empleados de oficina (004)",677,127,65,112,373
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4100,3824,158,35,83
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9246,8904,339,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2222,1913,159,101,49
"Obreros construc.,conf.,papel, fab., instr. (008)",2755,2191,260,175,129
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",9430,8300,474,267,389
"Otra (010)",163,,,,163
"Ocupación no especificada (011)",648,560,33,40,15
"Hombres (012)",19808,15580,1469,1408,1351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",44,4,5,12,23
"Profes., científicos e intelectuales (014)",1924,432,380,768,344
"Técnicos de nivel medio y trab. asimilados (015)",499,312,48,48,91
"Jefes y empleados de oficina (016)",340,56,27,60,197
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1377,1212,72,23,70
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6688,6424,263,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1666,1410,131,82,43
"Obreros construc.,conf.,papel, fab., instr. (020)",2646,2101,246,171,128
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4226,3446,278,217,285
"Otra (022)",162,,,,162
"Ocupación no especificada (023)",236,183,19,26,8
"Mujeres (024)",13742,11561,781,704,696
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,,3,4,4
"Profes., científicos e intelectuales (026)",1508,409,301,525,273
"Técnicos de nivel medio y trab. asimilados (027)",323,165,25,23,110
"Jefes y empleados de oficina (028)",337,71,38,52,176
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2723,2612,86,12,13
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2558,2480,76,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",556,503,28,19,6
"Obreros construc.,conf.,papel, fab., instr. (032)",109,90,14,4,1
