"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",696,,368,286,15,27,
"Obreros construc.,conf., papel, fab., instr. (092)",433,44,197,186,5,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2720,74,2177,71,,389,9
"Otra (094)",89,89,,,,,
"Ocupación no especificada (095)",65,8,21,28,,8,
"Mujeres (096)",2957,298,1022,829,91,637,80
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",119,104,,13,2,,
"Técnicos de nivel medio y trab. asimilados (099)",51,36,,14,1,,
"Jefes y empleados de oficina (100)",51,51,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",310,51,9,210,14,26,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",412,,,346,66,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",190,,37,71,2,80,
"Obreros construc.,conf., papel, fab., instr. (104)",22,1,7,11,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",1700,46,948,121,1,504,80
"Otra (106)",2,2,,,,,
"Ocupación no especificada (107)",99,6,21,43,5,24,
