"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia TRUJILLO (000)",327483,990,40211,23343,18184,62336,6894,45565,42324,67013,1804,5658,13161
"Agric., ganadería, caza y silvicultura (001)",15402,22,455,396,230,,6722,63,151,7363,,,
"Pesca (002)",696,,62,30,17,,172,6,7,402,,,
"Explotación de minas y canteras (003)",1824,8,299,225,144,2,,685,140,321,,,
"Industrias manufactureras (004)",44066,65,1128,1995,1181,254,,34190,3078,2175,,,
"Suministro de electricidad, gas y agua (005)",896,5,125,145,176,,,159,121,165,,,
"Construcción (006)",23847,60,1156,966,240,,,1589,14900,4936,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",79438,139,1766,4753,1502,46153,,8308,1122,15695,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",8677,19,245,552,184,1336,,5300,641,400,,,
"Comercio al por mayor (009)",4719,40,323,904,358,2512,,32,107,443,,,
"Comercio al por menor (010)",66042,80,1198,3297,960,42305,,2976,374,14852,,,
"Hoteles y restaurantes (011)",18793,42,237,956,893,10841,,36,21,5767,,,
"Trans., almac. y comunicaciones (012)",34014,76,597,1519,2031,182,,220,21947,7442,,,
"Intermediación financiera (013)",3163,30,444,783,1805,,,5,10,86,,,
"Activid.inmobil., empres. y alquileres (014)",21489,61,6888,5573,4028,2454,,185,339,1961,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",9339,103,1617,662,3187,366,,26,308,1266,1804,,
"Enseñanza (016)",21873,366,19805,336,924,,,8,28,406,,,
"Servicios sociales y de salud (017)",8568,,4442,2887,659,180,,37,30,333,,,
"Otras activ. serv.comun.soc y personales (018)",11687,10,1138,1992,689,1896,,48,104,5810,,,
"Hogares privados con servicio doméstico (019)",12819,,5,37,,8,,,1,12768,,,
"Organiz. y organos extraterritoriales (020)",3,,1,,2,,,,,,,,
"Actividad economica no especificada (021)",6405,3,46,88,476,,,,17,117,,5658,
"Desocupado (022)",13161,,,,,,,,,,,,13161
"Hombres (023)",204250,670,19878,14519,8936,27140,6134,36746,41056,36004,1677,3110,8380
"Agric., ganadería, caza y silvicultura (024)",13027,20,358,310,159,,5966,59,148,6007,,,
"Pesca (025)",657,,49,25,16,,168,6,6,387,,,
"Explotación de minas y canteras (026)",1679,7,260,198,119,2,,657,138,298,,,
"Industrias manufactureras (027)",32964,59,810,1397,769,103,,25869,2533,1424,,,
"Suministro de electricidad, gas y agua (028)",783,5,105,123,125,,,159,118,148,,,
"Construcción (029)",22959,48,986,866,153,,,1572,14630,4704,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",42716,100,1043,2946,688,20677,,7907,1102,8253,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",7973,17,198,459,105,963,,5232,630,369,,,
"Comercio al por mayor (032)",2868,28,184,493,194,1461,,28,105,375,,,
"Comercio al por menor (033)",31875,55,661,1994,389,18253,,2647,367,7509,,,
"Hoteles y restaurantes (034)",6015,25,144,490,412,3220,,27,20,1677,,,
"Trans., almac. y comunicaciones (035)",30991,55,400,1008,1301,53,,210,21646,6318,,,
"Intermediación financiera (036)",1730,27,262,409,952,,,5,10,65,,,
"Activid.inmobil., empres. y alquileres (037)",14112,53,4442,3823,1637,2375,,171,300,1311,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",6045,79,904,418,1548,339,,24,236,820,1677,,
"Enseñanza (039)",8397,182,7381,194,328,,,8,27,277,,,
"Servicios sociales y de salud (040)",3161,,1847,830,201,45,,31,30,177,,,
"Otras activ. serv.comun.soc y personales (041)",6601,8,853,1435,288,326,,41,95,3555,,,
"Hogares privados con servicio doméstico (042)",496,,,2,,,,,1,493,,,
"Organiz. y organos extraterritoriales (043)",1,,1,,,,,,,,,,
"Actividad economica no especificada (044)",3536,2,33,45,240,,,,16,90,,3110,
"Desocupado (045)",8380,,,,,,,,,,,,8380
"Mujeres (046)",123233,320,20333,8824,9248,35196,760,8819,1268,31009,127,2548,4781
"Agric., ganadería, caza y silvicultura (047)",2375,2,97,86,71,,756,4,3,1356,,,
"Pesca (048)",39,,13,5,1,,4,,1,15,,,
"Explotación de minas y canteras (049)",145,1,39,27,25,,,28,2,23,,,
"Industrias manufactureras (050)",11102,6,318,598,412,151,,8321,545,751,,,
"Suministro de electricidad, gas y agua (051)",113,,20,22,51,,,,3,17,,,
"Construcción (052)",888,12,170,100,87,,,17,270,232,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",36722,39,723,1807,814,25476,,401,20,7442,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",704,2,47,93,79,373,,68,11,31,,,
"Comercio al por mayor (055)",1851,12,139,411,164,1051,,4,2,68,,,
"Comercio al por menor (056)",34167,25,537,1303,571,24052,,329,7,7343,,,
"Hoteles y restaurantes (057)",12778,17,93,466,481,7621,,9,1,4090,,,
"Trans., almac. y comunicaciones (058)",3023,21,197,511,730,129,,10,301,1124,,,
"Intermediación financiera (059)",1433,3,182,374,853,,,,,21,,,
"Activid.inmobil., empres. y alquileres (060)",7377,8,2446,1750,2391,79,,14,39,650,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",3294,24,713,244,1639,27,,2,72,446,127,,
"Enseñanza (062)",13476,184,12424,142,596,,,,1,129,,,
"Servicios sociales y de salud (063)",5407,,2595,2057,458,135,,6,,156,,,
"Otras activ. serv.comun.soc y personales (064)",5086,2,285,557,401,1570,,7,9,2255,,,
"Hogares privados con servicio doméstico (065)",12323,,5,35,,8,,,,12275,,,
"Organiz. y organos extraterritoriales (066)",2,,,,2,,,,,,,,
"Actividad economica no especificada (067)",2869,1,13,43,236,,,,1,27,,2548,
"Desocupado (068)",4781,,,,,,,,,,,,4781
,,,,,,,,,,,,,
"URBANA (069)",320121,983,40066,23224,18083,61744,4639,45048,41684,64404,1791,5567,12888
"Agric., ganadería, caza y silvicultura (070)",11407,22,449,384,221,,4471,63,131,5666,,,
"Pesca (071)",687,,62,30,17,,168,6,7,397,,,
"Explotación de minas y canteras (072)",1692,8,299,222,142,2,,609,139,271,,,
"Industrias manufactureras (073)",43617,65,1121,1989,1172,249,,33859,3034,2128,,,
"Suministro de electricidad, gas y agua (074)",882,5,125,143,174,,,155,117,163,,,
"Construcción (075)",23453,60,1153,962,238,,,1568,14661,4811,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",78762,139,1766,4737,1497,45755,,8231,1110,15527,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",8593,19,245,548,184,1328,,5240,631,398,,,
"Comercio al por mayor (078)",4689,40,323,903,357,2491,,31,107,437,,,
"Comercio al por menor (079)",65480,80,1198,3286,956,41936,,2960,372,14692,,,
"Hoteles y restaurantes (080)",18570,40,234,949,886,10711,,36,21,5693,,,
"Trans., almac. y comunicaciones (081)",33607,76,596,1516,2022,182,,215,21643,7357,,,
"Intermediación financiera (082)",3155,29,444,777,1804,,,5,10,86,,,
"Activid.inmobil., empres. y alquileres (083)",21378,61,6874,5553,4008,2422,,182,335,1943,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",9282,99,1614,656,3175,363,,26,306,1252,1791,,
"Enseñanza (085)",21761,366,19712,334,911,,,8,27,403,,,
"Servicios sociales y de salud (086)",8529,,4430,2867,658,178,,37,30,329,,,
"Otras activ. serv.comun.soc y personales (087)",11574,10,1136,1980,684,1874,,48,96,5746,,,
"Hogares privados con servicio doméstico (088)",12567,,5,37,,8,,,1,12516,,,
"Organiz. y organos extraterritoriales (089)",3,,1,,2,,,,,,,,
"Actividad economica no especificada (090)",6307,3,45,88,472,,,,16,116,,5567,
"Desocupado (091)",12888,,,,,,,,,,,,12888
"Hombres (092)",198456,667,19815,14440,8889,26936,4017,36316,40433,34044,1666,3070,8163
"Agric., ganadería, caza y silvicultura (093)",9383,20,353,299,151,,3853,59,128,4520,,,
"Pesca (094)",648,,49,25,16,,164,6,6,382,,,
"Explotación de minas y canteras (095)",1557,7,260,195,117,2,,590,137,249,,,
"Industrias manufactureras (096)",32616,59,805,1391,764,100,,25614,2501,1382,,,
"Suministro de electricidad, gas y agua (097)",770,5,105,122,123,,,155,114,146,,,
"Construcción (098)",22582,48,983,862,151,,,1551,14394,4593,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",42416,100,1043,2936,684,20548,,7832,1090,8183,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",7891,17,198,455,105,957,,5172,620,367,,,
"Comercio al por mayor (101)",2849,28,184,493,193,1450,,27,105,369,,,
"Comercio al por menor (102)",31676,55,661,1988,386,18141,,2633,365,7447,,,
"Hoteles y restaurantes (103)",5960,24,142,486,409,3189,,27,20,1663,,,
"Trans., almac. y comunicaciones (104)",30597,55,400,1006,1296,53,,205,21344,6238,,,
"Intermediación financiera (105)",1729,27,262,408,952,,,5,10,65,,,
"Activid.inmobil., empres. y alquileres (106)",14033,53,4437,3807,1633,2343,,168,296,1296,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",6001,77,902,414,1542,336,,24,234,806,1666,,
"Enseñanza (108)",8358,182,7347,194,326,,,8,26,275,,,
"Servicios sociales y de salud (109)",3146,,1842,822,201,45,,31,30,175,,,
"Otras activ. serv.comun.soc y personales (110)",6520,8,851,1426,286,320,,41,87,3501,,,
"Hogares privados con servicio doméstico (111)",484,,,2,,,,,1,481,,,
"Organiz. y organos extraterritoriales (112)",1,,1,,,,,,,,,,
"Actividad economica no especificada (113)",3492,2,33,45,238,,,,15,89,,3070,
"Desocupado (114)",8163,,,,,,,,,,,,8163
"Mujeres (115)",121665,316,20251,8784,9194,34808,622,8732,1251,30360,125,2497,4725
"Agric., ganadería, caza y silvicultura (116)",2024,2,96,85,70,,618,4,3,1146,,,
"Pesca (117)",39,,13,5,1,,4,,1,15,,,
"Explotación de minas y canteras (118)",135,1,39,27,25,,,19,2,22,,,
"Industrias manufactureras (119)",11001,6,316,598,408,149,,8245,533,746,,,
"Suministro de electricidad, gas y agua (120)",112,,20,21,51,,,,3,17,,,
"Construcción (121)",871,12,170,100,87,,,17,267,218,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",36346,39,723,1801,813,25207,,399,20,7344,,,
