"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RECUAY (000)",5447,1080,1156,2596,50,525,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,37,,,1,,
"Profes., científicos e intelectuales (002)",490,442,,46,2,,
"Técnicos de nivel medio y trab. asimilados (003)",164,118,,39,6,1,
"Jefes y empleados de oficina (004)",195,194,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",569,85,5,398,13,68,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1507,,7,1492,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",344,,192,135,5,12,
"Obreros construc.,conf., papel, fab., instr. (008)",488,54,238,180,13,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1497,101,701,224,2,429,40
"Otra (010)",37,37,,,,,
"Ocupación no especificada (011)",118,12,13,82,,11,
"Hombres (012)",3899,666,1050,1878,40,265,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,24,,,1,,
"Profes., científicos e intelectuales (014)",280,251,,27,2,,
"Técnicos de nivel medio y trab. asimilados (015)",120,82,,33,4,1,
"Jefes y empleados de oficina (016)",111,111,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",204,46,,132,9,17,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1308,,7,1295,6,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",315,,185,117,5,8,
"Obreros construc.,conf., papel, fab., instr. (020)",482,52,236,178,13,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",972,57,613,68,,234,
"Otra (022)",36,36,,,,,
"Ocupación no especificada (023)",46,7,9,28,,2,
"Mujeres (024)",1548,414,106,718,10,260,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",13,13,,,,,
"Profes., científicos e intelectuales (026)",210,191,,19,,,
"Técnicos de nivel medio y trab. asimilados (027)",44,36,,6,2,,
"Jefes y empleados de oficina (028)",84,83,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",365,39,5,266,4,51,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",199,,,197,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",29,,7,18,,4,
"Obreros construc.,conf., papel, fab., instr. (032)",6,2,2,2,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",525,44,88,156,2,195,40
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",72,5,4,54,,9,
,,,,,,,
"URBANA (036)",3223,857,676,1359,38,261,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",32,31,,,1,,
"Profes., científicos e intelectuales (038)",389,349,,38,2,,
"Técnicos de nivel medio y trab. asimilados (039)",133,102,,28,3,,
"Jefes y empleados de oficina (040)",168,167,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",449,60,2,319,12,56,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",555,,1,548,6,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",212,,97,101,4,10,
"Obreros construc.,conf., papel, fab., instr. (044)",351,39,183,121,8,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",823,65,384,153,2,187,32
"Otra (046)",35,35,,,,,
"Ocupación no especificada (047)",76,9,9,51,,7,
"Hombres (048)",2158,524,616,875,31,112,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,19,,,1,,
"Profes., científicos e intelectuales (050)",215,194,,19,2,,
"Técnicos de nivel medio y trab. asimilados (051)",94,70,,22,2,,
"Jefes y empleados de oficina (052)",94,94,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",158,34,,100,9,15,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",472,,1,466,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",189,,92,87,4,6,
"Obreros construc.,conf., papel, fab., instr. (056)",348,37,183,120,8,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",504,38,333,43,,90,
"Otra (058)",34,34,,,,,
"Ocupación no especificada (059)",30,4,7,18,,1,
"Mujeres (060)",1065,333,60,484,7,149,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",12,12,,,,,
"Profes., científicos e intelectuales (062)",174,155,,19,,,
"Técnicos de nivel medio y trab. asimilados (063)",39,32,,6,1,,
"Jefes y empleados de oficina (064)",74,73,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",291,26,2,219,3,41,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",83,,,82,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",23,,5,14,,4,
"Obreros construc.,conf., papel, fab., instr. (068)",3,2,,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",319,27,51,110,2,97,32
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",46,5,2,33,,6,
,,,,,,,
"RURAL (072)",2224,223,480,1237,12,264,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",6,6,,,,,
"Profes., científicos e intelectuales (074)",101,93,,8,,,
"Técnicos de nivel medio y trab. asimilados (075)",31,16,,11,3,1,
"Jefes y empleados de oficina (076)",27,27,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",120,25,3,79,1,12,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",952,,6,944,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",132,,95,34,1,2,
"Obreros construc.,conf., papel, fab., instr. (080)",137,15,55,59,5,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",674,36,317,71,,242,8
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",42,3,4,31,,4,
"Hombres (084)",1741,142,434,1003,9,153,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",65,57,,8,,,
"Técnicos de nivel medio y trab. asimilados (087)",26,12,,11,2,1,
"Jefes y empleados de oficina (088)",17,17,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",46,12,,32,,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",836,,6,829,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",126,,93,30,1,2,
"Obreros construc.,conf., papel, fab., instr. (092)",134,15,53,58,5,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",468,19,280,25,,144,
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",16,3,2,10,,1,
"Mujeres (096)",483,81,46,234,3,111,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",36,36,,,,,
"Técnicos de nivel medio y trab. asimilados (099)",5,4,,,1,,
"Jefes y empleados de oficina (100)",10,10,,,,,
