"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YAUYOS (000)",26095,1059,2738,2784,1916,3836,3973,6338,3451
"Sin nivel (001)",2472,1059,298,27,21,46,124,353,544
"Educación inicial (002)",660,,652,8,,,,,
"Primaria (003)",9542,,1788,1818,185,387,763,2347,2254
"Secundaria (004)",8862,,,931,1558,1960,1791,2220,402
"Superior no univ. incompleto (005)",1213,,,,118,471,305,284,35
"Superior no univ. completo (006)",1444,,,,,569,432,376,67
"Superior univ. incompleto (007)",524,,,,34,166,143,155,26
"Superior univ. completo (008)",1378,,,,,237,415,603,123
"Hombres (010)",14273,545,1388,1467,1064,2254,2366,3533,1656
"Sin nivel (011)",883,545,147,16,13,21,28,57,56
"Educación inicial (012)",336,,328,8,,,,,
"Primaria (013)",4519,,913,978,88,162,291,961,1126
"Secundaria (014)",5488,,,465,871,1211,1183,1466,292
"Superior no univ. incompleto (015)",822,,,,72,267,223,233,27
"Superior no univ. completo (016)",942,,,,,358,280,257,47
"Superior univ. incompleto (017)",370,,,,20,102,108,121,19
"Superior univ. completo (018)",913,,,,,133,253,438,89
"Mujeres (020)",11822,514,1350,1317,852,1582,1607,2805,1795
"Sin nivel (021)",1589,514,151,11,8,25,96,296,488
"Educación inicial (022)",324,,324,,,,,,
"Primaria (023)",5023,,875,840,97,225,472,1386,1128
"Secundaria (024)",3374,,,466,687,749,608,754,110
"Superior no univ. incompleto (025)",391,,,,46,204,82,51,8
"Superior no univ. completo (026)",502,,,,,211,152,119,20
"Superior univ. incompleto (027)",154,,,,14,64,35,34,7
"Superior univ. completo (028)",465,,,,,104,162,165,34
,,,,,,,,,
"URBANA (030)",14952,600,1606,1774,1173,1951,2099,3586,2163
"Sin nivel (031)",1241,600,152,15,5,21,48,134,266
"Educación inicial (032)",425,,417,8,,,,,
"Primaria (033)",5449,,1037,1123,75,148,359,1274,1433
"Secundaria (034)",5069,,,628,987,945,918,1314,277
"Superior no univ. incompleto (035)",675,,,,83,285,141,142,24
"Superior no univ. completo (036)",877,,,,,320,276,233,48
"Superior univ. incompleto (037)",309,,,,23,88,79,97,22
"Superior univ. completo (038)",907,,,,,144,278,392,93
"Hombres (040)",7595,318,815,932,641,989,1051,1838,1011
"Sin nivel (041)",473,318,73,10,2,10,12,21,27
"Educación inicial (042)",215,,207,8,,,,,
"Primaria (043)",2461,,535,596,38,60,109,465,658
"Secundaria (044)",2820,,,318,537,499,500,771,195
"Superior no univ. incompleto (045)",387,,,,49,142,82,98,16
"Superior no univ. completo (046)",488,,,,,165,152,136,35
"Superior univ. incompleto (047)",196,,,,15,46,49,71,15
"Superior univ. completo (048)",555,,,,,67,147,276,65
"Mujeres (050)",7357,282,791,842,532,962,1048,1748,1152
"Sin nivel (051)",768,282,79,5,3,11,36,113,239
"Educación inicial (052)",210,,210,,,,,,
"Primaria (053)",2988,,502,527,37,88,250,809,775
"Secundaria (054)",2249,,,310,450,446,418,543,82
"Superior no univ. incompleto (055)",288,,,,34,143,59,44,8
"Superior no univ. completo (056)",389,,,,,155,124,97,13
"Superior univ. incompleto (057)",113,,,,8,42,30,26,7
"Superior univ. completo (058)",352,,,,,77,131,116,28
,,,,,,,,,
"RURAL (060)",11143,459,1132,1010,743,1885,1874,2752,1288
"Sin nivel (061)",1231,459,146,12,16,25,76,219,278
"Educación inicial (062)",235,,235,,,,,,
"Primaria (063)",4093,,751,695,110,239,404,1073,821
"Secundaria (064)",3793,,,303,571,1015,873,906,125
"Superior no univ. incompleto (065)",538,,,,35,186,164,142,11
"Superior no univ. completo (066)",567,,,,,249,156,143,19
"Superior univ. incompleto (067)",215,,,,11,78,64,58,4
"Superior univ. completo (068)",471,,,,,93,137,211,30
"Hombres (070)",6678,227,573,535,423,1265,1315,1695,645
"Sin nivel (071)",410,227,74,6,11,11,16,36,29
"Educación inicial (072)",121,,121,,,,,,
"Primaria (073)",2058,,378,382,50,102,182,496,468
"Secundaria (074)",2668,,,147,334,712,683,695,97
"Superior no univ. incompleto (075)",435,,,,23,125,141,135,11
"Superior no univ. completo (076)",454,,,,,193,128,121,12
"Superior univ. incompleto (077)",174,,,,5,56,59,50,4
"Superior univ. completo (078)",358,,,,,66,106,162,24
"Mujeres (080)",4465,232,559,475,320,620,559,1057,643
"Sin nivel (081)",821,232,72,6,5,14,60,183,249
"Educación inicial (082)",114,,114,,,,,,
"Primaria (083)",2035,,373,313,60,137,222,577,353
"Secundaria (084)",1125,,,156,237,303,190,211,28
"Superior no univ. incompleto (085)",103,,,,12,61,23,7,
"Superior no univ. completo (086)",113,,,,,56,28,22,7
"Superior univ. incompleto (087)",41,,,,6,22,5,8,
"Superior univ. completo (088)",113,,,,,27,31,49,6
