"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia EL COLLAO (000)",1913,14,1027,505,290,77
"Conviviente (001)",418,1,211,167,36,3
"Separado(a) (002)",41,,7,20,11,3
"Casado(a) (003)",597,,124,226,206,41
"Viudo(a) (004)",57,,2,9,20,26
"Divorciado(a) (005)",10,,3,5,2,
"Soltero(a) (006)",790,13,680,78,15,4
"Hombres (008)",1425,9,701,405,245,65
"Conviviente (009)",311,,143,135,30,3
"Separado(a) (010)",25,,2,11,9,3
"Casado(a) (011)",489,,85,188,179,37
"Viudo(a) (012)",36,,,5,13,18
"Divorciado(a) (013)",7,,2,4,1,
"Soltero(a) (014)",557,9,469,62,13,4
"Mujeres (016)",488,5,326,100,45,12
"Conviviente (017)",107,1,68,32,6,
"Separado(a) (018)",16,,5,9,2,
"Casado(a) (019)",108,,39,38,27,4
"Viudo(a) (020)",21,,2,4,7,8
"Divorciado(a) (021)",3,,1,1,1,
"Soltero(a) (022)",233,4,211,16,2,
,,,,,,
"AREA URBANA (024)",726,7,366,234,102,17
"Conviviente (025)",179,1,86,75,17,
"Separado(a) (026)",20,,3,10,6,1
"Casado(a) (027)",229,,45,108,66,10
"Viudo(a) (028)",19,,2,3,8,6
"Divorciado(a) (029)",4,,1,3,,
"Soltero(a) (030)",275,6,229,35,5,
"Hombres (032)",468,4,215,168,69,12
"Conviviente (033)",114,,45,57,12,
"Separado(a) (034)",10,,1,4,4,1
"Casado(a) (035)",152,,21,77,46,8
"Viudo(a) (036)",8,,,1,4,3
"Divorciado(a) (037)",3,,,3,,
"Soltero(a) (038)",181,4,148,26,3,
"Mujeres (040)",258,3,151,66,33,5
"Conviviente (041)",65,1,41,18,5,
"Separado(a) (042)",10,,2,6,2,
"Casado(a) (043)",77,,24,31,20,2
"Viudo(a) (044)",11,,2,2,4,3
"Divorciado(a) (045)",1,,1,,,
"Soltero(a) (046)",94,2,81,9,2,
,,,,,,
"AREA RURAL (048)",1187,7,661,271,188,60
"Conviviente (049)",239,,125,92,19,3
"Separado(a) (050)",21,,4,10,5,2
"Casado(a) (051)",368,,79,118,140,31
"Viudo(a) (052)",38,,,6,12,20
"Divorciado(a) (053)",6,,2,2,2,
"Soltero(a) (054)",515,7,451,43,10,4
"Hombres (056)",957,5,486,237,176,53
"Conviviente (057)",197,,98,78,18,3
"Separado(a) (058)",15,,1,7,5,2
"Casado(a) (059)",337,,64,111,133,29
"Viudo(a) (060)",28,,,4,9,15
"Divorciado(a) (061)",4,,2,1,1,
"Soltero(a) (062)",376,5,321,36,10,4
"Mujeres (064)",230,2,175,34,12,7
"Conviviente (065)",42,,27,14,1,
"Separado(a) (066)",6,,3,3,,
"Casado(a) (067)",31,,15,7,7,2
"Viudo(a) (068)",10,,,2,3,5
"Divorciado(a) (069)",2,,,1,1,
"Soltero(a) (070)",139,2,130,7,,
