"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ICA (000)",321332,157232,164100,293950,143175,150775,27382,14057,13325
"Menores de 1 año (001)",5667,2943,2724,5140,2678,2462,527,265,262
"Menores de 1 mes (002)",490,254,236,439,226,213,51,28,23
"De 1 a 11 meses (003)",5177,2689,2488,4701,2452,2249,476,237,239
"De 1 a 4 años (004)",24264,12383,11881,22196,11315,10881,2068,1068,1000
"1 año (005)",5970,3142,2828,5458,2871,2587,512,271,241
"2 años (006)",6645,3345,3300,6074,3053,3021,571,292,279
"3 años (007)",5975,3006,2969,5465,2757,2708,510,249,261
"4 años (008)",5674,2890,2784,5199,2634,2565,475,256,219
"De 5 a 9 años (009)",27711,14080,13631,25530,12965,12565,2181,1115,1066
"5 años (010)",5306,2737,2569,4890,2500,2390,416,237,179
"6 años (011)",5208,2618,2590,4837,2424,2413,371,194,177
"7 años (012)",5735,2880,2855,5256,2658,2598,479,222,257
"8 años (013)",5823,2946,2877,5367,2719,2648,456,227,229
"9 años (014)",5639,2899,2740,5180,2664,2516,459,235,224
"De 10 a 14 años (015)",31026,15797,15229,28544,14517,14027,2482,1280,1202
"10 años (016)",6205,3124,3081,5699,2876,2823,506,248,258
"11 años (017)",5991,3087,2904,5540,2842,2698,451,245,206
"12 años (018)",6431,3258,3173,5879,2992,2887,552,266,286
"13 años (019)",6157,3165,2992,5657,2883,2774,500,282,218
"14 años (020)",6242,3163,3079,5769,2924,2845,473,239,234
"De 15 a 19 años (021)",31863,15615,16248,29273,14302,14971,2590,1313,1277
"15 años (022)",6311,3104,3207,5787,2843,2944,524,261,263
"16 años (023)",5940,2896,3044,5488,2658,2830,452,238,214
"17 años (024)",6095,3008,3087,5607,2753,2854,488,255,233
"18 años (025)",6744,3308,3436,6181,3015,3166,563,293,270
"19 años (026)",6773,3299,3474,6210,3033,3177,563,266,297
"De 20 a 24 años (027)",31907,15816,16091,29046,14337,14709,2861,1479,1382
"20 años (028)",6978,3455,3523,6317,3138,3179,661,317,344
"21 años (029)",5978,2908,3070,5483,2647,2836,495,261,234
"22 años (030)",6423,3191,3232,5855,2895,2960,568,296,272
"23 años (031)",6213,3150,3063,5629,2837,2792,584,313,271
"24 años (032)",6315,3112,3203,5762,2820,2942,553,292,261
"De 25 a 29 años (033)",27340,13432,13908,24872,12123,12749,2468,1309,1159
"25 años (034)",6253,3069,3184,5668,2762,2906,585,307,278
"26 años (035)",5496,2698,2798,5016,2456,2560,480,242,238
"27 años (036)",5829,2924,2905,5259,2618,2641,570,306,264
"28 años (037)",4999,2463,2536,4553,2211,2342,446,252,194
"29 años (038)",4763,2278,2485,4376,2076,2300,387,202,185
