"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MORROPON (000)",59420,185762,161417,,2667,86.9,1.4
"De 12 a 14 años (001)",6030,57,56,,2,98.2,3.5
"De 15 a 19 años (002)",7883,987,967,286,98,29,
"De 20 a 24 años (003)",5704,4646,4516,651,97.2,14,
"De 25 a 29 años (004)",5206,8565,8285,629,96.7,7.3,
"De 30 a 34 años (005)",5280,13073,12457,570,95.3,4.4,
"De 35 a 39 años (006)",5193,16756,15764,361,94.1,2.2,
"De 40 a 44 años (007)",4800,19452,17894,137,92,0.7,
"De 45 a 49 años (008)",4165,20346,18217,31,89.5,0.2,
"De 50 y más años (009)",15159,101880,83261,,81.7,,
"Sin nivel (010)",11076,67149,54543,275,81.2,0.4,
"De 12 a 14 años (011)",95,1,1,,100,,
"De 15 a 19 años (012)",200,54,51,9,94.4,16.7,
"De 20 a 24 años (013)",267,265,256,26,96.6,9.8,
"De 25 a 29 años (014)",292,618,584,46,94.5,7.4,
"De 30 a 34 años (015)",720,2199,2056,86,93.5,3.9,
"De 35 a 39 años (016)",822,3084,2823,60,91.5,1.9,
"De 40 a 44 años (017)",980,4878,4320,39,88.6,0.8,
"De 45 a 49 años (018)",994,5816,5013,9,86.2,0.2,
"De 50 y más años (019)",6706,50234,39439,,78.5,,
"Educacion Inicial (020)",121,117,111,10,94.9,8.5,
"De 12 a 14 años (021)",41,,,,,,
"De 15 a 19 años (022)",23,1,1,,100,,
"De 20 a 24 años (023)",19,21,21,5,100,23.8,
"De 25 a 29 años (024)",16,31,31,3,100,9.7,
"De 30 a 34 años (025)",15,41,36,2,87.8,4.9,
"De 35 a 39 años (026)",7,23,22,,95.7,,
"Primaria (030)",23729,84942,74980,1141,88.3,1.3,
"De 12 a 14 años (031)",2806,34,33,2,97.1,5.9,
"De 15 a 19 años (032)",1931,406,397,125,97.8,30.8,
"De 20 a 24 años (033)",1798,1941,1876,241,96.7,12.4,
"De 25 a 29 años (034)",1950,3896,3743,263,96.1,6.8,
"De 30 a 34 años (035)",2204,6296,5972,258,94.9,4.1,
"De 35 a 39 años (036)",2256,8337,7814,183,93.7,2.2,
"De 40 a 44 años (037)",2250,10100,9278,53,91.9,0.5,
"De 45 a 49 años (038)",2011,10719,9609,16,89.6,0.1,
