"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CELENDIN (000)",22834,154,472,1117,2231,4691,8627,5542
"De 12 a 14 años (001)",53,,,,,,8,45
"De 15 a 19 años (002)",790,,,,,,444,346
"De 20 a 24 años (003)",2621,,,,,8,1630,983
"De 25 a 29 años (004)",2866,,,,,170,1951,745
"De 30 a 34 años (005)",2644,,,,,460,1658,526
"De 35 a 39 años (006)",2653,,,,22,783,1414,434
"De 40 a 44 años (007)",2241,,,,90,879,921,351
"De 45 a 49 años (008)",1888,,,3,223,920,487,255
"De 50 y más años (009)",7078,154,472,1114,1896,1471,114,1857
"Sin nivel (010)",6520,91,263,539,932,1320,1642,1733
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",58,,,,,,26,32
"De 20 a 24 años (013)",296,,,,,2,182,112
"De 25 a 29 años (014)",463,,,,,21,317,125
"De 30 a 34 años (015)",463,,,,,66,300,97
"De 35 a 39 años (016)",624,,,,4,178,328,114
"De 40 a 44 años (017)",586,,,,22,207,259,98
"De 45 a 49 años (018)",565,,,,45,269,175,76
"De 50 y más años (019)",3464,91,263,539,861,577,55,1078
"Educacion Inicial (020)",52,,,,,5,32,15
"De 15 a 19 años (022)",4,,,,,,3,1
"De 20 a 24 años (023)",13,,,,,,7,6
"De 25 a 29 años (024)",17,,,,,3,9,5
"De 30 a 34 años (025)",11,,,,,,9,2
"De 35 a 39 años (026)",7,,,,,2,4,1
"Primaria (030)",12194,54,189,486,1066,2655,5189,2555
"De 12 a 14 años (031)",40,,,,,,6,34
"De 15 a 19 años (032)",526,,,,,,302,224
"De 20 a 24 años (033)",1577,,,,,3,1036,538
"De 25 a 29 años (034)",1635,,,,,102,1185,348
"De 30 a 34 años (035)",1546,,,,,279,999,268
"De 35 a 39 años (036)",1460,,,,14,452,798,196
"De 40 a 44 años (037)",1238,,,,44,502,530,162
"De 45 a 49 años (038)",1050,,,2,127,523,278,120
"De 50 y más años (039)",3122,54,189,484,881,794,55,665
"Secundaria (040)",2088,7,12,39,110,341,959,620
"De 12 a 14 años (041)",12,,,,,,2,10
"De 15 a 19 años (042)",186,,,,,,103,83
"De 20 a 24 años (043)",475,,,,,1,285,189
"De 25 a 29 años (044)",364,,,,,20,232,112
"De 30 a 34 años (045)",279,,,,,54,165,60
"De 35 a 39 años (046)",218,,,,2,72,103,41
"De 40 a 44 años (047)",174,,,,10,85,42,37
"De 45 a 49 años (048)",134,,,1,21,56,23,33
"De 50 y más años (049)",246,7,12,38,77,53,4,55
"Sup. no Univ. incompleta (050)",347,,1,3,8,44,155,136
