"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia DOS DE MAYO (000)",10909,10510,38,1717,1570,1433,2487,1867,1042,356,399,44795
"De 12 a 14 años (001)",12,7,,7,,,,,,,5,7
"De 15 a 19 años (002)",353,319,2,261,45,5,6,,,,34,390
"De 20 a 24 años (003)",1240,1098,6,593,345,118,32,4,,,142,1800
"De 25 a 29 años (004)",1281,1180,8,334,352,284,178,22,2,,101,2802
"De 30 a 34 años (005)",1270,1226,3,153,257,287,392,115,17,2,44,4145
"De 35 a 39 años (006)",1323,1302,2,89,158,245,437,265,96,10,21,5664
"De 40 a 44 años (007)",1115,1108,1,47,88,122,321,312,162,55,7,5973
"De 45 a 49 años (008)",973,966,3,44,71,84,231,284,177,72,7,5590
"De 50 y más años (009)",3342,3304,13,189,254,288,890,865,588,217,38,18424
"Conviviente (010)",3764,3689,17,846,740,635,824,427,155,45,75,12354
"De 12 a 14 años (011)",7,2,,2,,,,,,,5,2
"De 15 a 19 años (012)",223,196,2,159,31,3,1,,,,27,234
"De 20 a 24 años (013)",737,717,4,361,246,83,21,2,,,20,1205
"De 25 a 29 años (014)",717,707,4,189,207,187,110,9,1,,10,1697
"De 30 a 34 años (015)",617,610,,57,121,155,220,49,8,,7,2102
"De 35 a 39 años (016)",554,553,1,32,61,111,203,108,34,3,1,2377
"De 40 a 44 años (017)",336,335,,18,24,37,105,101,38,12,1,1731
"De 45 a 49 años (018)",222,221,3,9,17,27,65,62,30,8,1,1158
"De 50 y más años (019)",351,348,3,19,33,32,99,96,44,22,3,1848
"Separado(a) (020)",712,701,3,236,156,80,125,63,31,7,11,2079
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",54,50,,45,4,1,,,,,4,56
