"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ACOBAMBA (000)",15410,1302,1638,7649,111,4632,78
"Sin nivel (001)",2493,16,218,1262,12,977,8
"Educación inicial (002)",21,,3,5,,13,
"Primaria (003)",6674,69,736,3593,52,2182,42
"Secundaria (004)",4711,260,608,2421,38,1359,25
"Superior no univ. incompleta (005)",228,65,31,95,1,36,
"Superior no univ. completa (006)",455,302,17,113,3,19,1
"Superior univ. incompleta (007)",170,65,14,71,,18,2
"Superior univ. completa (008)",658,525,11,89,5,28,
"Hombres (010)",10396,794,1212,5871,87,2418,14
"Sin nivel (011)",1072,3,98,696,7,268,
"Educación inicial (012)",14,,3,4,,7,
"Primaria (013)",4587,31,517,2884,41,1107,7
"Secundaria (014)",3734,178,531,2018,31,971,5
"Superior no univ. incompleta (015)",165,46,27,65,1,26,
"Superior no univ. completa (016)",274,170,13,78,3,10,
"Superior univ. incompleta (017)",130,47,12,56,,13,2
"Superior univ. completa (018)",420,319,11,70,4,16,
"Mujeres (020)",5014,508,426,1778,24,2214,64
"Sin nivel (021)",1421,13,120,566,5,709,8
"Educación inicial (022)",7,,,1,,6,
"Primaria (023)",2087,38,219,709,11,1075,35
"Secundaria (024)",977,82,77,403,7,388,20
"Superior no univ. incompleta (025)",63,19,4,30,,10,
"Superior no univ. completa (026)",181,132,4,35,,9,1
"Superior univ. incompleta (027)",40,18,2,15,,5,
"Superior univ. completa (028)",238,206,,19,1,12,
,,,,,,,
"URBANA (030)",4951,982,687,2443,57,732,50
"Sin nivel (031)",458,8,81,242,5,120,2
"Educación inicial (032)",9,,3,3,,3,
"Primaria (033)",1623,40,279,985,20,272,27
"Secundaria (034)",1713,163,274,945,25,288,18
"Superior no univ. incompleta (035)",154,47,19,72,1,15,
"Superior no univ. completa (036)",332,230,13,77,3,8,1
"Superior univ. incompleta (037)",129,58,10,50,,9,2
"Superior univ. completa (038)",533,436,8,69,3,17,
"Hombres (040)",3090,575,522,1603,43,339,8
"Sin nivel (041)",161,1,40,95,3,22,
"Educación inicial (042)",7,,3,2,,2,
"Primaria (043)",994,16,195,646,14,120,3
"Secundaria (044)",1223,109,241,680,20,170,3
"Superior no univ. incompleta (045)",101,31,16,44,1,9,
"Superior no univ. completa (046)",183,120,11,46,3,3,
"Superior univ. incompleta (047)",94,41,8,38,,5,2
"Superior univ. completa (048)",327,257,8,52,2,8,
"Mujeres (050)",1861,407,165,840,14,393,42
"Sin nivel (051)",297,7,41,147,2,98,2
"Educación inicial (052)",2,,,1,,1,
"Primaria (053)",629,24,84,339,6,152,24
"Secundaria (054)",490,54,33,265,5,118,15
"Superior no univ. incompleta (055)",53,16,3,28,,6,
"Superior no univ. completa (056)",149,110,2,31,,5,1
"Superior univ. incompleta (057)",35,17,2,12,,4,
"Superior univ. completa (058)",206,179,,17,1,9,
,,,,,,,
"RURAL (060)",10459,320,951,5206,54,3900,28
"Sin nivel (061)",2035,8,137,1020,7,857,6
"Educación inicial (062)",12,,,2,,10,
"Primaria (063)",5051,29,457,2608,32,1910,15
"Secundaria (064)",2998,97,334,1476,13,1071,7
"Superior no univ. incompleta (065)",74,18,12,23,,21,
"Superior no univ. completa (066)",123,72,4,36,,11,
"Superior univ. incompleta (067)",41,7,4,21,,9,
"Superior univ. completa (068)",125,89,3,20,2,11,
"Hombres (070)",7306,219,690,4268,44,2079,6
"Sin nivel (071)",911,2,58,601,4,246,
"Educación inicial (072)",7,,,2,,5,
"Primaria (073)",3593,15,322,2238,27,987,4
"Secundaria (074)",2511,69,290,1338,11,801,2
"Superior no univ. incompleta (075)",64,15,11,21,,17,
"Superior no univ. completa (076)",91,50,2,32,,7,
"Superior univ. incompleta (077)",36,6,4,18,,8,
"Superior univ. completa (078)",93,62,3,18,2,8,
"Mujeres (080)",3153,101,261,938,10,1821,22
"Sin nivel (081)",1124,6,79,419,3,611,6
"Educación inicial (082)",5,,,,,5,
"Primaria (083)",1458,14,135,370,5,923,11
"Secundaria (084)",487,28,44,138,2,270,5
"Superior no univ. incompleta (085)",10,3,1,2,,4,
"Superior no univ. completa (086)",32,22,2,4,,4,
"Superior univ. incompleta (087)",5,1,,3,,1,
"Superior univ. completa (088)",32,27,,2,,3,
