"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",779,27,184,283,202,83
"Agric., ganadería, caza y silvicultura (046)",281,17,56,75,88,45
"Explotación de minas y canteras (048)",4,,1,3,,
"Industrias manufactureras (049)",8,1,4,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",100,,20,38,28,14
"Comercio al por mayor (054)",2,,1,1,,
"Comercio al por menor (055)",98,,19,37,28,14
"Hoteles y restaurantes (056)",57,4,17,12,21,3
"Trans., almac. y comunicaciones (057)",2,,2,,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",8,,4,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",35,,16,14,5,
"Enseñanza (061)",153,,30,96,27,
"Servicios sociales y de salud (062)",17,,4,12,1,
"Otras activ. serv.comun.soc y personales (063)",25,4,4,7,7,3
"Hogares privados con servicio doméstico (064)",51,1,17,17,7,9
"Actividad economica no especificada (066)",37,,8,6,15,8
,,,,,,
"URBANA (067)",1734,45,405,620,471,193
"Agric., ganadería, caza y silvicultura (068)",818,30,165,242,244,137
"Pesca (069)",1,,,,1,
"Explotación de minas y canteras (070)",8,,5,1,2,
"Industrias manufactureras (071)",55,2,15,15,18,5
"Suministro de electricidad, gas y agua (072)",6,,2,1,3,
"Construcción (073)",55,1,19,22,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",152,3,39,58,33,19
"Venta, mant.y rep. veh.autom.y motoc. (075)",4,,1,1,2,
"Comercio al por mayor (076)",6,,5,1,,
"Comercio al por menor (077)",142,3,33,56,31,19
"Hoteles y restaurantes (078)",58,4,18,13,20,3
"Trans., almac. y comunicaciones (079)",29,,18,6,5,
"Intermediación financiera (080)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (081)",33,,11,12,10,
"Admin.pub. y defensa; p. segur.soc.afil (082)",111,,31,50,26,4
"Enseñanza (083)",236,,34,149,53,
"Servicios sociales y de salud (084)",25,,7,15,3,
"Otras activ. serv.comun.soc y personales (085)",39,4,12,6,14,3
"Hogares privados con servicio doméstico (086)",47,1,15,16,7,8
"Actividad economica no especificada (088)",58,,12,14,20,12
"Hombres (089)",1142,25,271,403,313,130
"Agric., ganadería, caza y silvicultura (090)",641,20,141,190,185,105
"Pesca (091)",1,,,,1,
"Explotación de minas y canteras (092)",8,,5,1,2,
"Industrias manufactureras (093)",49,1,12,14,17,5
"Suministro de electricidad, gas y agua (094)",6,,2,1,3,
"Construcción (095)",55,1,19,22,11,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",66,3,20,23,10,10
"Venta, mant.y rep. veh.autom.y motoc. (097)",4,,1,1,2,
"Comercio al por mayor (098)",4,,4,,,
"Comercio al por menor (099)",58,3,15,22,8,10
"Hoteles y restaurantes (100)",4,,1,2,1,
"Trans., almac. y comunicaciones (101)",27,,16,6,5,
"Intermediación financiera (102)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (103)",26,,8,10,8,
"Admin.pub. y defensa; p. segur.soc.afil (104)",78,,15,37,22,4
"Enseñanza (105)",126,,13,82,31,
"Servicios sociales y de salud (106)",9,,3,4,2,
"Otras activ. serv.comun.soc y personales (107)",15,,8,,7,
"Hogares privados con servicio doméstico (108)",2,,1,1,,
"Actividad economica no especificada (110)",27,,6,10,7,4
"Mujeres (112)",592,20,134,217,158,63
"Agric., ganadería, caza y silvicultura (113)",177,10,24,52,59,32
"Industrias manufactureras (116)",6,1,3,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",86,,19,35,23,9
"Comercio al por mayor (121)",2,,1,1,,
"Comercio al por menor (122)",84,,18,34,23,9
"Hoteles y restaurantes (123)",54,4,17,11,19,3
"Trans., almac. y comunicaciones (124)",2,,2,,,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",7,,3,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",33,,16,13,4,
"Enseñanza (128)",110,,21,67,22,
"Servicios sociales y de salud (129)",16,,4,11,1,
"Otras activ. serv.comun.soc y personales (130)",24,4,4,6,7,3
"Hogares privados con servicio doméstico (131)",45,1,14,15,7,8
"Actividad economica no especificada (133)",31,,6,4,13,8
,,,,,,
"RURAL (134)",1130,19,295,368,309,139
"Agric., ganadería, caza y silvicultura (135)",800,18,204,221,241,116
"Explotación de minas y canteras (137)",134,,49,51,32,2
"Industrias manufactureras (138)",13,1,3,4,2,3
"Construcción (140)",21,,7,5,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",38,,6,10,12,10
"Venta, mant.y rep. veh.autom.y motoc. (142)",5,,2,1,1,1
"Comercio al por mayor (143)",3,,,,2,1
"Comercio al por menor (144)",30,,4,9,9,8
"Hoteles y restaurantes (145)",3,,,1,2,
"Activid.inmobil., empres. y alquileres (148)",6,,4,2,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",8,,1,5,2,
"Enseñanza (150)",78,,11,58,9,
"Servicios sociales y de salud (151)",1,,,1,,
"Otras activ. serv.comun.soc y personales (152)",5,,2,2,1,
"Hogares privados con servicio doméstico (153)",7,,4,2,,1
"Actividad economica no especificada (155)",16,,4,6,2,4
"Hombres (156)",943,12,245,302,265,119
"Agric., ganadería, caza y silvicultura (157)",696,11,172,198,212,103
"Explotación de minas y canteras (159)",130,,48,48,32,2
"Industrias manufactureras (160)",11,1,2,4,2,2
"Construcción (162)",21,,7,5,6,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",24,,5,7,7,5
"Venta, mant.y rep. veh.autom.y motoc. (164)",5,,2,1,1,1
"Comercio al por mayor (165)",3,,,,2,1
"Comercio al por menor (166)",16,,3,6,4,3
"Activid.inmobil., empres. y alquileres (170)",5,,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",6,,1,4,1,
"Enseñanza (172)",35,,2,29,4,
"Otras activ. serv.comun.soc y personales (174)",4,,2,1,1,
"Hogares privados con servicio doméstico (175)",1,,1,,,
"Actividad economica no especificada (177)",10,,2,4,,4
"Mujeres (179)",187,7,50,66,44,20
"Agric., ganadería, caza y silvicultura (180)",104,7,32,23,29,13
"Explotación de minas y canteras (182)",4,,1,3,,
"Industrias manufactureras (183)",2,,1,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",14,,1,3,5,5
"Comercio al por menor (189)",14,,1,3,5,5
"Hoteles y restaurantes (190)",3,,,1,2,
"Activid.inmobil., empres. y alquileres (193)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,,1,1,
"Enseñanza (195)",43,,9,29,5,
"Servicios sociales y de salud (196)",1,,,1,,
"Otras activ. serv.comun.soc y personales (197)",1,,,1,,
"Hogares privados con servicio doméstico (198)",6,,3,2,,1
"Actividad economica no especificada (200)",6,,2,2,2,
