"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PURUS (000)",3746,3355,364,27
"Hombres (001)",2011,1811,185,15
"Mujeres (002)",1735,1544,179,12
"Menores de 1 año (003)",122,66,51,5
"Hombres (004)",60,31,26,3
"Mujeres (005)",62,35,25,2
"De 1 a 5 años (006)",640,401,221,18
"Hombres (007)",341,205,125,11
"Mujeres (008)",299,196,96,7
"De 6 a 14 años (009)",806,748,55,3
"Hombres (010)",424,399,24,1
"Mujeres (011)",382,349,31,2
"De 15 a 29 años (012)",1046,1028,18,
"Hombres (013)",553,547,6,
"Mujeres (014)",493,481,12,
"De 30 a 44 años (015)",719,716,3,
"Hombres (016)",405,405,,
"Mujeres (017)",314,311,3,
"De 45 a 64 años (018)",330,320,9,1
"Hombres (019)",185,182,3,
"Mujeres (020)",145,138,6,1
"De 65 a más años (021)",83,76,7,
"Hombres (022)",43,42,1,
"Mujeres (023)",40,34,6,
,,,,
"URBANA (024)",1251,1192,43,16
"Hombres (025)",707,673,25,9
"Mujeres (026)",544,519,18,7
"Menores de 1 año (027)",35,25,7,3
"Hombres (028)",21,15,4,2
"Mujeres (029)",14,10,3,1
"De 1 a 5 años (030)",173,135,26,12
"Hombres (031)",88,65,16,7
"Mujeres (032)",85,70,10,5
"De 6 a 14 años (033)",232,224,7,1
"Hombres (034)",131,126,5,
"Mujeres (035)",101,98,2,1
"De 15 a 29 años (036)",376,374,2,
"Hombres (037)",207,207,,
"Mujeres (038)",169,167,2,
"De 30 a 44 años (039)",293,293,,
"Hombres (040)",169,169,,
"Mujeres (041)",124,124,,
"De 45 a 64 años (042)",122,121,1,
"Hombres (043)",79,79,,
"Mujeres (044)",43,42,1,
"De 65 a más años (045)",20,20,,
"Hombres (046)",12,12,,
"Mujeres (047)",8,8,,
,,,,
"RURAL (048)",2495,2163,321,11
"Hombres (049)",1304,1138,160,6
"Mujeres (050)",1191,1025,161,5
"Menores de 1 año (051)",87,41,44,2
"Hombres (052)",39,16,22,1
"Mujeres (053)",48,25,22,1
"De 1 a 5 años (054)",467,266,195,6
"Hombres (055)",253,140,109,4
"Mujeres (056)",214,126,86,2
"De 6 a 14 años (057)",574,524,48,2
"Hombres (058)",293,273,19,1
"Mujeres (059)",281,251,29,1
"De 15 a 29 años (060)",670,654,16,
"Hombres (061)",346,340,6,
"Mujeres (062)",324,314,10,
"De 30 a 44 años (063)",426,423,3,
"Hombres (064)",236,236,,
"Mujeres (065)",190,187,3,
"De 45 a 64 años (066)",208,199,8,1
"Hombres (067)",106,103,3,
"Mujeres (068)",102,96,5,1
"De 65 a más años (069)",63,56,7,
"Hombres (070)",31,30,1,
"Mujeres (071)",32,26,6,
