"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia EL COLLAO (000)",31442,28239,1286,502,1415
"Hombres (001)",18752,16395,852,402,1103
"Mujeres (002)",12690,11844,434,100,312
"De 06 a 14 años (003)",469,438,29,2,
"Hombres (004)",233,217,14,2,
"Mujeres (005)",236,221,15,,
"De 15 a 29 años (006)",8622,7624,420,134,444
"Hombres (007)",4912,4200,285,106,321
"Mujeres (008)",3710,3424,135,28,123
"De 30 a 44 años (009)",9722,8401,464,222,635
"Hombres (010)",5846,4893,290,174,489
"Mujeres (011)",3876,3508,174,48,146
"De 45 a 64 años (012)",8834,8057,331,134,312
"Hombres (013)",5400,4784,233,111,272
"Mujeres (014)",3434,3273,98,23,40
"De 65 y más años (015)",3795,3719,42,10,24
"Hombres (016)",2361,2301,30,9,21
"Mujeres (017)",1434,1418,12,1,3
,,,,,
"URBANA (018)",9191,7030,580,406,1175
"Hombres (019)",5386,3779,395,315,897
"Mujeres (020)",3805,3251,185,91,278
"De 06 a 14 años (021)",244,221,21,2,
"Hombres (022)",132,118,12,2,
"Mujeres (023)",112,103,9,,
"De 15 a 29 años (024)",2818,2153,195,98,372
"Hombres (025)",1599,1116,140,75,268
"Mujeres (026)",1219,1037,55,23,104
"De 30 a 44 años (027)",3451,2506,230,191,524
"Hombres (028)",1982,1311,140,144,387
"Mujeres (029)",1469,1195,90,47,137
"De 45 a 64 años (030)",2226,1737,123,106,260
"Hombres (031)",1410,1007,94,86,223
"Mujeres (032)",816,730,29,20,37
"De 65 y más años (033)",452,413,11,9,19
"Hombres (034)",263,227,9,8,19
"Mujeres (035)",189,186,2,1,
,,,,,
"RURAL (036)",22251,21209,706,96,240
"Hombres (037)",13366,12616,457,87,206
"Mujeres (038)",8885,8593,249,9,34
"De 06 a 14 años (039)",225,217,8,,
"Hombres (040)",101,99,2,,
"Mujeres (041)",124,118,6,,
"De 15 a 29 años (042)",5804,5471,225,36,72
"Hombres (043)",3313,3084,145,31,53
"Mujeres (044)",2491,2387,80,5,19
"De 30 a 44 años (045)",6271,5895,234,31,111
"Hombres (046)",3864,3582,150,30,102
"Mujeres (047)",2407,2313,84,1,9
"De 45 a 64 años (048)",6608,6320,208,28,52
"Hombres (049)",3990,3777,139,25,49
"Mujeres (050)",2618,2543,69,3,3
"De 65 y más años (051)",3343,3306,31,1,5
"Hombres (052)",2098,2074,21,1,2
"Mujeres (053)",1245,1232,10,,3
