"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",50490,26862,23628,33665,18118,15547,16825,8744,8081
"Menores de 1 año (001)",927,472,455,634,312,322,293,160,133
"Menores de 1 mes (002)",112,59,53,73,34,39,39,25,14
"De 1 a 11 meses (003)",815,413,402,561,278,283,254,135,119
"De 1 a 4 años (004)",4467,2278,2189,3024,1550,1474,1443,728,715
"1 año (005)",1019,517,502,686,355,331,333,162,171
"2 años (006)",1161,595,566,789,400,389,372,195,177
"3 años (007)",1196,589,607,825,407,418,371,182,189
"4 años (008)",1091,577,514,724,388,336,367,189,178
"De 5 a 9 años (009)",4731,2471,2260,3016,1578,1438,1715,893,822
"5 años (010)",983,535,448,657,357,300,326,178,148
"6 años (011)",902,476,426,567,295,272,335,181,154
"7 años (012)",967,490,477,623,317,306,344,173,171
"8 años (013)",958,507,451,600,324,276,358,183,175
"9 años (014)",921,463,458,569,285,284,352,178,174
"De 10 a 14 años (015)",4886,2432,2454,3082,1510,1572,1804,922,882
"10 años (016)",972,513,459,609,320,289,363,193,170
"11 años (017)",907,458,449,579,278,301,328,180,148
"12 años (018)",1102,539,563,674,337,337,428,202,226
"13 años (019)",966,471,495,637,291,346,329,180,149
"14 años (020)",939,451,488,583,284,299,356,167,189
"De 15 a 19 años (021)",5079,2615,2464,3422,1771,1651,1657,844,813
"15 años (022)",934,465,469,624,316,308,310,149,161
"16 años (023)",898,473,425,596,312,284,302,161,141
"17 años (024)",1047,540,507,684,353,331,363,187,176
"18 años (025)",1129,579,550,784,409,375,345,170,175
"19 años (026)",1071,558,513,734,381,353,337,177,160
"De 20 a 24 años (027)",6228,3235,2993,4467,2279,2188,1761,956,805
"20 años (028)",1455,737,718,1034,499,535,421,238,183
"21 años (029)",1026,512,514,738,349,389,288,163,125
"22 años (030)",1327,712,615,911,483,428,416,229,187
"23 años (031)",1195,630,565,900,478,422,295,152,143
"24 años (032)",1225,644,581,884,470,414,341,174,167
"De 25 a 29 años (033)",5274,2905,2369,3815,2095,1720,1459,810,649
"25 años (034)",1234,661,573,900,481,419,334,180,154
"26 años (035)",981,546,435,709,386,323,272,160,112
"27 años (036)",1078,581,497,769,402,367,309,179,130
"28 años (037)",1131,647,484,815,471,344,316,176,140
"29 años (038)",850,470,380,622,355,267,228,115,113
"De 30 a 34 años (039)",4189,2353,1836,3048,1740,1308,1141,613,528
"30 años (040)",1248,713,535,889,516,373,359,197,162
"31 años (041)",581,320,261,421,243,178,160,77,83
"32 años (042)",903,522,381,664,381,283,239,141,98
"33 años (043)",751,407,344,537,299,238,214,108,106
"34 años (044)",706,391,315,537,301,236,169,90,79
