"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAYLLOMA (000)",19483,74,309,1005,2030,4132,6838,5095
"De 12 a 14 años (001)",24,,,,,,2,22
"De 15 a 19 años (002)",495,,,,,,298,197
"De 20 a 24 años (003)",2197,,,,,4,1338,855
"De 25 a 29 años (004)",2738,,,,,130,1741,867
"De 30 a 34 años (005)",2560,,,,,490,1464,606
"De 35 a 39 años (006)",2335,,,,23,816,1073,423
"De 40 a 44 años (007)",2076,,,,156,963,621,336
"De 45 a 49 años (008)",1615,,,6,291,803,247,268
"De 50 y más años (009)",5443,74,309,999,1560,926,54,1521
"Conviviente (010)",7170,4,14,66,249,1123,3956,1758
"De 12 a 14 años (011)",15,,,,,,,15
"De 15 a 19 años (012)",374,,,,,,227,147
"De 20 a 24 años (013)",1458,,,,,1,1015,442
"De 25 a 29 años (014)",1650,,,,,67,1138,445
"De 30 a 34 años (015)",1247,,,,,204,794,249
"De 35 a 39 años (016)",958,,,,10,290,485,173
"De 40 a 44 años (017)",590,,,,36,260,213,81
"De 45 a 49 años (018)",353,,,2,40,178,70,63
"De 50 y más años (019)",525,4,14,64,163,123,14,143
"Separado(a) (020)",991,2,10,39,101,275,322,242
"De 15 a 19 años (022)",25,,,,,,17,8
"De 20 a 24 años (023)",97,,,,,,61,36
"De 25 a 29 años (024)",135,,,,,11,85,39
"De 30 a 34 años (025)",148,,,,,43,65,40
"De 35 a 39 años (026)",140,,,,1,60,48,31
"De 40 a 44 años (027)",114,,,,11,53,33,17
"De 45 a 49 años (028)",98,,,3,19,53,12,11
"De 50 y más años (029)",234,2,10,36,70,55,1,60
"Casado(a) (030)",8077,11,151,592,1332,2318,2065,1608
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",21,,,,,,6,15
"De 20 a 24 años (033)",208,,,,,,123,85
"De 25 a 29 años (034)",535,,,,,26,396,113
"De 30 a 34 años (035)",908,,,,,196,521,191
"De 35 a 39 años (036)",1035,,,,7,391,487,150
"De 40 a 44 años (037)",1168,,,,89,559,347,173
"De 45 a 49 años (038)",1008,,,1,201,502,152,152
"De 50 y más años (039)",3192,11,151,591,1035,644,33,727
"Viudo(a) (040)",1512,52,119,273,267,191,57,553
"De 15 a 19 años (042)",1,,,,,,1,
"De 20 a 24 años (043)",2,,,,,,,2
"De 25 a 29 años (044)",17,,,,,2,8,7
"De 30 a 34 años (045)",17,,,,,3,7,7
"De 35 a 39 años (046)",31,,,,,13,13,5
"De 40 a 44 años (047)",79,,,,8,39,14,18
"De 45 a 49 años (048)",79,,,,16,42,8,13
"De 50 y más años (049)",1286,52,119,273,243,92,6,501
