"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAMANGA (000)",83996,198695,178210,,3879,89.7,2
"De 12 a 14 años (001)",8415,49,40,,4,81.6,8.2
"De 15 a 19 años (002)",12219,1661,1591,501,95.8,30.2,
"De 20 a 24 años (003)",11310,7431,7241,925,97.4,12.4,
"De 25 a 29 años (004)",9557,13384,13000,890,97.1,6.6,
"De 30 a 34 años (005)",8358,18642,17976,765,96.4,4.1,
"De 35 a 39 años (006)",7125,21618,20639,517,95.5,2.4,
"De 40 a 44 años (007)",6100,23724,22110,237,93.2,1,
"De 45 a 49 años (008)",4700,21225,19444,39,91.6,0.2,
"De 50 y más años (009)",16212,90961,76169,1,83.7,,
"Conviviente (010)",16759,35295,33642,1980,95.3,5.6,
"De 12 a 14 años (011)",113,29,22,2,75.9,6.9,
"De 15 a 19 años (012)",1493,951,907,291,95.4,30.6,
"De 20 a 24 años (013)",3832,4498,4383,599,97.4,13.3,
"De 25 a 29 años (014)",3927,6728,6561,503,97.5,7.5,
"De 30 a 34 años (015)",2997,7039,6814,351,96.8,5,
"De 35 a 39 años (016)",1867,5422,5235,171,96.6,3.2,
"De 40 a 44 años (017)",1116,4179,3948,59,94.5,1.4,
"De 45 a 49 años (018)",552,2229,2081,4,93.4,0.2,
"De 50 y más años (019)",862,4220,3691,,87.5,,
"Separado(a) (020)",4048,11098,10337,228,93.1,2.1,
"De 12 a 14 años (021)",9,3,3,1,100,33.3,
"De 15 a 19 años (022)",170,166,164,57,98.8,34.3,
"De 20 a 24 años (023)",406,512,504,51,98.4,10,
"De 25 a 29 años (024)",566,895,875,39,97.8,4.4,
"De 30 a 34 años (025)",624,1322,1284,41,97.1,3.1,
"De 35 a 39 años (026)",622,1636,1571,29,96,1.8,
"De 40 a 44 años (027)",480,1565,1475,7,94.2,0.4,
"De 45 a 49 años (028)",344,1272,1169,2,91.9,0.2,
"De 50 y más años (029)",827,3727,3292,1,88.3,,
"Casado(a) (030)",24846,112882,101248,1274,89.7,1.1,
"De 12 a 14 años (031)",13,5,3,,60,,
"De 15 a 19 años (032)",176,157,148,37,94.3,23.6,
"De 20 a 24 años (033)",867,1428,1377,146,96.4,10.2,
"De 25 a 29 años (034)",1983,4594,4423,283,96.3,6.2,
"De 30 a 34 años (035)",3053,8915,8541,329,95.8,3.7,
