"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia DOS DE MAYO (000)",16240,52151,44795,,921,85.9,1.8
"De 12 a 14 años (001)",2045,7,7,,2,100,28.6
"De 15 a 19 años (002)",2490,396,390,109,98.5,27.5,
"De 20 a 24 años (003)",1849,1876,1800,236,95.9,12.6,
"De 25 a 29 años (004)",1481,2936,2802,179,95.4,6.1,
"De 30 a 34 años (005)",1364,4438,4145,154,93.4,3.5,
"De 35 a 39 años (006)",1358,6177,5664,152,91.7,2.5,
"De 40 a 44 años (007)",1146,6566,5973,68,91,1,
"De 45 a 49 años (008)",1007,6398,5590,21,87.4,0.3,
"De 50 y más años (009)",3500,23357,18424,,78.9,,
"Conviviente (010)",3982,13483,12354,542,91.6,4,
"De 12 a 14 años (011)",10,2,2,1,100,50,
"De 15 a 19 años (012)",292,239,234,75,97.9,31.4,
"De 20 a 24 años (013)",804,1261,1205,161,95.6,12.8,
"De 25 a 29 años (014)",748,1775,1697,110,95.6,6.2,
"De 30 a 34 años (015)",633,2220,2102,90,94.7,4.1,
"De 35 a 39 años (016)",564,2594,2377,74,91.6,2.9,
"De 40 a 44 años (017)",341,1873,1731,28,92.4,1.5,
"De 45 a 49 años (018)",227,1303,1158,3,88.9,0.2,
"De 50 y más años (019)",363,2216,1848,,83.4,,
"Separado(a) (020)",735,2306,2079,51,90.2,2.2,
"De 12 a 14 años (021)",3,1,1,1,100,100,
"De 15 a 19 años (022)",54,56,56,18,100,32.1,
"De 20 a 24 años (023)",112,149,145,15,97.3,10.1,
"De 25 a 29 años (024)",102,192,179,9,93.2,4.7,
"De 30 a 34 años (025)",86,193,180,4,93.3,2.1,
"De 35 a 39 años (026)",91,269,253,1,94.1,0.4,
"De 40 a 44 años (027)",69,307,284,2,92.5,0.7,
"De 45 a 49 años (028)",64,271,243,1,89.7,0.4,
"De 50 y más años (029)",154,868,738,,85,,
"Casado(a) (030)",4440,27059,23060,266,85.2,1,
"De 12 a 14 años (031)",3,1,1,,100,,
"De 15 a 19 años (032)",29,38,38,4,100,10.5,
"De 20 a 24 años (033)",148,278,267,35,96,12.6,
"De 25 a 29 años (034)",279,789,756,45,95.8,5.7,
"De 30 a 34 años (035)",446,1813,1666,57,91.9,3.1,
"De 35 a 39 años (036)",572,3000,2740,72,91.3,2.4,
