"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CANGALLO (000)",30041,8241,7766,5817,4927,3290
"Sin nivel (001)",5577,188,225,788,2112,2264
"Educación inicial (002)",436,398,18,20,,
"Primaria (003)",15092,6625,2559,2931,2082,895
"Secundaria (004)",7209,1030,4285,1359,453,82
"Superior no univ. incompleta (005)",448,,270,122,50,6
"Superior no univ. completa (006)",679,,221,353,89,16
"Superior univ. incompleta (007)",174,,101,46,25,2
"Superior univ. completa (008)",426,,87,198,116,25
"PEA (010)",9924,245,2987,3369,2427,896
"Sin nivel (011)",1436,5,66,286,628,451
"Educación inicial (012)",17,3,6,8,,
"Primaria (013)",4408,195,1053,1532,1238,390
"Secundaria (014)",2879,42,1520,952,326,39
"Superior no univ. incompleta (015)",217,,83,87,43,4
"Superior no univ. completa (016)",519,,154,289,74,2
"Superior univ. incompleta (017)",86,,32,37,17,
"Superior univ. completa (018)",362,,73,178,101,10
"Ocupada (020)",9509,238,2795,3235,2368,873
"Sin nivel (021)",1413,5,63,282,621,442
"Educación inicial (022)",17,3,6,8,,
"Primaria (023)",4231,189,994,1475,1197,376
"Secundaria (024)",2708,41,1414,898,316,39
"Superior no univ. incompleta (025)",211,,79,85,43,4
"Superior no univ. completa (026)",490,,138,276,74,2
"Superior univ. incompleta (027)",84,,31,36,17,
"Superior univ. completa (028)",355,,70,175,100,10
"Desocupada (030)",415,7,192,134,59,23
"Sin nivel (031)",23,,3,4,7,9
