"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CARABAYA (000)",24084,31,1015,288,285,1523,9645,1482,830,8504,55,426
"Agric., ganadería, caza y silvicultura (001)",16231,,6,23,1,,9630,,2,6569,,
"Pesca (002)",16,,,,,,15,,,1,,
"Explotación de minas y canteras (003)",1555,,32,25,1,4,,1077,31,385,,
"Industrias manufactureras (004)",287,,5,9,1,,,251,15,6,,
"Suministro de electricidad, gas y agua (005)",45,1,5,8,4,,,21,3,3,,
"Construcción (006)",1105,,16,10,11,,,41,366,661,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1640,,1,19,2,1255,,74,5,284,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",71,,,6,,11,,48,3,3,,
"Comercio al por mayor (009)",67,,,1,,66,,,,,,
"Comercio al por menor (010)",1502,,1,12,2,1178,,26,2,281,,
"Hoteles y restaurantes (011)",349,,1,15,2,210,,,,121,,
"Trans., almac. y comunicaciones (012)",445,1,1,13,8,,,2,362,58,,
"Intermediación financiera (013)",5,,,1,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",175,,57,22,16,22,,6,14,38,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",474,26,28,23,166,7,,5,24,140,55,
"Enseñanza (016)",850,3,783,7,40,,,,,17,,
"Servicios sociales y de salud (017)",192,,74,81,17,9,,3,3,5,,
"Otras activ. serv.comun.soc y personales (018)",134,,6,30,3,16,,2,5,72,,
"Hogares privados con servicio doméstico (019)",143,,,,,,,,,143,,
"Actividad economica no especificada (021)",438,,,2,10,,,,,,,426
"Hombres (022)",15147,24,640,201,195,540,7429,1361,813,3686,55,203
"Agric., ganadería, caza y silvicultura (023)",9721,,5,21,,,7417,,2,2276,,
"Pesca (024)",13,,,,,,12,,,1,,
"Explotación de minas y canteras (025)",1498,,30,23,1,,,1040,31,373,,
"Industrias manufactureras (026)",201,,5,8,1,,,169,13,5,,
"Suministro de electricidad, gas y agua (027)",41,,4,8,3,,,21,3,2,,
"Construcción (028)",1051,,15,10,11,,,40,357,618,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",659,,1,15,2,439,,74,5,123,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",62,,,6,,3,,48,3,2,,
"Comercio al por mayor (031)",27,,,1,,26,,,,,,
"Comercio al por menor (032)",570,,1,8,2,410,,26,2,121,,
"Hoteles y restaurantes (033)",95,,,7,1,63,,,,24,,
"Trans., almac. y comunicaciones (034)",420,1,,8,6,,,1,358,46,,
"Intermediación financiera (035)",5,,,1,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",145,,47,18,10,21,,6,13,30,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",383,21,24,17,113,7,,5,24,117,55,
"Enseñanza (038)",515,2,470,6,24,,,,,13,,
"Servicios sociales y de salud (039)",96,,35,35,13,5,,3,3,2,,
"Otras activ. serv.comun.soc y personales (040)",65,,4,22,2,5,,2,4,26,,
"Hogares privados con servicio doméstico (041)",29,,,,,,,,,29,,
"Actividad economica no especificada (043)",210,,,2,5,,,,,,,203
"Mujeres (044)",8937,7,375,87,90,983,2216,121,17,4818,,223
"Agric., ganadería, caza y silvicultura (045)",6510,,1,2,1,,2213,,,4293,,
"Pesca (046)",3,,,,,,3,,,,,
"Explotación de minas y canteras (047)",57,,2,2,,4,,37,,12,,
