"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SANDIA (000)",956,13,559,253,110,21
"Conviviente (001)",324,,154,144,22,4
"Separado(a) (002)",15,,5,5,5,
"Casado(a) (003)",136,,14,51,62,9
"Viudo(a) (004)",16,,,1,8,7
"Divorciado(a) (005)",4,,1,3,,
"Soltero(a) (006)",461,13,385,49,13,1
"Hombres (008)",767,7,419,224,98,19
"Conviviente (009)",280,,125,129,22,4
"Separado(a) (010)",10,,3,4,3,
"Casado(a) (011)",122,,10,47,56,9
"Viudo(a) (012)",12,,,1,5,6
"Divorciado(a) (013)",2,,,2,,
"Soltero(a) (014)",341,7,281,41,12,
"Mujeres (016)",189,6,140,29,12,2
"Conviviente (017)",44,,29,15,,
"Separado(a) (018)",5,,2,1,2,
"Casado(a) (019)",14,,4,4,6,
"Viudo(a) (020)",4,,,,3,1
"Divorciado(a) (021)",2,,1,1,,
"Soltero(a) (022)",120,6,104,8,1,1
,,,,,,
"AREA URBANA (024)",366,3,205,105,46,7
"Conviviente (025)",118,,55,55,7,1
"Separado(a) (026)",8,,1,3,4,
"Casado(a) (027)",56,,4,25,25,2
"Viudo(a) (028)",5,,,,2,3
"Divorciado(a) (029)",1,,,1,,
"Soltero(a) (030)",178,3,145,21,8,1
"Hombres (032)",272,1,142,86,37,6
"Conviviente (033)",99,,44,47,7,1
"Separado(a) (034)",4,,,2,2,
"Casado(a) (035)",45,,2,21,20,2
"Viudo(a) (036)",4,,,,1,3
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",119,1,96,15,7,
"Mujeres (040)",94,2,63,19,9,1
"Conviviente (041)",19,,11,8,,
"Separado(a) (042)",4,,1,1,2,
"Casado(a) (043)",11,,2,4,5,
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",59,2,49,6,1,1
,,,,,,
"AREA RURAL (048)",590,10,354,148,64,14
"Conviviente (049)",206,,99,89,15,3
"Separado(a) (050)",7,,4,2,1,
"Casado(a) (051)",80,,10,26,37,7
"Viudo(a) (052)",11,,,1,6,4
"Divorciado(a) (053)",3,,1,2,,
"Soltero(a) (054)",283,10,240,28,5,
"Hombres (056)",495,6,277,138,61,13
"Conviviente (057)",181,,81,82,15,3
"Separado(a) (058)",6,,3,2,1,
"Casado(a) (059)",77,,8,26,36,7
"Viudo(a) (060)",8,,,1,4,3
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",222,6,185,26,5,
"Mujeres (064)",95,4,77,10,3,1
"Conviviente (065)",25,,18,7,,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",3,,2,,1,
"Viudo(a) (068)",3,,,,2,1
"Divorciado(a) (069)",2,,1,1,,
"Soltero(a) (070)",61,4,55,2,,
