"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TAYACAJA (000)",25724,107,417,1134,2336,5004,10463,6263
"De 12 a 14 años (001)",62,,,,,,2,60
"De 15 a 19 años (002)",820,,,,,,520,300
"De 20 a 24 años (003)",2981,,,,,10,1842,1129
"De 25 a 29 años (004)",3265,,,,,119,2244,902
"De 30 a 34 años (005)",3006,,,,1,440,1987,578
"De 35 a 39 años (006)",2959,,,,18,779,1703,459
"De 40 a 44 años (007)",2612,,,,92,913,1256,351
"De 45 a 49 años (008)",2258,,,10,192,1017,724,315
"De 50 y más años (009)",7761,107,417,1124,2033,1726,185,2169
"Sin nivel (010)",8844,93,334,887,1516,1925,1823,2266
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",34,,,,,,25,9
"De 20 a 24 años (013)",154,,,,,,83,71
"De 25 a 29 años (014)",265,,,,,11,197,57
"De 30 a 34 años (015)",425,,,,1,52,290,82
"De 35 a 39 años (016)",618,,,,3,141,363,111
"De 40 a 44 años (017)",803,,,,25,233,415,130
"De 45 a 49 años (018)",955,,,6,68,413,329,139
"De 50 y más años (019)",5589,93,334,881,1419,1075,121,1666
"Educacion Inicial (020)",54,,,,,8,32,14
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",18,,,,,,9,9
"De 25 a 29 años (024)",11,,,,,1,8,2
"De 30 a 34 años (025)",8,,,,,1,6,1
"De 35 a 39 años (026)",14,,,,,6,8,
"Primaria (030)",11503,9,71,199,653,2347,5950,2274
"De 12 a 14 años (031)",36,,,,,,2,34
"De 15 a 19 años (032)",441,,,,,,294,147
"De 20 a 24 años (033)",1503,,,,,5,990,508
"De 25 a 29 años (034)",1819,,,,,61,1330,428
"De 30 a 34 años (035)",1784,,,,,269,1225,290
"De 35 a 39 años (036)",1662,,,,11,432,1019,200
"De 40 a 44 años (037)",1385,,,,43,505,693,144
"De 45 a 49 años (038)",1036,,,2,74,500,339,121
"De 50 y más años (039)",1837,9,71,197,525,575,58,402
"Secundaria (040)",4141,4,6,33,117,514,2183,1284
"De 12 a 14 años (041)",24,,,,,,,24
"De 15 a 19 años (042)",330,,,,,,194,136
"De 20 a 24 años (043)",1123,,,,,5,685,433
"De 25 a 29 años (044)",954,,,,,33,611,310
"De 30 a 34 años (045)",563,,,,,95,338,130
"De 35 a 39 años (046)",456,,,,4,143,213,96
"De 40 a 44 años (047)",264,,,,17,105,93,49
"De 45 a 49 años (048)",184,,,1,31,76,45,31
"De 50 y más años (049)",243,4,6,32,65,57,4,75
