"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MANU (000)",10166,7090,1648,1144,284
"Hombres (001)",7279,4777,1342,944,216
"Mujeres (002)",2887,2313,306,200,68
"De 06 a 14 años (003)",145,128,8,9,
"Hombres (004)",89,74,7,8,
"Mujeres (005)",56,54,1,1,
"De 15 a 29 años (006)",4763,3141,917,595,110
"Hombres (007)",3249,1962,727,485,75
"Mujeres (008)",1514,1179,190,110,35
"De 30 a 44 años (009)",3593,2526,549,391,127
"Hombres (010)",2615,1734,460,323,98
"Mujeres (011)",978,792,89,68,29
"De 45 a 64 años (012)",1481,1127,166,141,47
"Hombres (013)",1173,868,142,120,43
"Mujeres (014)",308,259,24,21,4
"De 65 y más años (015)",184,168,8,8,
"Hombres (016)",153,139,6,8,
"Mujeres (017)",31,29,2,,
,,,,,
"URBANA (018)",3217,2562,262,242,151
"Hombres (019)",1984,1527,156,185,116
"Mujeres (020)",1233,1035,106,57,35
"De 06 a 14 años (021)",78,69,3,6,
"Hombres (022)",49,42,2,5,
"Mujeres (023)",29,27,1,1,
"De 15 a 29 años (024)",1315,1022,135,110,48
"Hombres (025)",737,553,68,84,32
"Mujeres (026)",578,469,67,26,16
"De 30 a 44 años (027)",1253,998,81,100,74
"Hombres (028)",770,587,54,72,57
"Mujeres (029)",483,411,27,28,17
"De 45 a 64 años (030)",511,419,39,24,29
"Hombres (031)",379,301,29,22,27
"Mujeres (032)",132,118,10,2,2
"De 65 y más años (033)",60,54,4,2,
"Hombres (034)",49,44,3,2,
"Mujeres (035)",11,10,1,,
,,,,,
"RURAL (036)",6949,4528,1386,902,133
"Hombres (037)",5295,3250,1186,759,100
"Mujeres (038)",1654,1278,200,143,33
"De 06 a 14 años (039)",67,59,5,3,
"Hombres (040)",40,32,5,3,
"Mujeres (041)",27,27,,,
"De 15 a 29 años (042)",3448,2119,782,485,62
"Hombres (043)",2512,1409,659,401,43
"Mujeres (044)",936,710,123,84,19
"De 30 a 44 años (045)",2340,1528,468,291,53
"Hombres (046)",1845,1147,406,251,41
"Mujeres (047)",495,381,62,40,12
"De 45 a 64 años (048)",970,708,127,117,18
"Hombres (049)",794,567,113,98,16
"Mujeres (050)",176,141,14,19,2
"De 65 y más años (051)",124,114,4,6,
"Hombres (052)",104,95,3,6,
"Mujeres (053)",20,19,1,,
