"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHINCHA (000)",75531,172184,162326,,3583,94.3,2.1
"De 12 a 14 años (001)",5920,18,16,,3,88.9,16.7
"De 15 a 19 años (002)",9286,1401,1388,415,99.1,29.6,
"De 20 a 24 años (003)",9163,6536,6454,922,98.7,14.1,
"De 25 a 29 años (004)",8233,11553,11384,885,98.5,7.7,
"De 30 a 34 años (005)",7899,16271,15980,740,98.2,4.5,
"De 35 a 39 años (006)",6951,18427,17887,457,97.1,2.5,
"De 40 a 44 años (007)",5966,18203,17551,145,96.4,0.8,
"De 45 a 49 años (008)",4940,17432,16697,16,95.8,0.1,
"De 50 y más años (009)",17173,82343,74969,,91,,
"Sin nivel (010)",2682,14174,12336,26,87,0.2,
"De 12 a 14 años (011)",33,,,,,,
"De 15 a 19 años (012)",51,15,15,5,100,33.3,
"De 20 a 24 años (013)",57,27,25,3,92.6,11.1,
"De 25 a 29 años (014)",53,54,52,3,96.3,5.6,
"De 30 a 34 años (015)",101,224,213,8,95.1,3.6,
"De 35 a 39 años (016)",105,285,270,7,94.7,2.5,
"De 40 a 44 años (017)",120,443,413,,93.2,,
"De 45 a 49 años (018)",137,576,546,,94.8,,
"De 50 y más años (019)",2025,12550,10802,,86.1,,
"Educacion Inicial (020)",85,82,78,2,95.1,2.4,
"De 12 a 14 años (021)",15,,,,,,
"De 15 a 19 años (022)",19,6,6,1,100,16.7,
"De 20 a 24 años (023)",19,10,10,,100,,
"De 25 a 29 años (024)",17,22,22,1,100,4.5,
"De 30 a 34 años (025)",10,23,22,,95.7,,
"De 35 a 39 años (026)",5,21,18,,85.7,,
"Primaria (030)",19466,73573,68097,528,92.6,0.7,
"De 12 a 14 años (031)",1916,2,2,1,100,50,
"De 15 a 19 años (032)",637,218,213,50,97.7,22.9,
"De 20 a 24 años (033)",740,886,874,104,98.6,11.7,
"De 25 a 29 años (034)",863,1786,1752,119,98.1,6.7,
"De 30 a 34 años (035)",1160,3133,3062,111,97.7,3.5,
"De 35 a 39 años (036)",1423,4715,4514,91,95.7,1.9,
"De 40 a 44 años (037)",1594,6010,5721,47,95.2,0.8,
"De 45 a 49 años (038)",1759,7365,6998,5,95,0.1,
"De 50 y más años (039)",9374,49458,44961,,90.9,,
