"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MOYOBAMBA (000)",28218,127,444,1155,2421,5750,11611,6710
"De 12 a 14 años (001)",91,,,,,,11,80
"De 15 a 19 años (002)",1531,,,,,,928,603
"De 20 a 24 años (003)",3789,,,,,15,2454,1320
"De 25 a 29 años (004)",4270,,,,,268,2871,1131
"De 30 a 34 años (005)",3922,,,,,737,2388,797
"De 35 a 39 años (006)",3460,,,,47,1151,1680,582
"De 40 a 44 años (007)",2853,,,,167,1344,878,464
"De 45 a 49 años (008)",2198,,,12,415,1118,330,323
"De 50 y más años (009)",6104,127,444,1143,1792,1117,71,1410
"Sin nivel (010)",3823,38,146,325,641,848,919,906
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",71,,,,,,43,28
"De 20 a 24 años (013)",150,,,,,,103,47
"De 25 a 29 años (014)",204,,,,,10,158,36
"De 30 a 34 años (015)",265,,,,,42,174,49
"De 35 a 39 años (016)",330,,,,3,90,187,50
"De 40 a 44 años (017)",357,,,,15,142,137,63
"De 45 a 49 años (018)",369,,,1,37,184,88,59
"De 50 y más años (019)",2075,38,146,324,586,380,29,572
"Educacion Inicial (020)",67,,,,,4,46,17
"De 15 a 19 años (022)",4,,,,,,2,2
"De 20 a 24 años (023)",15,,,,,,10,5
"De 25 a 29 años (024)",26,,,,,,19,7
"De 30 a 34 años (025)",13,,,,,1,10,2
"De 35 a 39 años (026)",9,,,,,3,5,1
"Primaria (030)",14477,78,244,640,1214,3044,6340,2917
"De 12 a 14 años (031)",52,,,,,,8,44
"De 15 a 19 años (032)",801,,,,,,512,289
"De 20 a 24 años (033)",1896,,,,,8,1308,580
"De 25 a 29 años (034)",2224,,,,,144,1645,435
"De 30 a 34 años (035)",1916,,,,,375,1227,314
"De 35 a 39 años (036)",1781,,,,24,607,904,246
"De 40 a 44 años (037)",1510,,,,78,711,504,217
"De 45 a 49 años (038)",1175,,,6,217,610,195,147
"De 50 y más años (039)",3122,78,244,634,895,589,37,645
"Secundaria (040)",6315,7,33,129,360,1147,2978,1661
"De 12 a 14 años (041)",37,,,,,,3,34
"De 15 a 19 años (042)",620,,,,,,357,263
"De 20 a 24 años (043)",1322,,,,,7,863,452
"De 25 a 29 años (044)",1161,,,,,84,741,336
"De 30 a 34 años (045)",1000,,,,,231,574,195
"De 35 a 39 años (046)",728,,,,14,278,296,140
"De 40 a 44 años (047)",514,,,,44,277,116,77
"De 45 a 49 años (048)",378,,,3,103,184,24,64
"De 50 y más años (049)",555,7,33,126,199,86,4,100
