"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MAYNAS (000)",177995,170636,53542,25618,24090,19021,23258,12393,6972,5742,7359,437370
"De 12 a 14 años (001)",18022,17838,17686,139,13,,,,,,184,165
"De 15 a 19 años (002)",28542,27749,22257,4479,864,126,23,,,,793,6677
"De 20 a 24 años (003)",24357,21798,7524,7760,4511,1522,433,48,,,2559,23459
"De 25 a 29 años (004)",20213,18376,2594,5212,5180,3139,2017,204,30,,1837,35160
"De 30 a 34 años (005)",16940,16223,1151,2871,4153,3477,3450,914,171,36,717,44208
"De 35 a 39 años (006)",15021,14682,635,1607,3105,2992,3959,1664,568,152,339,51239
"De 40 a 44 años (007)",13435,13210,486,1091,2075,2636,3776,1964,824,358,225,53233
"De 45 a 49 años (008)",10946,10786,313,775,1505,1798,2897,1884,1003,611,160,49451
"De 50 y más años (009)",30519,29974,896,1684,2684,3331,6703,5715,4376,4585,545,173778
"Conviviente (010)",64221,62201,3983,13326,12995,9573,11512,5857,2853,2102,2020,204503
"De 12 a 14 años (011)",337,180,115,57,8,,,,,,157,73
"De 15 a 19 años (012)",5549,4865,1206,2869,700,78,12,,,,684,4551
"De 20 a 24 años (013)",11689,11190,1167,4834,3540,1254,358,37,,,499,17406
"De 25 a 29 años (014)",11524,11249,609,2856,3611,2432,1564,155,22,,275,25243
"De 30 a 34 años (015)",9475,9350,283,1245,2287,2224,2496,668,121,26,125,28883
"De 35 a 39 años (016)",7693,7606,155,594,1317,1458,2473,1134,380,95,87,29984
"De 40 a 44 años (017)",5958,5892,135,301,649,1022,1876,1175,514,220,66,27324
"De 45 a 49 años (018)",4354,4323,78,227,381,525,1208,1008,544,352,31,23039
"De 50 y más años (019)",7642,7546,235,343,502,580,1525,1680,1272,1409,96,48000
