"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",103,4,17,35,29,18
"Educación inicial (032)",1,,1,,,
"Primaria (033)",432,12,156,159,83,22
"Secundaria (034)",536,10,379,113,32,2
"Superior no univ. incompleta (035)",61,,41,14,5,1
"Superior no univ. completa (036)",119,,71,44,4,
"Superior univ. incompleta (037)",35,,25,7,3,
"Superior univ. completa (038)",58,,32,20,6,
"No PEA (040)",49983,22991,13090,5763,4670,3469
"Sin nivel (041)",7870,679,453,1784,2570,2384
"Educación inicial (042)",1253,1214,18,21,,
"Primaria (043)",26403,17995,3406,2688,1502,812
"Secundaria (044)",12190,3103,7662,897,373,155
"Superior no univ. incompleta (045)",802,,662,82,41,17
"Superior no univ. completa (046)",495,,228,139,76,52
"Superior univ. incompleta (047)",640,,545,50,33,12
"Superior univ. completa (048)",330,,116,102,75,37
,,,,,,
"URBANA (060)",37073,10928,11617,7419,5057,2052
"Sin nivel (061)",3370,171,172,841,1237,949
"Educación inicial (062)",576,542,20,14,,
"Primaria (063)",14863,8098,1696,2474,1895,700
"Secundaria (064)",12357,2117,7044,1964,1014,218
"Superior no univ. incompleta (065)",1357,,859,323,148,27
"Superior no univ. completa (066)",2031,,732,929,298,72
"Superior univ. incompleta (067)",1038,,693,200,125,20
"Superior univ. completa (068)",1481,,401,674,340,66
"PEA (070)",14433,428,4972,5115,3256,662
"Sin nivel (071)",1284,6,82,401,581,214
"Educación inicial (072)",22,3,13,6,,
"Primaria (073)",4150,284,844,1506,1230,286
"Secundaria (074)",5049,135,2678,1400,743,93
"Superior no univ. incompleta (075)",699,,322,254,111,12
"Superior no univ. completa (076)",1595,,538,810,227,20
"Superior univ. incompleta (077)",464,,203,159,94,8
"Superior univ. completa (078)",1170,,292,579,270,29
"Ocupada (080)",13623,416,4538,4864,3159,646
"Sin nivel (081)",1229,4,74,381,565,205
"Educación inicial (082)",21,3,12,6,,
"Primaria (083)",3958,279,788,1421,1190,280
"Secundaria (084)",4726,130,2460,1328,716,92
"Superior no univ. incompleta (085)",650,,285,245,108,12
"Superior no univ. completa (086)",1490,,476,771,223,20
"Superior univ. incompleta (087)",432,,179,152,93,8
"Superior univ. completa (088)",1117,,264,560,264,29
"Desocupada (090)",810,12,434,251,97,16
"Sin nivel (091)",55,2,8,20,16,9
"Educación inicial (092)",1,,1,,,
"Primaria (093)",192,5,56,85,40,6
"Secundaria (094)",323,5,218,72,27,1
"Superior no univ. incompleta (095)",49,,37,9,3,
"Superior no univ. completa (096)",105,,62,39,4,
"Superior univ. incompleta (097)",32,,24,7,1,
"Superior univ. completa (098)",53,,28,19,6,
"No PEA (100)",22640,10500,6645,2304,1801,1390
"Sin nivel (101)",2086,165,90,440,656,735
"Educación inicial (102)",554,539,7,8,,
"Primaria (103)",10713,7814,852,968,665,414
"Secundaria (104)",7308,1982,4366,564,271,125
"Superior no univ. incompleta (105)",658,,537,69,37,15
"Superior no univ. completa (106)",436,,194,119,71,52
"Superior univ. incompleta (107)",574,,490,41,31,12
"Superior univ. completa (108)",311,,109,95,70,37
,,,,,,
"RURAL (120)",42160,12755,12190,8144,6030,3041
"Sin nivel (121)",8323,537,535,2064,3029,2158
"Educación inicial (122)",710,676,15,19,,
"Primaria (123)",22894,10383,4866,4350,2492,803
"Secundaria (124)",9330,1159,6250,1408,443,70
"Superior no univ. incompleta (125)",311,,220,70,15,6
"Superior no univ. completa (126)",313,,156,138,18,1
"Superior univ. incompleta (127)",123,,83,29,9,2
"Superior univ. completa (128)",156,,65,66,24,1
"PEA (130)",14817,264,5745,4685,3161,962
"Sin nivel (131)",2539,23,172,720,1115,509
"Educación inicial (132)",11,1,4,6,,
"Primaria (133)",7204,202,2312,2630,1655,405
"Secundaria (134)",4448,38,2954,1075,341,40
"Superior no univ. incompleta (135)",167,,95,57,11,4
"Superior no univ. completa (136)",254,,122,118,13,1
"Superior univ. incompleta (137)",57,,28,20,7,2
"Superior univ. completa (138)",137,,58,59,19,1
"Ocupada (140)",14282,250,5457,4544,3096,935
"Sin nivel (141)",2491,21,163,705,1102,500
"Educación inicial (142)",11,1,4,6,,
"Primaria (143)",6964,195,2212,2556,1612,389
"Secundaria (144)",4235,33,2793,1034,336,39
"Superior no univ. incompleta (145)",155,,91,52,9,3
"Superior no univ. completa (146)",240,,113,113,13,1
"Superior univ. incompleta (147)",54,,27,20,5,2
"Superior univ. completa (148)",132,,54,58,19,1
"Desocupada (150)",535,14,288,141,65,27
"Sin nivel (151)",48,2,9,15,13,9
"Primaria (153)",240,7,100,74,43,16
"Secundaria (154)",213,5,161,41,5,1
"Superior no univ. incompleta (155)",12,,4,5,2,1
"Superior no univ. completa (156)",14,,9,5,,
"Superior univ. incompleta (157)",3,,1,,2,
"Superior univ. completa (158)",5,,4,1,,
"No PEA (160)",27343,12491,6445,3459,2869,2079
"Sin nivel (161)",5784,514,363,1344,1914,1649
"Educación inicial (162)",699,675,11,13,,
"Primaria (163)",15690,10181,2554,1720,837,398
"Secundaria (164)",4882,1121,3296,333,102,30
"Superior no univ. incompleta (165)",144,,125,13,4,2
"Superior no univ. completa (166)",59,,34,20,5,
"Superior univ. incompleta (167)",66,,55,9,2,
"Superior univ. completa (168)",19,,7,7,5,
