"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia BOLIVAR (000)",15368,1053,2278,2448,1617,2055,1925,3027,965
"Sin nivel (001)",3229,1053,407,59,73,174,321,711,431
"Educación inicial (002)",498,,473,12,9,3,1,,
"Primaria (003)",7881,,1398,1930,593,1036,909,1571,444
"Secundaria (004)",2644,,,447,902,546,328,375,46
"Superior no univ. incompleto (005)",220,,,,38,93,45,41,3
"Superior no univ. completo (006)",485,,,,,131,182,155,17
"Superior univ. incompleto (007)",92,,,,2,25,33,31,1
"Superior univ. completo (008)",319,,,,,47,106,143,23
"Hombres (010)",7959,558,1162,1279,872,1045,969,1593,481
"Sin nivel (011)",1370,558,198,34,45,64,109,231,131
"Educación inicial (012)",259,,244,8,5,1,1,,
"Primaria (013)",4170,,720,1007,304,521,455,877,286
"Secundaria (014)",1537,,,230,504,312,210,250,31
"Superior no univ. incompleto (015)",111,,,,14,42,25,27,3
"Superior no univ. completo (016)",261,,,,,70,92,87,12
"Superior univ. incompleto (017)",43,,,,,12,12,18,1
"Superior univ. completo (018)",208,,,,,23,65,103,17
"Mujeres (020)",7409,495,1116,1169,745,1010,956,1434,484
"Sin nivel (021)",1859,495,209,25,28,110,212,480,300
"Educación inicial (022)",239,,229,4,4,2,,,
"Primaria (023)",3711,,678,923,289,515,454,694,158
"Secundaria (024)",1107,,,217,398,234,118,125,15
"Superior no univ. incompleto (025)",109,,,,24,51,20,14,
"Superior no univ. completo (026)",224,,,,,61,90,68,5
"Superior univ. incompleto (027)",49,,,,2,13,21,13,
"Superior univ. completo (028)",111,,,,,24,41,40,6
,,,,,,,,,
"URBANA (030)",5411,297,690,830,616,655,714,1243,366
"Sin nivel (031)",689,297,43,8,8,26,51,145,111
"Educación inicial (032)",212,,201,6,4,1,,,
"Primaria (033)",2346,,446,577,144,212,214,561,192
"Secundaria (034)",1371,,,239,434,235,181,247,35
"Superior no univ. incompleto (035)",150,,,,25,58,34,31,2
"Superior no univ. completo (036)",339,,,,,67,139,122,11
"Superior univ. incompleto (037)",61,,,,1,15,19,26,
"Superior univ. completo (038)",243,,,,,41,76,111,15
"Hombres (040)",2728,159,351,401,327,317,354,646,173
"Sin nivel (041)",260,159,16,8,4,7,11,27,28
"Educación inicial (042)",105,,98,5,1,1,,,
"Primaria (043)",1164,,237,278,78,92,99,276,104
"Secundaria (044)",773,,,110,235,124,112,169,23
"Superior no univ. incompleto (045)",75,,,,9,29,15,20,2
"Superior no univ. completo (046)",178,,,,,37,69,65,7
"Superior univ. incompleto (047)",26,,,,,7,5,14,
"Superior univ. completo (048)",147,,,,,20,43,75,9
"Mujeres (050)",2683,138,339,429,289,338,360,597,193
"Sin nivel (051)",429,138,27,,4,19,40,118,83
"Educación inicial (052)",107,,103,1,3,,,,
"Primaria (053)",1182,,209,299,66,120,115,285,88
"Secundaria (054)",598,,,129,199,111,69,78,12
"Superior no univ. incompleto (055)",75,,,,16,29,19,11,
"Superior no univ. completo (056)",161,,,,,30,70,57,4
"Superior univ. incompleto (057)",35,,,,1,8,14,12,
"Superior univ. completo (058)",96,,,,,21,33,36,6
,,,,,,,,,
"RURAL (060)",9957,756,1588,1618,1001,1400,1211,1784,599
"Sin nivel (061)",2540,756,364,51,65,148,270,566,320
"Educación inicial (062)",286,,272,6,5,2,1,,
"Primaria (063)",5535,,952,1353,449,824,695,1010,252
"Secundaria (064)",1273,,,208,468,311,147,128,11
"Superior no univ. incompleto (065)",70,,,,13,35,11,10,1
"Superior no univ. completo (066)",146,,,,,64,43,33,6
"Superior univ. incompleto (067)",31,,,,1,10,14,5,1
"Superior univ. completo (068)",76,,,,,6,30,32,8
"Hombres (070)",5231,399,811,878,545,728,615,947,308
"Sin nivel (071)",1110,399,182,26,41,57,98,204,103
"Educación inicial (072)",154,,146,3,4,,1,,
"Primaria (073)",3006,,483,729,226,429,356,601,182
"Secundaria (074)",764,,,120,269,188,98,81,8
"Superior no univ. incompleto (075)",36,,,,5,13,10,7,1
"Superior no univ. completo (076)",83,,,,,33,23,22,5
"Superior univ. incompleto (077)",17,,,,,5,7,4,1
"Superior univ. completo (078)",61,,,,,3,22,28,8
"Mujeres (080)",4726,357,777,740,456,672,596,837,291
"Sin nivel (081)",1430,357,182,25,24,91,172,362,217
"Educación inicial (082)",132,,126,3,1,2,,,
"Primaria (083)",2529,,469,624,223,395,339,409,70
"Secundaria (084)",509,,,88,199,123,49,47,3
"Superior no univ. incompleto (085)",34,,,,8,22,1,3,
"Superior no univ. completo (086)",63,,,,,31,20,11,1
"Superior univ. incompleto (087)",14,,,,1,5,7,1,
"Superior univ. completo (088)",15,,,,,3,8,4,
