"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",17,6,3,4,3,1
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",198,37,69,44,36,12
"Secundaria (034)",263,2,180,63,14,4
"Superior no univ. incompleta (035)",24,,20,3,1,
"Superior no univ. completa (036)",32,,18,10,4,
"Superior univ. incompleta (037)",16,,13,1,2,
"Superior univ. completa (038)",38,,18,13,6,1
"No PEA (040)",36951,17375,10181,4559,3133,1703
"Sin nivel (041)",3261,698,354,481,904,824
"Educación inicial (042)",825,787,22,16,,
"Primaria (043)",21117,13316,3161,2386,1576,678
"Secundaria (044)",9738,2574,5425,1191,436,112
"Superior no univ. incompleta (045)",684,,506,130,40,8
"Superior no univ. completa (046)",448,,184,190,56,18
"Superior univ. incompleta (047)",505,,405,64,27,9
"Superior univ. completa (048)",373,,124,101,94,54
,,,,,,
"URBANA (060)",27324,6333,8678,6786,4248,1279
"Sin nivel (061)",1038,89,82,154,393,320
"Educación inicial (062)",321,300,11,10,,
"Primaria (063)",9569,4434,1178,1678,1622,657
"Secundaria (064)",10520,1510,5032,2547,1262,169
"Superior no univ. incompleta (065)",1366,,801,403,149,13
"Superior no univ. completa (066)",1456,,530,679,213,34
"Superior univ. incompleta (067)",1027,,558,306,143,20
"Superior univ. completa (068)",2027,,486,1009,466,66
"PEA (070)",13524,252,4564,5140,3015,553
"Sin nivel (071)",381,3,26,78,184,90
"Educación inicial (072)",12,3,4,5,,
"Primaria (073)",3256,143,633,1109,1061,310
"Secundaria (074)",5484,103,2409,1911,971,90
"Superior no univ. incompleta (075)",890,,452,310,120,8
"Superior no univ. completa (076)",1137,,409,539,170,19
"Superior univ. incompleta (077)",634,,238,260,122,14
"Superior univ. completa (078)",1730,,393,928,387,22
"Ocupada (080)",13208,248,4391,5052,2972,545
"Sin nivel (081)",376,3,24,77,182,90
"Educación inicial (082)",10,3,3,4,,
"Primaria (083)",3183,140,608,1089,1042,304
"Secundaria (084)",5336,102,2314,1870,962,88
"Superior no univ. incompleta (085)",873,,438,308,119,8
"Superior no univ. completa (086)",1109,,395,529,166,19
"Superior univ. incompleta (087)",621,,228,259,120,14
"Superior univ. completa (088)",1700,,381,916,381,22
"Desocupada (090)",316,4,173,88,43,8
"Sin nivel (091)",5,,2,1,2,
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",73,3,25,20,19,6
"Secundaria (094)",148,1,95,41,9,2
"Superior no univ. incompleta (095)",17,,14,2,1,
"Superior no univ. completa (096)",28,,14,10,4,
"Superior univ. incompleta (097)",13,,10,1,2,
"Superior univ. completa (098)",30,,12,12,6,
"No PEA (100)",13800,6081,4114,1646,1233,726
"Sin nivel (101)",657,86,56,76,209,230
"Educación inicial (102)",309,297,7,5,,
"Primaria (103)",6313,4291,545,569,561,347
"Secundaria (104)",5036,1407,2623,636,291,79
"Superior no univ. incompleta (105)",476,,349,93,29,5
"Superior no univ. completa (106)",319,,121,140,43,15
"Superior univ. incompleta (107)",393,,320,46,21,6
"Superior univ. completa (108)",297,,93,81,79,44
,,,,,,
"RURAL (120)",42637,12178,13513,8891,5889,2166
"Sin nivel (121)",4749,771,626,866,1459,1027
"Educación inicial (122)",543,493,35,15,,
"Primaria (123)",25363,9642,6203,5105,3415,998
"Secundaria (124)",10078,1272,5784,2162,756,104
"Superior no univ. incompleta (125)",548,,328,160,52,8
"Superior no univ. completa (126)",488,,212,222,49,5
"Superior univ. incompleta (127)",310,,161,96,47,6
"Superior univ. completa (128)",558,,164,265,111,18
"PEA (130)",19486,884,7446,5978,3989,1189
"Sin nivel (131)",2145,159,328,461,764,433
"Educación inicial (132)",27,3,20,4,,
"Primaria (133)",10559,617,3587,3288,2400,667
"Secundaria (134)",5376,105,2982,1607,611,71
"Superior no univ. incompleta (135)",340,,171,123,41,5
"Superior no univ. completa (136)",359,,149,172,36,2
"Superior univ. incompleta (137)",198,,76,78,41,3
"Superior univ. completa (138)",482,,133,245,96,8
"Ocupada (140)",19212,843,7297,5927,3966,1179
"Sin nivel (141)",2133,153,327,458,763,432
"Educación inicial (142)",27,3,20,4,,
"Primaria (143)",10434,583,3543,3264,2383,661
"Secundaria (144)",5261,104,2897,1585,606,69
"Superior no univ. incompleta (145)",333,,165,122,41,5
"Superior no univ. completa (146)",355,,145,172,36,2
"Superior univ. incompleta (147)",195,,73,78,41,3
"Superior univ. completa (148)",474,,127,244,96,7
"Desocupada (150)",274,41,149,51,23,10
"Sin nivel (151)",12,6,1,3,1,1
"Primaria (153)",125,34,44,24,17,6
"Secundaria (154)",115,1,85,22,5,2
"Superior no univ. incompleta (155)",7,,6,1,,
"Superior no univ. completa (156)",4,,4,,,
"Superior univ. incompleta (157)",3,,3,,,
"Superior univ. completa (158)",8,,6,1,,1
"No PEA (160)",23151,11294,6067,2913,1900,977
"Sin nivel (161)",2604,612,298,405,695,594
"Educación inicial (162)",516,490,15,11,,
"Primaria (163)",14804,9025,2616,1817,1015,331
"Secundaria (164)",4702,1167,2802,555,145,33
"Superior no univ. incompleta (165)",208,,157,37,11,3
"Superior no univ. completa (166)",129,,63,50,13,3
"Superior univ. incompleta (167)",112,,85,18,6,3
"Superior univ. completa (168)",76,,31,20,15,10
