"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CORONGO (000)",3057,9657,8890,,111,92.1,1.1
"De 12 a 14 años (001)",311,1,1,,,100,
"De 15 a 19 años (002)",392,52,49,12,94.2,23.1,
"De 20 a 24 años (003)",258,232,231,31,99.6,13.4,
"De 25 a 29 años (004)",252,459,448,29,97.6,6.3,
"De 30 a 34 años (005)",250,675,659,20,97.6,3,
"De 35 a 39 años (006)",268,895,871,13,97.3,1.5,
"De 40 a 44 años (007)",228,1017,970,6,95.4,0.6,
"De 45 a 49 años (008)",197,983,934,,95,,
"De 50 y más años (009)",901,5343,4727,,88.5,,
"Conviviente (010)",867,3028,2886,73,95.3,2.4,
"De 12 a 14 años (011)",4,1,1,,100,,
"De 15 a 19 años (012)",50,26,24,7,92.3,26.9,
"De 20 a 24 años (013)",125,159,159,20,100,12.6,
"De 25 a 29 años (014)",145,312,305,18,97.8,5.8,
"De 30 a 34 años (015)",122,374,365,13,97.6,3.5,
"De 35 a 39 años (016)",128,472,460,11,97.5,2.3,
"De 40 a 44 años (017)",92,448,430,4,96,0.9,
"De 45 a 49 años (018)",59,346,329,,95.1,,
"De 50 y más años (019)",142,890,813,,91.3,,
"Separado(a) (020)",90,250,227,5,90.8,2,
"De 15 a 19 años (022)",5,5,5,2,100,40,
"De 20 a 24 años (023)",10,13,13,1,100,7.7,
"De 25 a 29 años (024)",13,18,18,1,100,5.6,
"De 30 a 34 años (025)",14,25,24,1,96,4,
"De 35 a 39 años (026)",11,25,25,,100,,
"De 40 a 44 años (027)",6,19,18,,94.7,,
"De 45 a 49 años (028)",6,26,25,,96.2,,
"De 50 y más años (029)",25,119,99,,83.2,,
"Casado(a) (030)",863,4594,4220,21,91.9,0.5,
"De 15 a 19 años (032)",7,11,10,2,90.9,18.2,
"De 20 a 24 años (033)",13,29,29,3,100,10.3,
"De 25 a 29 años (034)",39,95,91,7,95.8,7.4,
"De 30 a 34 años (035)",78,236,230,5,97.5,2.1,
"De 35 a 39 años (036)",89,331,322,2,97.3,0.6,
"De 40 a 44 años (037)",101,472,453,2,96,0.4,
"De 45 a 49 años (038)",100,510,482,,94.5,,
"De 50 y más años (039)",436,2910,2603,,89.5,,
"Viudo(a) (040)",263,1508,1293,2,85.7,0.1,
"De 15 a 19 años (042)",1,,,,,,
