"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PUERTO INCA (000)",31032,17013,14019,6169,3218,2951,24863,13795,11068
"Menores de 1 año (001)",804,398,406,145,75,70,659,323,336
"Menores de 1 mes (002)",58,34,24,9,5,4,49,29,20
"De 1 a 11 meses (003)",746,364,382,136,70,66,610,294,316
"De 1 a 4 años (004)",3401,1787,1614,535,285,250,2866,1502,1364
"1 año (005)",812,428,384,134,73,61,678,355,323
"2 años (006)",875,465,410,126,73,53,749,392,357
"3 años (007)",878,440,438,131,54,77,747,386,361
"4 años (008)",836,454,382,144,85,59,692,369,323
"De 5 a 9 años (009)",4084,2099,1985,690,360,330,3394,1739,1655
"5 años (010)",809,424,385,124,74,50,685,350,335
"6 años (011)",800,410,390,142,76,66,658,334,324
"7 años (012)",794,413,381,137,70,67,657,343,314
"8 años (013)",840,427,413,145,67,78,695,360,335
"9 años (014)",841,425,416,142,73,69,699,352,347
"De 10 a 14 años (015)",4230,2239,1991,916,446,470,3314,1793,1521
"10 años (016)",910,483,427,180,88,92,730,395,335
"11 años (017)",813,440,373,162,82,80,651,358,293
"12 años (018)",889,464,425,193,98,95,696,366,330
"13 años (019)",818,431,387,180,84,96,638,347,291
"14 años (020)",800,421,379,201,94,107,599,327,272
"De 15 a 19 años (021)",3086,1651,1435,661,335,326,2425,1316,1109
"15 años (022)",726,394,332,173,88,85,553,306,247
"16 años (023)",619,348,271,129,71,58,490,277,213
"17 años (024)",615,313,302,134,63,71,481,250,231
"18 años (025)",610,337,273,116,64,52,494,273,221
"19 años (026)",516,259,257,109,49,60,407,210,197
"De 20 a 24 años (027)",2693,1476,1217,494,267,227,2199,1209,990
"20 años (028)",632,354,278,122,75,47,510,279,231
"21 años (029)",441,226,215,83,37,46,358,189,169
"22 años (030)",592,334,258,95,50,45,497,284,213
"23 años (031)",498,269,229,92,46,46,406,223,183
"24 años (032)",530,293,237,102,59,43,428,234,194
"De 25 a 29 años (033)",2486,1375,1111,456,206,250,2030,1169,861
"25 años (034)",516,284,232,93,34,59,423,250,173
"26 años (035)",491,268,223,79,35,44,412,233,179
"27 años (036)",586,334,252,115,52,63,471,282,189
"28 años (037)",452,247,205,80,42,38,372,205,167
"29 años (038)",441,242,199,89,43,46,352,199,153
"De 30 a 34 años (039)",2098,1185,913,462,252,210,1636,933,703
"30 años (040)",587,359,228,113,63,50,474,296,178
"31 años (041)",300,158,142,76,43,33,224,115,109
"32 años (042)",476,265,211,97,53,44,379,212,167
"33 años (043)",375,203,172,88,46,42,287,157,130
"34 años (044)",360,200,160,88,47,41,272,153,119
"De 35 a 39 años (045)",1952,1075,877,442,210,232,1510,865,645
"35 años (046)",413,232,181,76,33,43,337,199,138
