"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AIJA (000)",2348,360,410,1003,8,365,35,167
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",14,14,,,,,,
"Profes., científicos e intelectuales (002)",180,171,,8,1,,,
"Técnicos de nivel medio y trab. asimilados (003)",30,17,,12,1,,,
"Jefes y empleados de oficina (004)",68,68,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",132,25,,98,,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",781,,,777,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",76,,42,27,,7,,
"Obreros construc.,conf.,papel, fab., instr. (008)",67,5,35,24,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",766,44,315,32,,340,35,
"Otra (010)",6,6,,,,,,
"Ocupaciñn no especificada (011)",61,10,18,25,,8,,
"Desocupado (012)",167,,,,,,,167
"Hombres (013)",1758,202,370,803,8,219,4,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",10,10,,,,,,
"Profes., científicos e intelectuales (015)",111,105,,5,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",21,10,,10,1,,,
"Jefes y empleados de oficina (017)",34,34,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",33,11,,22,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",703,,,699,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",70,,42,21,,7,,
"Obreros construc.,conf.,papel, fab., instr. (021)",67,5,35,24,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",529,18,283,14,,210,4,
"Otra (023)",6,6,,,,,,
"Ocupaciñn no especificada (024)",22,3,10,8,,1,,
"Desocupado (025)",152,,,,,,,152
"Mujeres (026)",590,158,40,200,,146,31,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",69,66,,3,,,,
"Técnicos de nivel medio y trab. asimilados (029)",9,7,,2,,,,
"Jefes y empleados de oficina (030)",34,34,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",99,14,,76,,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",78,,,78,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",6,,,6,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",237,26,32,18,,130,31,
"Ocupaciñn no especificada (037)",39,7,8,17,,7,,
"Desocupado (038)",15,,,,,,,15
,,,,,,,,
"URBANA (039)",835,263,142,297,2,62,22,47
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",13,13,,,,,,
"Profes., científicos e intelectuales (041)",125,123,,2,,,,
"Técnicos de nivel medio y trab. asimilados (042)",23,12,,11,,,,
"Jefes y empleados de oficina (043)",52,52,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",88,16,,66,,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",155,,,154,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",40,,17,18,,5,,
"Obreros construc.,conf.,papel, fab., instr. (047)",26,5,8,12,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",219,27,102,22,,46,22,
"Otra (049)",6,6,,,,,,
"Ocupaciñn no especificada (050)",41,9,15,12,,5,,
"Desocupado (051)",47,,,,,,,47
"Hombres (052)",560,147,124,206,2,41,2,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",9,9,,,,,,
"Profes., científicos e intelectuales (054)",77,75,,2,,,,
"Técnicos de nivel medio y trab. asimilados (055)",15,6,,9,,,,
"Jefes y empleados de oficina (056)",26,26,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",20,7,,13,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",150,,,149,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",34,,17,12,,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",26,5,8,12,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",146,10,91,8,,35,2,
"Otra (062)",6,6,,,,,,
"Ocupaciñn no especificada (063)",13,3,8,1,,1,,
"Desocupado (064)",38,,,,,,,38
"Mujeres (065)",275,116,18,91,,21,20,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",4,4,,,,,,
"Profes., científicos e intelectuales (067)",48,48,,,,,,
"Técnicos de nivel medio y trab. asimilados (068)",8,6,,2,,,,
"Jefes y empleados de oficina (069)",26,26,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",68,9,,53,,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",5,,,5,,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",6,,,6,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",73,17,11,14,,11,20,
"Ocupaciñn no especificada (076)",28,6,7,11,,4,,
"Desocupado (077)",9,,,,,,,9
,,,,,,,,
"RURAL (078)",1513,97,268,706,6,303,13,120
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,1,,,,,,
"Profes., científicos e intelectuales (080)",55,48,,6,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",7,5,,1,1,,,
"Jefes y empleados de oficina (082)",16,16,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",44,9,,32,,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",626,,,623,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",36,,25,9,,2,,
"Obreros construc.,conf.,papel, fab., instr. (086)",41,,27,12,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",547,17,213,10,,294,13,
"Ocupaciñn no especificada (089)",20,1,3,13,,3,,
"Desocupado (090)",120,,,,,,,120
"Hombres (091)",1198,55,246,597,6,178,2,114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",34,30,,3,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",6,4,,1,1,,,
"Jefes y empleados de oficina (095)",8,8,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",13,4,,9,,,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",553,,,550,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",36,,25,9,,2,,
"Obreros construc.,conf.,papel, fab., instr. (099)",41,,27,12,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (100)",383,8,192,6,,175,2,
"Ocupaciñn no especificada (102)",9,,2,7,,,,
"Desocupado (103)",114,,,,,,,114
"Mujeres (104)",315,42,22,109,,125,11,6
"Profes., científicos e intelectuales (106)",21,18,,3,,,,
