"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3092,3003,17,500,507,430,734,477,229,109,89,12224
"De 12 a 14 años (001)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (002)",63,58,1,48,9,,,,,,5,66
"De 20 a 24 años (003)",261,237,1,150,70,10,6,,,,24,346
"De 25 a 29 años (004)",297,280,3,103,90,55,28,1,,,17,573
"De 30 a 34 años (005)",282,266,,45,90,69,50,8,4,,16,734
"De 35 a 39 años (006)",308,301,1,32,61,77,95,29,6,,7,1040
"De 40 a 44 años (007)",317,314,2,30,43,55,99,61,15,9,3,1323
"De 45 a 49 años (008)",247,244,,15,21,28,88,49,32,11,3,1234
"De 50 y más años (009)",1312,1300,9,74,123,136,368,329,172,89,12,6905
"Conviviente (010)",892,878,3,212,228,148,165,80,31,11,14,2723
"De 12 a 14 años (011)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (012)",32,27,1,20,6,,,,,,5,32
"De 20 a 24 años (013)",147,145,,92,45,7,1,,,,2,207
"De 25 a 29 años (014)",168,168,1,55,62,36,14,,,,,347
"De 30 a 34 años (015)",143,141,,18,56,37,29,,1,,2,374
"De 35 a 39 años (016)",131,130,1,10,30,37,41,10,1,,1,432
"De 40 a 44 años (017)",89,89,,7,12,15,33,16,4,2,,374
"De 45 a 49 años (018)",60,60,,3,6,6,19,15,8,3,,313
"De 50 y más años (019)",119,117,,6,11,10,28,39,17,6,2,643
"Separado(a) (020)",149,146,2,29,16,26,42,19,11,1,3,553
"De 15 a 19 años (022)",4,4,,4,,,,,,,,4
"De 20 a 24 años (023)",7,7,,4,2,,1,,,,,13
"De 25 a 29 años (024)",7,7,1,4,1,1,,,,,,9
"De 30 a 34 años (025)",16,16,,1,3,8,3,1,,,,51
