"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",6180,125,1587,235,1,4221,11
"Otra (094)",20,20,,,,,
"Ocupación no especificada (095)",161,18,13,110,2,18,
"Mujeres (096)",17453,311,801,7114,51,9073,103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",9,9,,,,,
"Profes., científicos e intelectuales (098)",128,102,,25,1,,
"Técnicos de nivel medio y trab. asimilados (099)",39,22,,13,2,2,
"Jefes y empleados de oficina (100)",87,82,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",554,41,9,418,6,80,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",4196,,1,4159,32,4,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2233,,75,2007,9,142,
"Obreros construc.,conf., papel, fab., instr. (104)",133,1,6,99,,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",9808,45,702,228,,8730,103
"Ocupación no especificada (107)",266,9,8,165,1,83,
