"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YAULI (000)",12579,43,216,592,1296,2759,4559,3114
"De 12 a 14 años (001)",21,,,,,,,21
"De 15 a 19 años (002)",255,,,,,,159,96
"De 20 a 24 años (003)",1361,,,,,1,790,570
"De 25 a 29 años (004)",1683,,,,,91,1052,540
"De 30 a 34 años (005)",1769,,,,,305,1038,426
"De 35 a 39 años (006)",1709,,,,15,568,810,316
"De 40 a 44 años (007)",1545,,,,80,712,494,259
"De 45 a 49 años (008)",1207,,,7,228,584,183,205
"De 50 y más años (009)",3029,43,216,585,973,498,33,681
"Conviviente (010)",4057,1,7,25,110,643,2323,948
"De 12 a 14 años (011)",17,,,,,,,17
"De 15 a 19 años (012)",175,,,,,,112,63
"De 20 a 24 años (013)",813,,,,,,546,267
"De 25 a 29 años (014)",914,,,,,60,647,207
"De 30 a 34 años (015)",801,,,,,129,520,152
"De 35 a 39 años (016)",581,,,,3,162,308,108
"De 40 a 44 años (017)",346,,,,9,136,148,53
"De 45 a 49 años (018)",199,,,1,29,99,39,31
"De 50 y más años (019)",211,1,7,24,69,57,3,50
"Separado(a) (020)",731,2,9,23,83,215,221,178
"De 15 a 19 años (022)",13,,,,,,8,5
"De 20 a 24 años (023)",76,,,,,1,51,24
"De 25 a 29 años (024)",81,,,,,11,45,25
"De 30 a 34 años (025)",102,,,,,37,36,29
"De 35 a 39 años (026)",95,,,,3,38,38,16
"De 40 a 44 años (027)",123,,,,7,63,31,22
"De 45 a 49 años (028)",78,,,1,13,35,11,18
"De 50 y más años (029)",163,2,9,22,60,30,1,39
"Casado(a) (030)",5529,5,77,316,840,1641,1668,982
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",19,,,,,,9,10
"De 20 a 24 años (033)",160,,,,,,114,46
"De 25 a 29 años (034)",386,,,,,12,278,96
"De 30 a 34 años (035)",644,,,,,102,419,123
"De 35 a 39 años (036)",864,,,,6,319,419,120
"De 40 a 44 años (037)",934,,,,53,465,280,136
"De 45 a 49 años (038)",801,,,4,160,399,123,115
"De 50 y más años (039)",1720,5,77,312,621,344,26,335
"Viudo(a) (040)",955,30,109,200,195,114,65,242
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",2,,,,,,1,1
"De 25 a 29 años (044)",16,,,,,1,12,3
"De 30 a 34 años (045)",19,,,,,2,11,6
"De 35 a 39 años (046)",38,,,,,9,17,12
"De 40 a 44 años (047)",53,,,,2,23,18,10
"De 45 a 49 años (048)",52,,,,12,27,3,10
"De 50 y más años (049)",774,30,109,200,181,52,3,199
"Divorciado(a) (050)",63,,3,3,17,17,14,9
