"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MARAÑON (000)",6333,634,513,3732,117,1044,86,207
"Agric., ganadería, caza y silvicultura (001)",4792,3,356,3376,109,948,,
"Pesca (002)",1,,,1,,,,
"Industrias manufactureras (004)",55,,18,31,3,3,,
"Suministro de electricidad, gas y agua (005)",9,,9,,,,,
"Construcción (006)",83,3,63,15,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",171,7,3,138,1,22,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,1,3,,1,,
"Comercio al por mayor (009)",9,,1,7,,1,,
"Comercio al por menor (010)",157,7,1,128,1,20,,
"Hoteles y restaurantes (011)",38,7,4,24,3,,,
"Trans., almac. y comunicaciones (012)",37,3,8,26,,,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",31,26,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",117,96,21,,,,,
"Enseñanza (016)",409,390,,19,,,,
"Servicios sociales y de salud (017)",67,65,,1,,1,,
"Otras activ. serv.comun.soc y personales (018)",9,4,,5,,,,
"Hogares privados con servicio doméstico (019)",86,,,,,,86,
"Actividad economica no especificada (021)",219,28,30,92,1,68,,
"Desocupado (022)",207,,,,,,,207
"Hombres (023)",5423,402,471,3423,114,808,38,167
"Agric., ganadería, caza y silvicultura (024)",4386,3,333,3177,109,764,,
"Pesca (025)",1,,,1,,,,
"Industrias manufactureras (027)",51,,16,30,3,2,,
"Suministro de electricidad, gas y agua (028)",9,,9,,,,,
"Construcción (029)",83,3,63,15,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",108,5,3,93,1,6,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",4,,1,3,,,,
"Comercio al por mayor (032)",6,,1,5,,,,
"Comercio al por menor (033)",98,5,1,85,1,6,,
"Hoteles y restaurantes (034)",10,4,1,4,1,,,
"Trans., almac. y comunicaciones (035)",36,3,8,25,,,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",28,23,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",94,74,20,,,,,
"Enseñanza (039)",241,230,,11,,,,
"Servicios sociales y de salud (040)",36,34,,1,,1,,
"Otras activ. serv.comun.soc y personales (041)",6,3,,3,,,,
"Hogares privados con servicio doméstico (042)",38,,,,,,38,
"Actividad economica no especificada (044)",127,18,17,59,,33,,
"Desocupado (045)",167,,,,,,,167
"Mujeres (046)",910,232,42,309,3,236,48,40
"Agric., ganadería, caza y silvicultura (047)",406,,23,199,,184,,
"Industrias manufactureras (050)",4,,2,1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",63,2,,45,,16,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,
"Comercio al por mayor (055)",3,,,2,,1,,
"Comercio al por menor (056)",59,2,,43,,14,,
"Hoteles y restaurantes (057)",28,3,3,20,2,,,
"Trans., almac. y comunicaciones (058)",1,,,1,,,,
"Activid.inmobil., empres. y alquileres (060)",3,3,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",23,22,1,,,,,
"Enseñanza (062)",168,160,,8,,,,
"Servicios sociales y de salud (063)",31,31,,,,,,
"Otras activ. serv.comun.soc y personales (064)",3,1,,2,,,,
"Hogares privados con servicio doméstico (065)",48,,,,,,48,
"Actividad economica no especificada (067)",92,10,13,33,1,35,,
,,,,,,,,
"URBANA (068)",1237,439,91,489,6,142,35,35
"Agric., ganadería, caza y silvicultura (069)",463,3,28,314,3,115,,
"Industrias manufactureras (072)",23,,2,20,1,,,
"Suministro de electricidad, gas y agua (073)",9,,9,,,,,
"Construcción (074)",30,3,19,6,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",122,5,1,98,,18,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",2,,1,,,1,,
"Comercio al por mayor (077)",4,,,4,,,,
"Comercio al por menor (078)",116,5,,94,,17,,
"Hoteles y restaurantes (079)",22,6,,14,2,,,
"Trans., almac. y comunicaciones (080)",12,3,2,7,,,,
"Intermediación financiera (081)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (082)",28,23,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",102,85,17,,,,,
"Enseñanza (084)",264,253,,11,,,,
"Servicios sociales y de salud (085)",29,28,,1,,,,
"Otras activ. serv.comun.soc y personales (086)",8,4,,4,,,,
"Hogares privados con servicio doméstico (087)",35,,,,,,35,
"Actividad economica no especificada (089)",53,24,12,10,,7,,
"Desocupado (090)",35,,,,,,,35
"Hombres (091)",873,272,84,396,5,88,2,26
"Agric., ganadería, caza y silvicultura (092)",395,3,26,287,3,76,,
"Industrias manufactureras (095)",21,,1,19,1,,,
"Suministro de electricidad, gas y agua (096)",9,,9,,,,,
"Construcción (097)",30,3,19,6,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",67,3,1,58,,5,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",1,,1,,,,,
"Comercio al por mayor (100)",2,,,2,,,,
"Comercio al por menor (101)",64,3,,56,,5,,
"Hoteles y restaurantes (102)",6,3,,2,1,,,
"Trans., almac. y comunicaciones (103)",12,3,2,7,,,,
"Intermediación financiera (104)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (105)",26,21,1,4,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",81,65,16,,,,,
"Enseñanza (107)",143,137,,6,,,,
"Servicios sociales y de salud (108)",15,14,,1,,,,
"Otras activ. serv.comun.soc y personales (109)",6,3,,3,,,,
"Hogares privados con servicio doméstico (110)",2,,,,,,2,
"Actividad economica no especificada (112)",32,15,9,3,,5,,
"Desocupado (113)",26,,,,,,,26
"Mujeres (114)",364,167,7,93,1,54,33,9
"Agric., ganadería, caza y silvicultura (115)",68,,2,27,,39,,
"Industrias manufactureras (118)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",55,2,,40,,13,,
"Venta, mant.y rep. veh.autom.y motoc. (122)",1,,,,,1,,
"Comercio al por mayor (123)",2,,,2,,,,
"Comercio al por menor (124)",52,2,,38,,12,,
"Hoteles y restaurantes (125)",16,3,,12,1,,,
"Activid.inmobil., empres. y alquileres (128)",2,2,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",21,20,1,,,,,
"Enseñanza (130)",121,116,,5,,,,
"Servicios sociales y de salud (131)",14,14,,,,,,
"Otras activ. serv.comun.soc y personales (132)",2,1,,1,,,,
"Hogares privados con servicio doméstico (133)",33,,,,,,33,
"Actividad economica no especificada (135)",21,9,3,7,,2,,
,,,,,,,,
"RURAL (136)",5096,195,422,3243,111,902,51,172
"Agric., ganadería, caza y silvicultura (137)",4329,,328,3062,106,833,,
