"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PASCO (000)",114493,17895,25218,25673,19825,12604,13278
"Conviviente (001)",28195,336,5508,11570,7033,2480,1268
"Separado(a) (002)",3253,22,409,877,854,605,486
"Casado(a) (003)",31370,53,937,5629,9352,7828,7571
"Viudo(a) (004)",4630,5,32,145,473,776,3199
"Divorciado(a) (005)",333,,19,47,72,88,107
"Soltero(a) (006)",46712,17479,18313,7405,2041,827,647
"Hombres (008)",58289,9008,12739,13339,10173,6550,6480
"Conviviente (009)",14560,156,2084,6040,4036,1501,743
"Separado(a) (010)",830,7,60,210,224,174,155
"Casado(a) (011)",16314,28,321,2624,4663,4272,4406
"Viudo(a) (012)",1133,4,15,29,108,163,814
"Divorciado(a) (013)",163,,8,21,41,41,52
"Soltero(a) (014)",25289,8813,10251,4415,1101,399,310
"Mujeres (016)",56204,8887,12479,12334,9652,6054,6798
"Conviviente (017)",13635,180,3424,5530,2997,979,525
"Separado(a) (018)",2423,15,349,667,630,431,331
"Casado(a) (019)",15056,25,616,3005,4689,3556,3165
"Viudo(a) (020)",3497,1,17,116,365,613,2385
"Divorciado(a) (021)",170,,11,26,31,47,55
"Soltero(a) (022)",21423,8666,8062,2990,940,428,337
,,,,,,,
"URBANA (024)",87493,13512,19052,19786,15497,9828,9818
"Conviviente (025)",20917,259,4108,8743,5224,1758,825
"Separado(a) (026)",2474,15,277,634,669,495,384
"Casado(a) (027)",24640,44,693,4500,7537,6234,5632
"Viudo(a) (028)",3472,2,20,100,363,592,2395
"Divorciado(a) (029)",263,,17,31,60,79,76
"Soltero(a) (030)",35727,13192,13937,5778,1644,670,506
"Hombres (032)",43826,6796,9477,9978,7814,5039,4722
"Conviviente (033)",10596,132,1530,4399,2989,1063,483
"Separado(a) (034)",601,7,37,141,164,138,114
"Casado(a) (035)",12681,24,227,2050,3697,3392,3291
"Viudo(a) (036)",762,1,7,17,73,102,562
"Divorciado(a) (037)",122,,8,10,33,33,38
"Soltero(a) (038)",19064,6632,7668,3361,858,311,234
"Mujeres (040)",43667,6716,9575,9808,7683,4789,5096
"Conviviente (041)",10321,127,2578,4344,2235,695,342
"Separado(a) (042)",1873,8,240,493,505,357,270
"Casado(a) (043)",11959,20,466,2450,3840,2842,2341
"Viudo(a) (044)",2710,1,13,83,290,490,1833
"Divorciado(a) (045)",141,,9,21,27,46,38
"Soltero(a) (046)",16663,6560,6269,2417,786,359,272
,,,,,,,
"RURAL (048)",27000,4383,6166,5887,4328,2776,3460
"Conviviente (049)",7278,77,1400,2827,1809,722,443
"Separado(a) (050)",779,7,132,243,185,110,102
"Casado(a) (051)",6730,9,244,1129,1815,1594,1939
"Viudo(a) (052)",1158,3,12,45,110,184,804
"Divorciado(a) (053)",70,,2,16,12,9,31
"Soltero(a) (054)",10985,4287,4376,1627,397,157,141
"Hombres (056)",14463,2212,3262,3361,2359,1511,1758
"Conviviente (057)",3964,24,554,1641,1047,438,260
"Separado(a) (058)",229,,23,69,60,36,41
"Casado(a) (059)",3633,4,94,574,966,880,1115
"Viudo(a) (060)",371,3,8,12,35,61,252
"Divorciado(a) (061)",41,,,11,8,8,14
"Soltero(a) (062)",6225,2181,2583,1054,243,88,76
"Mujeres (064)",12537,2171,2904,2526,1969,1265,1702
"Conviviente (065)",3314,53,846,1186,762,284,183
"Separado(a) (066)",550,7,109,174,125,74,61
"Casado(a) (067)",3097,5,150,555,849,714,824
"Viudo(a) (068)",787,,4,33,75,123,552
"Divorciado(a) (069)",29,,2,5,4,1,17
"Soltero(a) (070)",4760,2106,1793,573,154,69,65
