"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANTA (000)",32266,92304,80030,,1826,86.7,2
"De 12 a 14 años (001)",3808,25,24,,7,96,28
"De 15 a 19 años (002)",4494,1028,1008,269,98.1,26.2,
"De 20 a 24 años (003)",3786,3916,3818,421,97.5,10.8,
"De 25 a 29 años (004)",3329,6680,6458,389,96.7,5.8,
"De 30 a 34 años (005)",2997,9225,8786,338,95.2,3.7,
"De 35 a 39 años (006)",2605,10144,9499,217,93.6,2.1,
"De 40 a 44 años (007)",2372,11513,10446,143,90.7,1.2,
"De 45 a 49 años (008)",1937,10382,9099,42,87.6,0.4,
"De 50 y más años (009)",6938,39391,30892,,78.4,,
"Conviviente (010)",6897,16181,15256,900,94.3,5.6,
"De 12 a 14 años (011)",41,14,13,4,92.9,28.6,
"De 15 a 19 años (012)",919,684,669,195,97.8,28.5,
"De 20 a 24 años (013)",1800,2446,2390,288,97.7,11.8,
"De 25 a 29 años (014)",1456,3059,2973,196,97.2,6.4,
"De 30 a 34 años (015)",1021,2916,2814,121,96.5,4.1,
"De 35 a 39 años (016)",684,2379,2262,59,95.1,2.5,
"De 40 a 44 años (017)",409,1831,1683,32,91.9,1.7,
"De 45 a 49 años (018)",239,1174,1048,5,89.3,0.4,
"De 50 y más años (019)",328,1678,1404,,83.7,,
"Separado(a) (020)",1404,3956,3600,101,91,2.6,
"De 12 a 14 años (021)",5,3,3,1,100,33.3,
"De 15 a 19 años (022)",92,92,90,25,97.8,27.2,
"De 20 a 24 años (023)",189,244,236,24,96.7,9.8,
"De 25 a 29 años (024)",222,393,387,19,98.5,4.8,
"De 30 a 34 años (025)",192,462,447,18,96.8,3.9,
"De 35 a 39 años (026)",171,500,472,10,94.4,2,
"De 40 a 44 años (027)",136,439,407,4,92.7,0.9,
"De 45 a 49 años (028)",129,564,504,,89.4,,
"De 50 y más años (029)",268,1259,1054,,83.7,,
"Casado(a) (030)",10500,52348,45798,707,87.5,1.4,
"De 12 a 14 años (031)",4,,,,,,
"De 15 a 19 años (032)",89,92,91,17,98.9,18.5,
"De 20 a 24 años (033)",468,889,865,76,97.3,8.5,
"De 25 a 29 años (034)",979,2818,2701,154,95.8,5.5,
"De 30 a 34 años (035)",1401,5302,5011,187,94.5,3.5,
"De 35 a 39 años (036)",1432,6545,6086,137,93,2.1,
