"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AIJA (000)",2181,65,596,702,580,238
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",14,,4,4,5,1
"Profes., científicos e intelectuales (002)",180,,25,100,53,2
"Técnicos de nivel medio y trab. asimilados (003)",30,,7,12,10,1
"Jefes y empleados de oficina (004)",68,,18,33,16,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",132,,34,46,45,7
"Agricult. trabaj. calif.agrop. y pesqueros (006)",781,5,148,236,242,150
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",76,,31,18,17,10
"Obreros construc., conf., papel, fab., instr. (008)",67,,22,25,19,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",766,60,287,207,152,60
"Otra (010)",6,,1,3,2,
"Ocupación no especificada (011)",61,,19,18,19,5
"Hombres (012)",1606,40,431,508,429,198
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",10,,2,3,4,1
"Profes., científicos e intelectuales (014)",111,,11,59,40,1
"Técnicos de nivel medio y trab. asimilados (015)",21,,7,8,5,1
"Jefes y empleados de oficina (016)",34,,7,16,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",33,,5,17,9,2
"Agricult. trabaj. calif.agrop. y pesqueros (018)",703,2,125,215,220,141
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",70,,28,18,16,8
"Obreros construc., conf., papel, fab., instr. (020)",67,,22,25,19,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",529,38,213,138,99,41
"Otra (022)",6,,1,3,2,
"Ocupación no especificada (023)",22,,10,6,4,2
"Mujeres (024)",575,25,165,194,151,40
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",4,,2,1,1,
"Profes., científicos e intelectuales (026)",69,,14,41,13,1
"Técnicos de nivel medio y trab. asimilados (027)",9,,,4,5,
"Jefes y empleados de oficina (028)",34,,11,17,5,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",99,,29,29,36,5
"Agricult. trabaj. calif.agrop. y pesqueros (030)",78,3,23,21,22,9
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",6,,3,,1,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",237,22,74,69,53,19
"Ocupación no especificada (035)",39,,9,12,15,3
,,,,,,
"URBANA (036)",788,6,201,271,226,84
