"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHOTA (000)",45396,39662,2408,1121,2205
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",76,,13,6,57
"Profes., científicos e intelectuales (002)",3221,1022,1000,577,622
"Técnicos de nivel medio y trab. asimilados (003)",754,339,58,66,291
"Jefes y empleados de oficina (004)",680,114,65,72,429
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2385,2202,85,26,72
"Agricult.trabaj.calif.agrop.y pesqueros (006)",18519,18213,294,7,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1798,1579,83,39,97
"Obreros construc.,conf.,papel, fab., instr. (008)",1501,1173,120,74,134
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",15183,13973,644,217,349
"Otra (010)",138,,,,138
"Ocupación no especificada (011)",1141,1047,46,37,11
"Hombres (012)",35719,31486,1798,795,1640
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",58,,10,5,43
"Profes., científicos e intelectuales (014)",1925,524,641,353,407
"Técnicos de nivel medio y trab. asimilados (015)",481,238,40,48,155
"Jefes y empleados de oficina (016)",394,57,29,33,275
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1101,966,52,15,68
"Agricult.trabaj.calif.agrop.y pesqueros (018)",17102,16824,266,7,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1005,809,66,34,96
"Obreros construc.,conf.,papel, fab., instr. (020)",1401,1077,118,73,133
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",11767,10706,550,199,312
"Otra (022)",136,,,,136
"Ocupación no especificada (023)",349,285,26,28,10
"Mujeres (024)",9677,8176,610,326,565
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",18,,3,1,14
"Profes., científicos e intelectuales (026)",1296,498,359,224,215
"Técnicos de nivel medio y trab. asimilados (027)",273,101,18,18,136
"Jefes y empleados de oficina (028)",286,57,36,39,154
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1284,1236,33,11,4
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1417,1389,28,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",793,770,17,5,1
"Obreros construc.,conf.,papel, fab., instr. (032)",100,96,2,1,1
