"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAUJA (000)",25837,24796,112,4744,4708,3963,5713,3480,1621,455,1041,92140
"De 12 a 14 años (001)",24,11,,8,3,,,,,,13,14
"De 15 a 19 años (002)",428,381,8,326,38,8,1,,,,47,430
"De 20 a 24 años (003)",2088,1724,15,1186,418,82,22,1,,,364,2365
"De 25 a 29 años (004)",2647,2387,7,1013,842,355,155,15,,,260,4510
"De 30 a 34 años (005)",2677,2552,2,575,855,583,453,77,7,,125,6512
"De 35 a 39 años (006)",2941,2871,7,395,706,659,789,261,50,4,70,9341
"De 40 a 44 años (007)",2701,2654,4,246,489,571,812,396,113,23,47,10213
"De 45 a 49 años (008)",2342,2317,4,220,330,431,690,406,194,42,25,9927
"De 50 y más años (009)",9989,9899,65,775,1027,1274,2791,2324,1257,386,90,48828
"Sin nivel (010)",3577,3514,36,282,355,381,991,852,477,140,63,17557
"De 12 a 14 años (011)",3,3,,2,1,,,,,,,4
"De 15 a 19 años (012)",11,7,1,5,,1,,,,,4,8
"De 20 a 24 años (013)",27,21,1,13,4,2,1,,,,6,32
"De 25 a 29 años (014)",61,50,,16,14,7,12,1,,,11,125
"De 30 a 34 años (015)",106,103,,10,29,20,34,9,1,,3,337
"De 35 a 39 años (016)",165,159,2,11,25,26,62,26,7,,6,636
"De 40 a 44 años (017)",165,162,,14,19,20,51,38,16,4,3,764
"De 45 a 49 años (018)",196,193,,14,11,27,62,47,25,7,3,986
"De 50 y más años (019)",2843,2816,32,197,252,278,769,731,428,129,27,14665
"Educacion Inicial (020)",16,16,,4,5,3,2,2,,,,43
"De 20 a 24 años (023)",3,3,,1,1,1,,,,,,6
