"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (036)",8824,37,2757,3542,2239,249
"Admin.pub. y defensa; p. segur.soc.afil (037)",7101,,1141,3299,2518,143
"Enseñanza (038)",7330,1,1367,3121,2646,195
"Servicios sociales y de salud (039)",2624,4,401,1035,1042,142
"Otras activ. serv.comun.soc y personales (040)",5371,108,1912,1823,1294,234
"Hogares privados con servicio doméstico (041)",316,33,153,69,51,10
"Actividad economica no especificada (043)",4971,29,1595,1787,1346,214
"Mujeres (045)",96022,917,32089,37617,23037,2362
"Agric., ganadería, caza y silvicultura (046)",2704,80,778,1079,654,113
"Pesca (047)",46,,17,18,10,1
"Explotación de minas y canteras (048)",42,,19,18,5,
"Industrias manufactureras (049)",7960,59,2353,3068,2146,334
"Suministro de electricidad, gas y agua (050)",131,,38,67,26,
"Construcción (051)",384,4,168,155,55,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",31900,314,9563,12461,8437,1125
"Venta, mant.y rep. veh.autom.y motoc. (053)",573,1,247,245,73,7
"Comercio al por mayor (054)",1730,9,683,675,330,33
"Comercio al por menor (055)",29597,304,8633,11541,8034,1085
"Hoteles y restaurantes (056)",8337,96,2861,2993,2146,241
"Trans., almac. y comunicaciones (057)",2393,19,1279,778,308,9
"Intermediación financiera (058)",931,1,460,355,113,2
"Activid.inmobil., empres. y alquileres (059)",3360,4,1476,1311,550,19
"Admin.pub. y defensa; p. segur.soc.afil (060)",2658,,909,1075,662,12
"Enseñanza (061)",12322,3,3268,5962,3021,68
"Servicios sociales y de salud (062)",4748,1,1101,2144,1471,31
"Otras activ. serv.comun.soc y personales (063)",4187,29,1214,1806,1042,96
"Hogares privados con servicio doméstico (064)",9734,300,5044,2796,1432,162
"Organiz. y organos extraterritoriales (065)",1,,,,1,
"Actividad economica no especificada (066)",4184,7,1541,1531,958,147
,,,,,,
"URBANA (067)",255583,2665,81398,96552,66054,8914
"Agric., ganadería, caza y silvicultura (068)",18779,261,4835,6215,6068,1400
"Pesca (069)",1385,11,519,545,271,39
"Explotación de minas y canteras (070)",404,2,157,175,65,5
"Industrias manufactureras (071)",25741,310,8425,9049,6845,1112
"Suministro de electricidad, gas y agua (072)",981,3,217,436,307,18
"Construcción (073)",16458,88,5319,6285,4192,574
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",69292,1072,21373,25687,18173,2987
"Venta, mant.y rep. veh.autom.y motoc. (075)",6879,85,2568,2369,1628,229
"Comercio al por mayor (076)",4486,27,1727,1712,909,111
"Comercio al por menor (077)",57927,960,17078,21606,15636,2647
"Hoteles y restaurantes (078)",12090,193,4466,4110,2952,369
"Trans., almac. y comunicaciones (079)",32082,182,11904,12387,6892,717
"Intermediación financiera (080)",2269,2,945,932,374,16
"Activid.inmobil., empres. y alquileres (081)",12009,40,4174,4782,2748,265
"Admin.pub. y defensa; p. segur.soc.afil (082)",9591,,2006,4305,3128,152
"Enseñanza (083)",19367,4,4538,8969,5595,261
"Servicios sociales y de salud (084)",7293,5,1478,3144,2495,171
"Otras activ. serv.comun.soc y personales (085)",9325,136,3028,3553,2284,324
"Hogares privados con servicio doméstico (086)",9708,321,5002,2772,1446,167
"Organiz. y organos extraterritoriales (087)",1,,,,1,
"Actividad economica no especificada (088)",8808,35,3012,3206,2218,337
"Hombres (089)",162748,1818,50456,60142,43680,6652
"Agric., ganadería, caza y silvicultura (090)",16956,225,4344,5485,5576,1326
"Pesca (091)",1343,11,503,529,262,38
"Explotación de minas y canteras (092)",362,2,138,157,60,5
"Industrias manufactureras (093)",18152,257,6221,6101,4780,793
"Suministro de electricidad, gas y agua (094)",850,3,179,369,281,18
"Construcción (095)",16086,85,5157,6135,4137,572
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",38282,765,12036,13596,9991,1894
"Venta, mant.y rep. veh.autom.y motoc. (097)",6308,84,2322,2124,1556,222
"Comercio al por mayor (098)",2782,18,1053,1050,582,79
"Comercio al por menor (099)",29192,663,8661,10422,7853,1593
"Hoteles y restaurantes (100)",3923,98,1676,1180,839,130
"Trans., almac. y comunicaciones (101)",29714,163,10638,11620,6585,708
"Intermediación financiera (102)",1344,1,488,580,261,14
"Activid.inmobil., empres. y alquileres (103)",8685,36,2718,3482,2203,246
"Admin.pub. y defensa; p. segur.soc.afil (104)",6971,,1109,3249,2473,140
"Enseñanza (105)",7207,1,1338,3076,2599,193
"Servicios sociales y de salud (106)",2596,4,397,1023,1032,140
"Otras activ. serv.comun.soc y personales (107)",5198,107,1837,1773,1252,229
"Hogares privados con servicio doméstico (108)",305,32,149,66,48,10
"Actividad economica no especificada (110)",4774,28,1528,1721,1301,196
"Mujeres (112)",92835,847,30942,36410,22374,2262
"Agric., ganadería, caza y silvicultura (113)",1823,36,491,730,492,74
"Pesca (114)",42,,16,16,9,1
"Explotación de minas y canteras (115)",42,,19,18,5,
"Industrias manufactureras (116)",7589,53,2204,2948,2065,319
"Suministro de electricidad, gas y agua (117)",131,,38,67,26,
"Construcción (118)",372,3,162,150,55,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",31010,307,9337,12091,8182,1093
"Venta, mant.y rep. veh.autom.y motoc. (120)",571,1,246,245,72,7
"Comercio al por mayor (121)",1704,9,674,662,327,32
"Comercio al por menor (122)",28735,297,8417,11184,7783,1054
"Hoteles y restaurantes (123)",8167,95,2790,2930,2113,239
"Trans., almac. y comunicaciones (124)",2368,19,1266,767,307,9
"Intermediación financiera (125)",925,1,457,352,113,2
"Activid.inmobil., empres. y alquileres (126)",3324,4,1456,1300,545,19
"Admin.pub. y defensa; p. segur.soc.afil (127)",2620,,897,1056,655,12
"Enseñanza (128)",12160,3,3200,5893,2996,68
"Servicios sociales y de salud (129)",4697,1,1081,2121,1463,31
"Otras activ. serv.comun.soc y personales (130)",4127,29,1191,1780,1032,95
"Hogares privados con servicio doméstico (131)",9403,289,4853,2706,1398,157
"Organiz. y organos extraterritoriales (132)",1,,,,1,
"Actividad economica no especificada (133)",4034,7,1484,1485,917,141
,,,,,,
"RURAL (134)",15873,262,5560,5455,3769,827
"Agric., ganadería, caza y silvicultura (135)",9880,198,3194,3289,2517,682
"Pesca (136)",42,,23,13,6,
"Explotación de minas y canteras (137)",103,3,50,26,21,3
"Industrias manufactureras (138)",1073,14,455,335,242,27
"Suministro de electricidad, gas y agua (139)",19,,2,12,4,1
"Construcción (140)",477,2,187,189,94,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",1485,25,465,583,361,51
"Venta, mant.y rep. veh.autom.y motoc. (142)",141,1,79,35,24,2
"Comercio al por mayor (143)",67,,25,31,8,3
"Comercio al por menor (144)",1277,24,361,517,329,46
"Hoteles y restaurantes (145)",218,2,93,79,41,3
"Trans., almac. y comunicaciones (146)",931,3,444,354,121,9
"Intermediación financiera (147)",16,,6,5,4,1
"Activid.inmobil., empres. y alquileres (148)",175,1,59,71,41,3
"Admin.pub. y defensa; p. segur.soc.afil (149)",168,,44,69,52,3
"Enseñanza (150)",285,,97,114,72,2
"Servicios sociales y de salud (151)",79,,24,35,18,2
"Otras activ. serv.comun.soc y personales (152)",233,1,98,76,52,6
"Hogares privados con servicio doméstico (153)",342,12,195,93,37,5
"Actividad economica no especificada (155)",347,1,124,112,86,24
"Hombres (156)",12686,192,4413,4248,3106,727
"Agric., ganadería, caza y silvicultura (157)",8999,154,2907,2940,2355,643
"Pesca (158)",38,,22,11,5,
"Explotación de minas y canteras (159)",103,3,50,26,21,3
"Industrias manufactureras (160)",702,8,306,215,161,12
"Suministro de electricidad, gas y agua (161)",19,,2,12,4,1
"Construcción (162)",465,1,181,184,94,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",595,18,239,213,106,19
"Venta, mant.y rep. veh.autom.y motoc. (164)",139,1,78,35,23,2
"Comercio al por mayor (165)",41,,16,18,5,2
"Comercio al por menor (166)",415,17,145,160,78,15
"Hoteles y restaurantes (167)",48,1,22,16,8,1
"Trans., almac. y comunicaciones (168)",906,3,431,343,120,9
"Intermediación financiera (169)",10,,3,2,4,1
"Activid.inmobil., empres. y alquileres (170)",139,1,39,60,36,3
"Admin.pub. y defensa; p. segur.soc.afil (171)",130,,32,50,45,3
"Enseñanza (172)",123,,29,45,47,2
"Servicios sociales y de salud (173)",28,,4,12,10,2
"Otras activ. serv.comun.soc y personales (174)",173,1,75,50,42,5
"Hogares privados con servicio doméstico (175)",11,1,4,3,3,
"Actividad economica no especificada (177)",197,1,67,66,45,18
"Mujeres (179)",3187,70,1147,1207,663,100
"Agric., ganadería, caza y silvicultura (180)",881,44,287,349,162,39
"Pesca (181)",4,,1,2,1,
"Industrias manufactureras (183)",371,6,149,120,81,15
"Construcción (185)",12,1,6,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",890,7,226,370,255,32
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,,1,
"Comercio al por mayor (188)",26,,9,13,3,1
"Comercio al por menor (189)",862,7,216,357,251,31
"Hoteles y restaurantes (190)",170,1,71,63,33,2
"Trans., almac. y comunicaciones (191)",25,,13,11,1,
"Intermediación financiera (192)",6,,3,3,,
"Activid.inmobil., empres. y alquileres (193)",36,,20,11,5,
"Admin.pub. y defensa; p. segur.soc.afil (194)",38,,12,19,7,
"Enseñanza (195)",162,,68,69,25,
"Servicios sociales y de salud (196)",51,,20,23,8,
"Otras activ. serv.comun.soc y personales (197)",60,,23,26,10,1
"Hogares privados con servicio doméstico (198)",331,11,191,90,34,5
"Actividad economica no especificada (200)",150,,57,46,41,6
