"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TAMBOPATA (000)",58239,8338,13704,13728,10615,6647,5207
"Conviviente (001)",23603,333,4828,8401,5951,2798,1292
"Separado(a) (002)",2073,21,264,474,559,417,338
"Casado(a) (003)",9277,17,299,1551,2688,2476,2246
"Viudo(a) (004)",1188,3,10,47,117,205,806
"Divorciado(a) (005)",304,,6,26,74,101,97
"Soltero(a) (006)",21794,7964,8297,3229,1226,650,428
"Hombres (008)",31144,4151,6895,7074,5821,4060,3143
"Conviviente (009)",11644,119,1638,4015,3325,1742,805
"Separado(a) (010)",918,6,59,138,267,236,212
"Casado(a) (011)",4931,9,97,685,1315,1447,1378
"Viudo(a) (012)",482,1,4,9,38,87,343
"Divorciado(a) (013)",163,,3,9,36,57,58
"Soltero(a) (014)",13006,4016,5094,2218,840,491,347
"Mujeres (016)",27095,4187,6809,6654,4794,2587,2064
"Conviviente (017)",11959,214,3190,4386,2626,1056,487
"Separado(a) (018)",1155,15,205,336,292,181,126
"Casado(a) (019)",4346,8,202,866,1373,1029,868
"Viudo(a) (020)",706,2,6,38,79,118,463
"Divorciado(a) (021)",141,,3,17,38,44,39
"Soltero(a) (022)",8788,3948,3203,1011,386,159,81
,,,,,,,
"URBANA (024)",48426,7182,11449,11379,8878,5518,4020
"Conviviente (025)",19094,288,3846,6864,4898,2253,945
"Separado(a) (026)",1685,14,206,400,467,344,254
"Casado(a) (027)",7916,17,270,1362,2328,2140,1799
"Viudo(a) (028)",942,3,6,39,98,166,630
"Divorciado(a) (029)",257,,5,21,64,85,82
"Soltero(a) (030)",18532,6860,7116,2693,1023,530,310
"Hombres (032)",25023,3524,5574,5628,4695,3275,2327
"Conviviente (033)",9181,111,1263,3160,2669,1389,589
"Separado(a) (034)",676,4,48,108,203,176,137
"Casado(a) (035)",4088,9,84,584,1106,1221,1084
"Viudo(a) (036)",333,1,2,8,26,62,234
"Divorciado(a) (037)",125,,3,5,27,44,46
"Soltero(a) (038)",10620,3399,4174,1763,664,383,237
"Mujeres (040)",23403,3658,5875,5751,4183,2243,1693
"Conviviente (041)",9913,177,2583,3704,2229,864,356
"Separado(a) (042)",1009,10,158,292,264,168,117
"Casado(a) (043)",3828,8,186,778,1222,919,715
"Viudo(a) (044)",609,2,4,31,72,104,396
"Divorciado(a) (045)",132,,2,16,37,41,36
"Soltero(a) (046)",7912,3461,2942,930,359,147,73
,,,,,,,
"RURAL (048)",9813,1156,2255,2349,1737,1129,1187
"Conviviente (049)",4509,45,982,1537,1053,545,347
"Separado(a) (050)",388,7,58,74,92,73,84
"Casado(a) (051)",1361,,29,189,360,336,447
"Viudo(a) (052)",246,,4,8,19,39,176
"Divorciado(a) (053)",47,,1,5,10,16,15
"Soltero(a) (054)",3262,1104,1181,536,203,120,118
"Hombres (056)",6121,627,1321,1446,1126,785,816
"Conviviente (057)",2463,8,375,855,656,353,216
"Separado(a) (058)",242,2,11,30,64,60,75
"Casado(a) (059)",843,,13,101,209,226,294
"Viudo(a) (060)",149,,2,1,12,25,109
"Divorciado(a) (061)",38,,,4,9,13,12
"Soltero(a) (062)",2386,617,920,455,176,108,110
"Mujeres (064)",3692,529,934,903,611,344,371
"Conviviente (065)",2046,37,607,682,397,192,131
"Separado(a) (066)",146,5,47,44,28,13,9
"Casado(a) (067)",518,,16,88,151,110,153
"Viudo(a) (068)",97,,2,7,7,14,67
"Divorciado(a) (069)",9,,1,1,1,3,3
"Soltero(a) (070)",876,487,261,81,27,12,8
