"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OYON (000)",5213,4955,21,919,931,769,1170,679,341,125,258,18879
"De 12 a 14 años (001)",12,2,1,1,,,,,,,10,1
"De 15 a 19 años (002)",141,115,2,104,7,1,1,,,,26,125
"De 20 a 24 años (003)",556,478,4,293,144,33,3,1,,,78,698
"De 25 a 29 años (004)",624,570,3,202,219,102,43,,1,,54,1137
"De 30 a 34 años (005)",620,598,1,115,175,161,132,13,1,,22,1611
"De 35 a 39 años (006)",675,652,2,57,128,167,223,64,9,2,23,2307
"De 40 a 44 años (007)",475,467,,29,73,84,160,82,32,7,8,2028
"De 45 a 49 años (008)",434,426,2,24,40,52,140,104,50,14,8,2127
"De 50 y más años (009)",1676,1647,6,94,145,169,468,415,248,102,29,8845
"Sin nivel (010)",1039,1024,6,72,101,100,297,235,156,57,15,5357
"De 15 a 19 años (012)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (013)",9,6,,4,,1,1,,,,3,11
"De 25 a 29 años (014)",19,19,,4,7,4,4,,,,,47
"De 30 a 34 años (015)",67,65,,9,14,17,22,2,1,,2,208
"De 35 a 39 años (016)",82,80,,4,12,12,34,16,1,1,2,342
"De 40 a 44 años (017)",70,68,,5,9,7,26,14,5,2,2,319
"De 45 a 49 años (018)",75,75,2,4,4,4,22,16,19,4,,434
"De 50 y más años (019)",714,709,4,40,55,55,188,187,130,50,5,3994
"Educacion Inicial (020)",3,3,,2,,,,1,,,,8
"De 25 a 29 años (024)",2,2,,2,,,,,,,,2
"De 35 a 39 años (026)",1,1,,,,,,1,,,,6
"Primaria (030)",1782,1739,4,149,231,306,538,309,152,50,43,7733
"De 12 a 14 años (031)",2,1,1,,,,,,,,1,
