"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAITA (000)",34602,1586,53,10746,12850,2442,3719,1177,2029
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",70,1,,8,7,10,15,4,25
"Profes., científicos e intelectuales (002)",1543,,,,114,157,389,222,661
"Técnicos de nivel medio ytrab.asimilados (003)",1515,4,,41,397,212,524,105,232
"Jefes y empleados de oficina (004)",1527,1,1,49,406,229,527,113,201
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",4205,227,7,1389,1506,316,420,159,181
"Agricult.trabaj. calif.agrop. y pesquros (006)",5627,511,7,2787,1773,188,187,65,109
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",4736,115,5,1292,2133,372,518,127,174
"Obreros. construc., conf., papel, fab., instr (008)",4024,102,7,1056,1923,333,329,134,140
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",10356,565,23,3833,4290,570,611,212,252
"Otra (010)",229,,,,35,7,146,15,26
"Ocupación no especificada (011)",770,60,3,291,266,48,53,21,28
"Hombres (012)",25894,1151,38,8311,10235,1717,2349,782,1311
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",52,,,8,6,9,8,3,18
"Profes., científicos e intelectuales (014)",662,,,,36,51,137,99,339
"Técnicos de nivel medio ytrab.asimilados (015)",1029,,,23,280,159,327,74,166
"Jefes y empleados de oficina (016)",789,1,,35,286,110,186,68,103
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",1852,55,4,504,786,158,176,77,92
"Agricult.trabaj. calif.agrop. y pesquros (018)",5549,502,7,2754,1748,184,184,61,109
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",3617,78,2,906,1682,293,428,95,133
"Obreros. construc., conf., papel, fab., instr (020)",3939,100,7,1029,1884,328,324,131,136
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",7859,403,17,2945,3362,397,410,148,177
"Otra (022)",224,,,,32,7,145,15,25
"Ocupación no especificada (023)",322,12,1,107,133,21,24,11,13
"Mujeres (024)",8708,435,15,2435,2615,725,1370,395,718
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",18,1,,,1,1,7,1,7
"Profes., científicos e intelectuales (026)",881,,,,78,106,252,123,322
"Técnicos de nivel medio ytrab.asimilados (027)",486,4,,18,117,53,197,31,66
"Jefes y empleados de oficina (028)",738,,1,14,120,119,341,45,98
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",2353,172,3,885,720,158,244,82,89
"Agricult.trabaj. calif.agrop. y pesquros (030)",78,9,,33,25,4,3,4,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1119,37,3,386,451,79,90,32,41
"Obreros. construc., conf., papel, fab., instr (032)",85,2,,27,39,5,5,3,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2497,162,6,888,928,173,201,64,75
"Otra (034)",5,,,,3,,1,,1
"Ocupación no especificada (035)",448,48,2,184,133,27,29,10,15
,,,,,,,,,
"URBANA (036)",33112,1454,49,10013,12444,2387,3618,1158,1989
