"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia OYON (000)",20642,10831,9811,13308,6453,6855,7334,4378,2956
"Menores de 1 año (001)",403,205,198,303,148,155,100,57,43
"Menores de 1 mes (002)",33,15,18,27,11,16,6,4,2
"De 1 a 11 meses (003)",370,190,180,276,137,139,94,53,41
"De 1 a 4 años (004)",1813,901,912,1262,641,621,551,260,291
"1 año (005)",446,223,223,312,157,155,134,66,68
"2 años (006)",464,223,241,332,162,170,132,61,71
"3 años (007)",490,245,245,340,175,165,150,70,80
"4 años (008)",413,210,203,278,147,131,135,63,72
"De 5 a 9 años (009)",2134,1089,1045,1501,767,734,633,322,311
"5 años (010)",419,205,214,300,142,158,119,63,56
"6 años (011)",390,192,198,278,139,139,112,53,59
"7 años (012)",460,249,211,328,176,152,132,73,59
"8 años (013)",428,221,207,299,161,138,129,60,69
"9 años (014)",437,222,215,296,149,147,141,73,68
"De 10 a 14 años (015)",2383,1211,1172,1645,821,824,738,390,348
"10 años (016)",514,257,257,370,181,189,144,76,68
"11 años (017)",460,210,250,318,142,176,142,68,74
"12 años (018)",496,257,239,355,183,172,141,74,67
"13 años (019)",451,238,213,294,152,142,157,86,71
"14 años (020)",462,249,213,308,163,145,154,86,68
"De 15 a 19 años (021)",1778,892,886,1240,583,657,538,309,229
"15 años (022)",452,219,233,326,143,183,126,76,50
"16 años (023)",377,195,182,269,130,139,108,65,43
"17 años (024)",360,181,179,252,117,135,108,64,44
"18 años (025)",328,169,159,219,108,111,109,61,48
"19 años (026)",261,128,133,174,85,89,87,43,44
"De 20 a 24 años (027)",1629,843,786,989,443,546,640,400,240
"20 años (028)",313,157,156,185,85,100,128,72,56
"21 años (029)",265,126,139,165,64,101,100,62,38
"22 años (030)",331,162,169,219,102,117,112,60,52
"23 años (031)",321,176,145,189,82,107,132,94,38
"24 años (032)",399,222,177,231,110,121,168,112,56
"De 25 a 29 años (033)",1725,1005,720,1028,509,519,697,496,201
"25 años (034)",323,192,131,184,98,86,139,94,45
"26 años (035)",303,161,142,191,83,108,112,78,34
"27 años (036)",386,220,166,226,107,119,160,113,47
"28 años (037)",370,236,134,229,130,99,141,106,35
"29 años (038)",343,196,147,198,91,107,145,105,40
"De 30 a 34 años (039)",1588,900,688,947,437,510,641,463,178
"30 años (040)",408,220,188,262,123,139,146,97,49
"31 años (041)",245,142,103,134,59,75,111,83,28
"32 años (042)",316,164,152,204,88,116,112,76,36
"33 años (043)",330,195,135,187,84,103,143,111,32
"34 años (044)",289,179,110,160,83,77,129,96,33
"De 35 a 39 años (045)",1548,839,709,939,430,509,609,409,200
"35 años (046)",305,166,139,195,93,102,110,73,37
"36 años (047)",298,152,146,178,78,100,120,74,46
