"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUARAZ (000)",58335,133603,121597,,2358,91,1.8
"De 12 a 14 años (001)",4604,10,8,,1,80,10
"De 15 a 19 años (002)",7070,625,614,208,98.2,33.3,
"De 20 a 24 años (003)",7176,3971,3917,572,98.6,14.4,
"De 25 a 29 años (004)",6607,7606,7422,599,97.6,7.9,
"De 30 a 34 años (005)",5957,11173,10889,502,97.5,4.5,
"De 35 a 39 años (006)",5187,13391,12960,321,96.8,2.4,
"De 40 a 44 años (007)",4361,13605,12970,131,95.3,1,
"De 45 a 49 años (008)",3671,13758,12913,24,93.9,0.2,
"De 50 y más años (009)",13702,69464,59904,,86.2,,
"Conviviente (010)",12877,29775,28327,1391,95.1,4.7,
"De 12 a 14 años (011)",42,8,6,1,75,12.5,
"De 15 a 19 años (012)",658,396,388,135,98,34.1,
"De 20 a 24 años (013)",2449,2696,2652,425,98.4,15.8,
"De 25 a 29 años (014)",2844,4501,4398,384,97.7,8.5,
"De 30 a 34 años (015)",2337,5206,5071,251,97.4,4.8,
"De 35 a 39 años (016)",1631,4661,4531,135,97.2,2.9,
"De 40 a 44 años (017)",1063,3575,3406,50,95.3,1.4,
"De 45 a 49 años (018)",663,2642,2482,10,93.9,0.4,
"De 50 y más años (019)",1190,6090,5393,,88.6,,
"Separado(a) (020)",3283,8600,8074,136,93.9,1.6,
"De 15 a 19 años (022)",83,66,66,27,100,40.9,
"De 20 a 24 años (023)",285,338,334,44,98.8,13,
"De 25 a 29 años (024)",409,614,603,28,98.2,4.6,
"De 30 a 34 años (025)",419,751,740,15,98.5,2,
"De 35 a 39 años (026)",428,989,966,15,97.7,1.5,
"De 40 a 44 años (027)",402,1054,1021,6,96.9,0.6,
"De 45 a 49 años (028)",341,1084,1022,1,94.3,0.1,
"De 50 y más años (029)",916,3704,3322,,89.7,,
"Casado(a) (030)",17917,71140,64779,650,91.1,0.9,
"De 12 a 14 años (031)",6,2,2,,100,,
"De 15 a 19 años (032)",53,38,37,6,97.4,15.8,
"De 20 a 24 años (033)",387,469,468,51,99.8,10.9,
"De 25 a 29 años (034)",1145,1893,1843,141,97.4,7.4,
"De 30 a 34 años (035)",2012,4538,4413,206,97.2,4.5,
"De 35 a 39 años (036)",2361,6999,6752,162,96.5,2.3,
