"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",102,,,,11,4,25,7,55
"Profes., científicos e intelectuales (038)",3100,,,,75,129,957,216,1723
"Técnicos de nivel medio ytrab.asimilados (039)",2098,2,,25,347,316,862,190,356
"Jefes y empleados de oficina (040)",1604,,,13,420,184,512,144,331
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",5525,67,3,922,2834,478,666,262,293
"Agricult.trabaj. calif.agrop. y pesquros (042)",3089,85,2,803,1733,153,161,66,86
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5031,27,2,494,2359,524,1219,157,249
"Obreros. construc., conf., papel, fab., instr (044)",5788,26,4,792,3567,438,594,203,164
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",11833,308,18,2782,6454,767,871,354,279
"Otra (046)",802,,,,118,36,382,54,212
"Ocupación no especificada (047)",951,5,,131,498,85,111,51,70
"Hombres (048)",27584,233,15,3803,13760,2111,4045,1207,2410
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",69,,,,8,1,15,6,39
"Profes., científicos e intelectuales (050)",1318,,,,20,31,227,137,903
"Técnicos de nivel medio ytrab.asimilados (051)",1442,,,20,274,238,534,134,242
"Jefes y empleados de oficina (052)",871,,,10,265,93,227,81,195
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",2463,12,1,295,1363,214,274,145,159
"Agricult.trabaj. calif.agrop. y pesquros (054)",2753,55,1,686,1591,132,150,58,80
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",4119,17,2,371,1880,432,1085,125,207
"Obreros. construc., conf., papel, fab., instr (056)",5652,23,4,773,3504,426,572,194,156
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",7503,124,7,1577,4401,452,524,237,181
"Otra (058)",776,,,,112,36,374,53,201
"Ocupación no especificada (059)",618,2,,71,342,56,63,37,47
"Mujeres (060)",12339,287,14,2159,4656,1003,2315,497,1408
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",33,,,,3,3,10,1,16
"Profes., científicos e intelectuales (062)",1782,,,,55,98,730,79,820
"Técnicos de nivel medio ytrab.asimilados (063)",656,2,,5,73,78,328,56,114
"Jefes y empleados de oficina (064)",733,,,3,155,91,285,63,136
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",3062,55,2,627,1471,264,392,117,134
"Agricult.trabaj. calif.agrop. y pesquros (066)",336,30,1,117,142,21,11,8,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",912,10,,123,479,92,134,32,42
"Obreros. construc., conf., papel, fab., instr (068)",136,3,,19,63,12,22,9,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",4330,184,11,1205,2053,315,347,117,98
"Otra (070)",26,,,,6,,8,1,11
"Ocupación no especificada (071)",333,3,,60,156,29,48,14,23
,,,,,,,,,
"RURAL (072)",5792,201,4,1621,2854,255,509,107,241
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",6,,,,1,,1,,4
"Profes., científicos e intelectuales (074)",133,,,,1,8,46,11,67
"Técnicos de nivel medio ytrab.asimilados (075)",105,,,3,6,14,52,7,23
"Jefes y empleados de oficina (076)",71,,,,14,,26,9,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",308,3,,35,176,23,48,9,14
"Agricult.trabaj. calif.agrop. y pesquros (078)",1803,73,1,682,802,73,99,32,41
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",206,2,,18,102,19,52,4,9
"Obreros. construc., conf., papel, fab., instr (080)",335,5,,43,217,16,36,6,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2711,113,3,817,1488,97,123,28,42
"Otra (082)",28,,,,1,3,19,1,4
"Ocupación no especificada (083)",86,5,,23,46,2,7,,3
"Hombres (084)",4548,97,2,1263,2349,202,371,83,181
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,,1,,,,2
"Profes., científicos e intelectuales (086)",60,,,,,2,17,6,35
"Técnicos de nivel medio ytrab.asimilados (087)",82,,,3,5,10,38,6,20
"Jefes y empleados de oficina (088)",40,,,,11,,9,6,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",178,1,,18,106,15,22,7,9
"Agricult.trabaj. calif.agrop. y pesquros (090)",1606,43,,609,731,64,92,29,38
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",159,2,,11,78,14,43,3,8
"Obreros. construc., conf., papel, fab., instr (092)",329,4,,42,215,16,34,6,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2031,47,2,574,1182,76,95,19,36
"Otra (094)",28,,,,1,3,19,1,4
"Ocupación no especificada (095)",32,,,6,19,2,2,,3
"Mujeres (096)",1244,104,2,358,505,53,138,24,60
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,,,1,,2
"Profes., científicos e intelectuales (098)",73,,,,1,6,29,5,32
"Técnicos de nivel medio ytrab.asimilados (099)",23,,,,1,4,14,1,3
"Jefes y empleados de oficina (100)",31,,,,3,,17,3,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",130,2,,17,70,8,26,2,5
"Agricult.trabaj. calif.agrop. y pesquros (102)",197,30,1,73,71,9,7,3,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",47,,,7,24,5,9,1,1
"Obreros. construc., conf., papel, fab., instr (104)",6,1,,1,2,,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",680,66,1,243,306,21,28,9,6
"Ocupación no especificada (107)",54,5,,17,27,,5,,
