"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CANTA (000)",12743,501,1193,1371,1189,2121,1791,2994,1583
"Sabe leer y escribir (001)",11468,,950,1358,1180,2081,1712,2806,1381
"No sabe leer y escribir (002)",1275,501,243,13,9,40,79,188,202
"Hombres (004)",6694,266,606,663,649,1141,940,1633,796
"Sabe leer y escribir (005)",6172,,490,656,643,1126,916,1589,752
"No sabe leer y escribir (006)",522,266,116,7,6,15,24,44,44
"Mujeres (008)",6049,235,587,708,540,980,851,1361,787
"Sabe leer y escribir (009)",5296,,460,702,537,955,796,1217,629
"No sabe leer y escribir (010)",753,235,127,6,3,25,55,144,158
,,,,,,,,,
"URBANA (012)",6137,209,546,660,523,850,799,1570,980
"Sabe leer y escribir (013)",5644,,430,657,519,838,770,1529,901
"No sabe leer y escribir (014)",493,209,116,3,4,12,29,41,79
"Hombres (016)",3155,120,279,313,280,465,397,816,485
"Sabe leer y escribir (017)",2949,,235,312,277,462,385,806,472
"No sabe leer y escribir (018)",206,120,44,1,3,3,12,10,13
"Mujeres (020)",2982,89,267,347,243,385,402,754,495
"Sabe leer y escribir (021)",2695,,195,345,242,376,385,723,429
"No sabe leer y escribir (022)",287,89,72,2,1,9,17,31,66
,,,,,,,,,
"RURAL (024)",6606,292,647,711,666,1271,992,1424,603
"Sabe leer y escribir (025)",5824,,520,701,661,1243,942,1277,480
"No sabe leer y escribir (026)",782,292,127,10,5,28,50,147,123
"Hombres (028)",3539,146,327,350,369,676,543,817,311
"Sabe leer y escribir (029)",3223,,255,344,366,664,531,783,280
"No sabe leer y escribir (030)",316,146,72,6,3,12,12,34,31
"Mujeres (032)",3067,146,320,361,297,595,449,607,292
"Sabe leer y escribir (033)",2601,,265,357,295,579,411,494,200
"No sabe leer y escribir (034)",466,146,55,4,2,16,38,113,92
