"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUARAL (000)",63447,140485,130691,,2402,93,1.7
"De 12 a 14 años (001)",5154,30,27,,,90,
"De 15 a 19 años (002)",7974,924,918,291,99.4,31.5,
"De 20 a 24 años (003)",7301,4898,4837,607,98.8,12.4,
"De 25 a 29 años (004)",6723,8831,8706,614,98.6,7,
"De 30 a 34 años (005)",6592,12511,12219,496,97.7,4,
"De 35 a 39 años (006)",5990,14851,14428,295,97.2,2,
"De 40 a 44 años (007)",5100,15212,14608,87,96,0.6,
"De 45 a 49 años (008)",4106,14452,13700,12,94.8,0.1,
"De 50 y más años (009)",14507,68776,61248,,89.1,,
"Sin nivel (010)",5330,26636,23005,73,86.4,0.3,
"De 12 a 14 años (011)",37,2,2,,100,,
"De 15 a 19 años (012)",74,26,26,7,100,26.9,
"De 20 a 24 años (013)",110,132,130,10,98.5,7.6,
"De 25 a 29 años (014)",172,305,300,11,98.4,3.6,
"De 30 a 34 años (015)",324,845,822,18,97.3,2.1,
"De 35 a 39 años (016)",400,1299,1237,18,95.2,1.4,
"De 40 a 44 años (017)",420,1669,1565,8,93.8,0.5,
"De 45 a 49 años (018)",455,2197,2022,1,92,,
"De 50 y más años (019)",3338,20161,16901,,83.8,,
"Educacion Inicial (020)",93,131,128,3,97.7,2.3,
"De 12 a 14 años (021)",13,,,,,,
"De 15 a 19 años (022)",10,1,1,1,100,100,
"De 20 a 24 años (023)",16,19,19,,100,,
"De 25 a 29 años (024)",25,30,30,2,100,6.7,
"De 30 a 34 años (025)",16,44,42,,95.5,,
"De 35 a 39 años (026)",13,37,36,,97.3,,
"Primaria (030)",17292,57162,52773,536,92.3,0.9,
"De 12 a 14 años (031)",1895,12,11,,91.7,,
"De 15 a 19 años (032)",670,185,183,54,98.9,29.2,
"De 20 a 24 años (033)",869,1057,1033,107,97.7,10.1,
"De 25 a 29 años (034)",1220,2374,2342,141,98.7,5.9,
"De 30 a 34 años (035)",1367,3453,3330,114,96.4,3.3,
"De 35 a 39 años (036)",1539,4935,4746,88,96.2,1.8,
"De 40 a 44 años (037)",1572,5721,5448,26,95.2,0.5,
"De 45 a 49 años (038)",1393,5839,5477,6,93.8,0.1,
"De 50 y más años (039)",6767,33586,30203,,89.9,,
