"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia AREQUIPA (000)",360402,1065,48861,28359,20518,60500,10499,40547,42336,74774,4767,6852,21324
"Agric., ganadería, caza y silvicultura (001)",28218,8,345,316,98,,10442,46,137,16826,,,
"Pesca (002)",201,,24,12,14,,57,3,4,87,,,
"Explotación de minas y canteras (003)",4840,12,880,683,324,19,,1965,346,611,,,
"Industrias manufactureras (004)",37600,67,1444,2688,1233,183,,27681,3280,1024,,,
"Suministro de electricidad, gas y agua (005)",995,1,185,170,174,,,182,115,168,,,
"Construcción (006)",22827,27,1303,1129,207,,,1731,13230,5200,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",76450,99,1784,5341,1419,44912,,7954,907,14034,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",9496,28,288,695,195,1590,,6113,329,258,,,
"Comercio al por mayor (009)",5134,27,366,970,415,2839,,24,135,358,,,
"Comercio al por menor (010)",61820,44,1130,3676,809,40483,,1817,443,13418,,,
"Hoteles y restaurantes (011)",17986,43,333,1114,1096,9231,,26,26,6117,,,
"Trans., almac. y comunicaciones (012)",35091,73,708,1805,2238,363,,223,23010,6671,,,
"Intermediación financiera (013)",3001,33,413,778,1691,,,5,4,77,,,
"Activid.inmobil., empres. y alquileres (014)",25927,94,8201,6480,3949,2657,,335,694,3517,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",14117,136,2230,1115,4019,405,,39,270,1136,4767,,
"Enseñanza (016)",25217,437,22773,408,1122,,,16,30,431,,,
"Servicios sociales y de salud (017)",11849,7,6561,3467,766,411,,57,40,540,,,
"Otras activ. serv.comun.soc y personales (018)",14483,26,1488,2382,1097,2299,,283,240,6668,,,
"Hogares privados con servicio doméstico (019)",11722,,,62,,20,,,1,11639,,,
"Actividad economica no especificada (021)",8554,2,189,409,1071,,,1,2,28,,6852,
"Desocupado (022)",21324,,,,,,,,,,,,21324
"Hombres (023)",208115,679,24242,16597,9182,22973,7625,31139,40381,34901,4328,3412,12656
"Agric., ganadería, caza y silvicultura (024)",17701,6,277,234,53,,7575,45,137,9374,,,
"Pesca (025)",177,,19,9,8,,50,3,4,84,,,
"Explotación de minas y canteras (026)",4463,11,740,628,253,15,,1893,340,583,,,
"Industrias manufactureras (027)",24975,54,928,1703,732,66,,18675,2228,589,,,
"Suministro de electricidad, gas y agua (028)",855,1,145,156,114,,,180,109,150,,,
"Construcción (029)",21910,26,1103,993,116,,,1703,13005,4964,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",35218,70,1078,3113,599,16256,,7711,878,5513,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",8654,21,241,557,92,1219,,5992,317,215,,,
"Comercio al por mayor (032)",2896,20,224,518,248,1441,,21,129,295,,,
"Comercio al por menor (033)",23668,29,613,2038,259,13596,,1698,432,5003,,,
"Hoteles y restaurantes (034)",5988,27,182,501,486,3189,,26,21,1556,,,
"Trans., almac. y comunicaciones (035)",30415,53,452,1110,1275,167,,214,22481,4663,,,
"Intermediación financiera (036)",1565,24,264,371,852,,,5,4,45,,,
"Activid.inmobil., empres. y alquileres (037)",16882,71,5322,4135,1539,2563,,322,633,2297,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",9409,77,1155,610,1934,362,,35,249,659,4328,,
"Enseñanza (039)",9846,237,8760,226,318,,,16,26,263,,,
"Servicios sociales y de salud (040)",3998,4,2628,883,224,45,,38,39,137,,,
"Otras activ. serv.comun.soc y personales (041)",7387,16,1072,1658,428,310,,272,224,3407,,,
"Hogares privados con servicio doméstico (042)",600,,,3,,,,,1,596,,,
"Actividad economica no especificada (044)",4070,2,117,264,251,,,1,2,21,,3412,
"Desocupado (045)",12656,,,,,,,,,,,,12656
"Mujeres (046)",152287,386,24619,11762,11336,37527,2874,9408,1955,39873,439,3440,8668
"Agric., ganadería, caza y silvicultura (047)",10517,2,68,82,45,,2867,1,,7452,,,
"Pesca (048)",24,,5,3,6,,7,,,3,,,
"Explotación de minas y canteras (049)",377,1,140,55,71,4,,72,6,28,,,
"Industrias manufactureras (050)",12625,13,516,985,501,117,,9006,1052,435,,,
"Suministro de electricidad, gas y agua (051)",140,,40,14,60,,,2,6,18,,,
"Construcción (052)",917,1,200,136,91,,,28,225,236,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",41232,29,706,2228,820,28656,,243,29,8521,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",842,7,47,138,103,371,,121,12,43,,,
"Comercio al por mayor (055)",2238,7,142,452,167,1398,,3,6,63,,,
"Comercio al por menor (056)",38152,15,517,1638,550,26887,,119,11,8415,,,
"Hoteles y restaurantes (057)",11998,16,151,613,610,6042,,,5,4561,,,
"Trans., almac. y comunicaciones (058)",4676,20,256,695,963,196,,9,529,2008,,,
"Intermediación financiera (059)",1436,9,149,407,839,,,,,32,,,
"Activid.inmobil., empres. y alquileres (060)",9045,23,2879,2345,2410,94,,13,61,1220,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",4708,59,1075,505,2085,43,,4,21,477,439,,
"Enseñanza (062)",15371,200,14013,182,804,,,,4,168,,,
"Servicios sociales y de salud (063)",7851,3,3933,2584,542,366,,19,1,403,,,
"Otras activ. serv.comun.soc y personales (064)",7096,10,416,724,669,1989,,11,16,3261,,,
"Hogares privados con servicio doméstico (065)",11122,,,59,,20,,,,11043,,,
"Actividad economica no especificada (067)",4484,,72,145,820,,,,,7,,3440,
"Desocupado (068)",8668,,,,,,,,,,,,8668
,,,,,,,,,,,,,
"URBANA (069)",350812,1055,48628,28192,20412,60040,8185,39661,41881,70354,4676,6688,21040
"Agric., ganadería, caza y silvicultura (070)",22161,7,327,294,94,,8132,45,116,13146,,,
"Pesca (071)",192,,24,11,14,,53,3,4,83,,,
"Explotación de minas y canteras (072)",4320,11,867,644,313,15,,1667,298,505,,,
"Industrias manufactureras (073)",36998,67,1440,2682,1227,183,,27155,3242,1002,,,
"Suministro de electricidad, gas y agua (074)",974,1,185,169,171,,,177,114,157,,,
"Construcción (075)",22625,27,1301,1126,206,,,1726,13104,5135,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",75902,98,1780,5322,1416,44582,,7906,902,13896,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",9425,28,288,693,194,1565,,6076,328,253,,,
"Comercio al por mayor (078)",5093,27,364,967,414,2814,,24,134,349,,,
"Comercio al por menor (079)",61384,43,1128,3662,808,40203,,1806,440,13294,,,
"Hoteles y restaurantes (080)",17817,43,332,1109,1095,9140,,26,26,6046,,,
"Trans., almac. y comunicaciones (081)",34823,73,708,1799,2233,361,,222,22808,6619,,,
"Intermediación financiera (082)",2993,33,413,775,1686,,,5,4,77,,,
"Activid.inmobil., empres. y alquileres (083)",25799,94,8170,6462,3927,2640,,334,688,3484,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",13941,129,2223,1105,3994,403,,39,267,1105,4676,,
"Enseñanza (085)",25091,437,22660,407,1114,,,15,30,428,,,
"Servicios sociales y de salud (086)",11783,7,6526,3445,762,407,,57,40,539,,,
"Otras activ. serv.comun.soc y personales (087)",14336,26,1483,2373,1093,2289,,283,235,6554,,,
"Hogares privados con servicio doméstico (088)",11633,,,62,,20,,,1,11550,,,
"Actividad economica no especificada (090)",8384,2,189,407,1067,,,1,2,28,,6688,
"Desocupado (091)",21040,,,,,,,,,,,,21040
"Hombres (092)",201564,670,24128,16481,9127,22823,5723,30443,39948,32181,4239,3347,12454
"Agric., ganadería, caza y silvicultura (093)",13475,5,260,218,51,,5677,44,116,7104,,,
"Pesca (094)",169,,19,9,8,,46,3,4,80,,,
"Explotación de minas y canteras (095)",3966,10,729,590,242,13,,1609,293,480,,,
"Industrias manufactureras (096)",24566,54,925,1699,729,66,,18323,2202,568,,,
"Suministro de electricidad, gas y agua (097)",836,1,145,156,112,,,175,108,139,,,
"Construcción (098)",21717,26,1101,991,115,,,1698,12880,4906,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",34997,69,1077,3101,598,16149,,7665,873,5465,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",8593,21,241,555,92,1202,,5956,316,210,,,
"Comercio al por mayor (101)",2872,20,223,516,247,1431,,21,128,286,,,
"Comercio al por menor (102)",23532,28,613,2030,259,13516,,1688,429,4969,,,
"Hoteles y restaurantes (103)",5957,27,182,499,486,3168,,26,21,1548,,,
"Trans., almac. y comunicaciones (104)",30169,53,452,1106,1274,166,,213,22286,4619,,,
"Intermediación financiera (105)",1561,24,264,369,850,,,5,4,45,,,
"Activid.inmobil., empres. y alquileres (106)",16781,71,5297,4123,1528,2546,,321,627,2268,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",9257,71,1148,602,1919,361,,35,247,635,4239,,
"Enseñanza (108)",9812,237,8734,225,315,,,15,26,260,,,
"Servicios sociales y de salud (109)",3971,4,2609,876,223,45,,38,39,137,,,
"Otras activ. serv.comun.soc y personales (110)",7282,16,1069,1652,426,309,,272,219,3319,,,
"Hogares privados con servicio doméstico (111)",591,,,3,,,,,1,587,,,
"Actividad economica no especificada (113)",4003,2,117,262,251,,,1,2,21,,3347,
"Desocupado (114)",12454,,,,,,,,,,,,12454
"Mujeres (115)",149248,385,24500,11711,11285,37217,2462,9218,1933,38173,437,3341,8586
"Agric., ganadería, caza y silvicultura (116)",8686,2,67,76,43,,2455,1,,6042,,,
"Pesca (117)",23,,5,2,6,,7,,,3,,,
"Explotación de minas y canteras (118)",354,1,138,54,71,2,,58,5,25,,,
"Industrias manufactureras (119)",12432,13,515,983,498,117,,8832,1040,434,,,
"Suministro de electricidad, gas y agua (120)",138,,40,13,59,,,2,6,18,,,
"Construcción (121)",908,1,200,135,91,,,28,224,229,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",40905,29,703,2221,818,28433,,241,29,8431,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",832,7,47,138,102,363,,120,12,43,,,
"Comercio al por mayor (124)",2221,7,141,451,167,1383,,3,6,63,,,
"Comercio al por menor (125)",37852,15,515,1632,549,26687,,118,11,8325,,,
"Hoteles y restaurantes (126)",11860,16,150,610,609,5972,,,5,4498,,,
