"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTA (000)",20081,19302,5555,1948,2015,1832,3222,2287,1414,1029,779,63973
"De 12 a 14 años (001)",2339,2320,2317,3,,,,,,,19,3
"De 15 a 19 años (002)",2611,2565,2307,219,34,5,,,,,46,302
"De 20 a 24 años (003)",1864,1558,512,646,294,79,25,2,,,306,1589
"De 25 a 29 años (004)",1700,1522,113,422,507,290,169,17,4,,178,3155
"De 30 a 34 años (005)",1644,1582,50,178,416,385,424,106,20,3,62,4876
"De 35 a 39 años (006)",1760,1730,30,137,247,367,605,259,67,18,30,6803
"De 40 a 44 años (007)",1603,1567,27,63,149,197,529,379,167,56,36,7727
"De 45 a 49 años (008)",1403,1388,20,52,108,172,360,348,192,136,15,7749
"De 50 y más años (009)",5157,5070,179,228,260,337,1110,1176,964,816,87,31769
"Sin nivel (010)",4708,4620,188,225,263,351,1046,1052,828,667,88,27872
"De 12 a 14 años (011)",17,17,17,,,,,,,,,
"De 15 a 19 años (012)",30,27,19,5,1,2,,,,,3,13
"De 20 a 24 años (013)",57,54,9,16,12,8,8,1,,,3,105
"De 25 a 29 años (014)",96,91,5,8,19,20,30,6,3,,5,296
"De 30 a 34 años (015)",164,156,7,15,25,24,57,24,4,,8,575
"De 35 a 39 años (016)",258,252,4,19,22,31,88,63,17,8,6,1185
"De 40 a 44 años (017)",334,328,7,12,17,30,87,95,61,19,6,1847
"De 45 a 49 años (018)",370,366,6,10,21,30,59,106,73,61,4,2397
"De 50 y más años (019)",3382,3329,114,140,146,206,717,757,670,579,53,21454
"Educacion Inicial (020)",31,30,15,2,2,4,5,,2,,1,57
"De 12 a 14 años (021)",4,4,4,,,,,,,,,
"De 15 a 19 años (022)",7,7,7,,,,,,,,,
