"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,,1,,,
"Primaria (033)",100,4,36,21,29,10
"Secundaria (034)",247,3,152,56,32,4
"Superior no univ. incompleta (035)",35,,21,12,2,
"Superior no univ. completa (036)",41,,22,14,5,
"Superior univ. incompleta (037)",28,,21,4,3,
"Superior univ. completa (038)",41,,15,17,7,2
"No PEA (040)",13676,5197,3591,1841,1578,1469
"Sin nivel (041)",780,95,51,126,172,336
"Educación inicial (042)",309,292,14,3,,
"Primaria (043)",5976,3663,420,425,713,755
"Secundaria (044)",4845,1147,2330,790,392,186
"Superior no univ. incompleta (045)",473,,280,112,53,28
"Superior no univ. completa (046)",416,,123,148,89,56
"Superior univ. incompleta (047)",452,,276,98,53,25
"Superior univ. completa (048)",425,,97,139,106,83
,,,,,,
"URBANA (060)",18800,4005,5326,4626,3182,1661
"Sin nivel (061)",730,60,43,159,186,282
"Educación inicial (062)",272,248,18,6,,
"Primaria (063)",5654,2689,432,611,1051,871
"Secundaria (064)",7395,1008,3184,1945,1007,251
"Superior no univ. incompleta (065)",1031,,514,356,128,33
"Superior no univ. completa (066)",1278,,361,598,249,70
"Superior univ. incompleta (067)",914,,474,270,135,35
"Superior univ. completa (068)",1526,,300,681,426,119
"PEA (070)",8408,86,2600,3244,1993,485
"Sin nivel (071)",235,2,13,86,84,50
"Educación inicial (072)",7,,4,3,,
"Primaria (073)",1489,37,215,385,581,271
"Secundaria (074)",3564,47,1431,1329,671,86
"Superior no univ. incompleta (075)",602,,260,256,79,7
"Superior no univ. completa (076)",891,,250,457,165,19
"Superior univ. incompleta (077)",495,,220,177,86,12
"Superior univ. completa (078)",1125,,207,551,327,40
"Ocupada (080)",7999,83,2397,3132,1918,469
"Sin nivel (081)",223,2,12,84,78,47
"Educación inicial (082)",6,,3,3,,
"Primaria (083)",1424,37,199,367,557,264
"Secundaria (084)",3368,44,1319,1280,643,82
"Superior no univ. incompleta (085)",570,,240,246,77,7
"Superior no univ. completa (086)",852,,230,443,160,19
"Superior univ. incompleta (087)",467,,199,173,83,12
"Superior univ. completa (088)",1089,,195,536,320,38
"Desocupada (090)",409,3,203,112,75,16
"Sin nivel (091)",12,,1,2,6,3
"Educación inicial (092)",1,,1,,,
"Primaria (093)",65,,16,18,24,7
"Secundaria (094)",196,3,112,49,28,4
"Superior no univ. incompleta (095)",32,,20,10,2,
"Superior no univ. completa (096)",39,,20,14,5,
"Superior univ. incompleta (097)",28,,21,4,3,
"Superior univ. completa (098)",36,,12,15,7,2
"No PEA (100)",10392,3919,2726,1382,1189,1176
"Sin nivel (101)",495,58,30,73,102,232
"Educación inicial (102)",265,248,14,3,,
"Primaria (103)",4165,2652,217,226,470,600
"Secundaria (104)",3831,961,1753,616,336,165
"Superior no univ. incompleta (105)",429,,254,100,49,26
"Superior no univ. completa (106)",387,,111,141,84,51
"Superior univ. incompleta (107)",419,,254,93,49,23
"Superior univ. completa (108)",401,,93,130,99,79
,,,,,,
"RURAL (120)",5867,1313,1790,1258,999,507
"Sin nivel (121)",449,42,36,110,128,133
"Educación inicial (122)",46,44,2,,,
"Primaria (123)",2779,1029,459,436,559,296
"Secundaria (124)",2211,198,1156,572,234,51
"Superior no univ. incompleta (125)",103,,53,31,16,3
"Superior no univ. completa (126)",85,,34,27,18,6
"Superior univ. incompleta (127)",77,,32,23,15,7
"Superior univ. completa (128)",117,,18,59,29,11
"PEA (130)",2583,35,925,799,610,214
"Sin nivel (131)",164,5,15,57,58,29
"Educación inicial (132)",2,,2,,,
"Primaria (133)",968,18,256,237,316,141
"Secundaria (134)",1197,12,579,398,178,30
"Superior no univ. incompleta (135)",59,,27,19,12,1
"Superior no univ. completa (136)",56,,22,20,13,1
"Superior univ. incompleta (137)",44,,10,18,11,5
"Superior univ. completa (138)",93,,14,50,22,7
"Ocupada (140)",2486,30,859,785,601,211
"Sin nivel (141)",163,4,15,57,58,29
"Educación inicial (142)",2,,2,,,
"Primaria (143)",933,14,236,234,311,138
"Secundaria (144)",1146,12,539,391,174,30
"Superior no univ. incompleta (145)",56,,26,17,12,1
"Superior no univ. completa (146)",54,,20,20,13,1
"Superior univ. incompleta (147)",44,,10,18,11,5
"Superior univ. completa (148)",88,,11,48,22,7
"Desocupada (150)",97,5,66,14,9,3
"Sin nivel (151)",1,1,,,,
"Primaria (153)",35,4,20,3,5,3
"Secundaria (154)",51,,40,7,4,
"Superior no univ. incompleta (155)",3,,1,2,,
"Superior no univ. completa (156)",2,,2,,,
"Superior univ. completa (158)",5,,3,2,,
"No PEA (160)",3284,1278,865,459,389,293
"Sin nivel (161)",285,37,21,53,70,104
"Educación inicial (162)",44,44,,,,
"Primaria (163)",1811,1011,203,199,243,155
"Secundaria (164)",1014,186,577,174,56,21
"Superior no univ. incompleta (165)",44,,26,12,4,2
"Superior no univ. completa (166)",29,,12,7,5,5
"Superior univ. incompleta (167)",33,,22,5,4,2
"Superior univ. completa (168)",24,,4,9,7,4
