"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CANCHIS (000)",36972,35197,10623,4216,4311,3672,5430,3569,2014,1362,1775,103172
"De 12 a 14 años (001)",3922,3902,3890,7,5,,,,,,20,17
"De 15 a 19 años (002)",4943,4847,4433,350,56,5,3,,,,96,489
"De 20 a 24 años (003)",3733,3045,1230,1161,499,110,38,7,,,688,2690
"De 25 a 29 años (004)",3470,2970,303,944,907,505,273,30,8,,500,5686
"De 30 a 34 años (005)",3321,3149,148,566,877,716,651,160,25,6,172,8589
"De 35 a 39 años (006)",3270,3175,95,328,670,722,869,377,89,25,95,11114
"De 40 a 44 años (007)",2931,2881,75,187,398,469,894,516,257,85,50,12735
"De 45 a 49 años (008)",2381,2356,64,149,242,329,666,492,256,158,25,11655
"De 50 y más años (009)",9001,8872,385,524,657,816,2036,1987,1379,1088,129,50197
"Sin nivel (010)",7861,7720,392,486,558,756,1748,1731,1128,921,141,42771
"De 12 a 14 años (011)",22,22,21,,1,,,,,,,2
"De 15 a 19 años (012)",58,55,36,16,2,1,,,,,3,23
"De 20 a 24 años (013)",118,102,19,33,22,18,7,3,,,16,180
"De 25 a 29 años (014)",175,161,9,32,36,44,29,7,4,,14,435
"De 30 a 34 años (015)",294,281,9,27,42,71,84,36,11,1,13,1024
"De 35 a 39 años (016)",375,368,12,24,29,51,120,94,29,9,7,1707
"De 40 a 44 años (017)",500,496,11,19,36,49,154,121,72,34,4,2671
"De 45 a 49 años (018)",547,543,20,28,26,53,112,151,81,72,4,3211
"De 50 y más años (019)",5772,5692,255,307,364,469,1242,1319,931,805,80,33518
"Educacion Inicial (020)",66,58,13,8,9,11,13,3,1,,8,143
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
