"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PACASMAYO (000)",31286,6997,11780,9900,872,873,864
"Agric., ganadería, caza y silvicultura (001)",9922,133,7112,1869,489,319,
"Pesca (002)",297,9,223,50,4,11,
"Explotación de minas y canteras (003)",62,19,40,2,1,,
"Industrias manufactureras (004)",2398,277,1156,849,63,53,
"Suministro de electricidad, gas y agua (005)",62,29,32,1,,,
"Construcción (006)",2075,74,1483,478,28,12,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5314,941,319,3548,171,335,
"Venta, mant.y rep. veh.autom y motoc. (008)",714,125,212,335,29,13,
"Comercio al por mayor (009)",252,81,25,130,6,10,
"Comercio al por menor (010)",4348,735,82,3083,136,312,
"Hoteles y restaurantes (011)",1118,376,77,586,34,45,
"Trans., almac. y comunicaciones (012)",3034,807,593,1582,34,18,
"Intermediación financiera (013)",98,93,2,3,,,
"Activid.inmobil., empres. y alquileres (014)",1209,882,111,193,18,5,
"Admin.pub. y defensa; p. segur soc.afil (015)",718,642,76,,,,
"Enseñanza (016)",1850,1684,1,152,6,7,
"Servicios sociales y de salud (017)",430,348,9,70,1,2,
"Otras activ. serv.comun.soc y personales (018)",736,347,97,278,10,4,
"Hogares privados con servicio doméstico (019)",864,,,,,,864
"Actividad economica no especificada (021)",1099,336,449,239,13,62,
"Hombres (022)",22607,4043,10344,7024,746,413,37
"Agric., ganadería, caza y silvicultura (023)",8498,114,5985,1718,456,225,
"Pesca (024)",290,6,220,49,4,11,
"Explotación de minas y canteras (025)",61,18,40,2,1,,
"Industrias manufactureras (026)",2058,214,1082,670,56,36,
"Suministro de electricidad, gas y agua (027)",57,25,31,1,,,
"Construcción (028)",2040,69,1460,473,28,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2863,482,311,1881,115,74,
"Venta, mant.y rep. veh.autom y motoc. (030)",651,83,208,320,28,12,
"Comercio al por mayor (031)",159,52,24,77,5,1,
"Comercio al por menor (032)",2053,347,79,1484,82,61,
"Hoteles y restaurantes (033)",350,147,23,153,15,12,
"Trans., almac. y comunicaciones (034)",2873,687,581,1559,31,15,
"Intermediación financiera (035)",53,49,2,2,,,
"Activid.inmobil., empres. y alquileres (036)",881,615,101,146,16,3,
"Admin.pub. y defensa; p. segur soc.afil (037)",524,461,63,,,,
"Enseñanza (038)",714,645,1,59,4,5,
"Servicios sociales y de salud (039)",156,103,3,49,1,,
"Otras activ. serv.comun.soc y personales (040)",441,223,79,128,8,3,
"Hogares privados con servicio doméstico (041)",37,,,,,,37
"Actividad economica no especificada (043)",711,185,362,134,11,19,
"Mujeres (044)",8679,2954,1436,2876,126,460,827
"Agric., ganadería, caza y silvicultura (045)",1424,19,1127,151,33,94,
"Pesca (046)",7,3,3,1,,,
"Explotación de minas y canteras (047)",1,1,,,,,
"Industrias manufactureras (048)",340,63,74,179,7,17,
"Suministro de electricidad, gas y agua (049)",5,4,1,,,,
"Construcción (050)",35,5,23,5,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2451,459,8,1667,56,261,
"Venta, mant.y rep. veh.autom y motoc. (052)",63,42,4,15,1,1,
"Comercio al por mayor (053)",93,29,1,53,1,9,
"Comercio al por menor (054)",2295,388,3,1599,54,251,
"Hoteles y restaurantes (055)",768,229,54,433,19,33,
"Trans., almac. y comunicaciones (056)",161,120,12,23,3,3,
"Intermediación financiera (057)",45,44,,1,,,
"Activid.inmobil., empres. y alquileres (058)",328,267,10,47,2,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",194,181,13,,,,
"Enseñanza (060)",1136,1039,,93,2,2,
"Servicios sociales y de salud (061)",274,245,6,21,,2,
"Otras activ. serv.comun.soc y personales (062)",295,124,18,150,2,1,
"Hogares privados con servicio doméstico (063)",827,,,,,,827
"Actividad economica no especificada (065)",388,151,87,105,2,43,
,,,,,,,
"URBANA (066)",29142,6855,10309,9582,754,805,837
"Agric., ganadería, caza y silvicultura (067)",8257,130,5782,1706,378,261,
"Pesca (068)",292,9,218,50,4,11,
"Explotación de minas y canteras (069)",61,19,39,2,1,,
"Industrias manufactureras (070)",2361,273,1131,842,62,53,
"Suministro de electricidad, gas y agua (071)",53,25,27,1,,,
"Construcción (072)",2010,73,1428,470,28,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5203,918,313,3476,167,329,
"Venta, mant.y rep. veh.autom y motoc. (074)",704,124,208,332,28,12,
"Comercio al por mayor (075)",237,76,24,123,6,8,
"Comercio al por menor (076)",4262,718,81,3021,133,309,
"Hoteles y restaurantes (077)",1110,374,77,581,33,45,
"Trans., almac. y comunicaciones (078)",2932,781,567,1534,33,17,
"Intermediación financiera (079)",97,92,2,3,,,
"Activid.inmobil., empres. y alquileres (080)",1169,849,107,190,18,5,
"Admin.pub. y defensa; p. segur soc.afil (081)",714,638,76,,,,
"Enseñanza (082)",1827,1665,1,148,6,7,
"Servicios sociales y de salud (083)",420,338,9,70,1,2,
"Otras activ. serv.comun.soc y personales (084)",727,342,97,274,10,4,
"Hogares privados con servicio doméstico (085)",837,,,,,,837
"Actividad economica no especificada (087)",1072,329,435,235,13,60,
"Hombres (088)",20780,3945,9039,6763,633,364,36
"Agric., ganadería, caza y silvicultura (089)",7021,111,4818,1562,348,182,
"Pesca (090)",285,6,215,49,4,11,
"Explotación de minas y canteras (091)",60,18,39,2,1,,
"Industrias manufactureras (092)",2024,211,1058,664,55,36,
"Suministro de electricidad, gas y agua (093)",48,21,26,1,,,
"Construcción (094)",1975,68,1405,465,28,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2805,468,305,1848,112,72,
"Venta, mant.y rep. veh.autom y motoc. (096)",642,82,204,318,27,11,
"Comercio al por mayor (097)",153,50,23,75,5,,
"Comercio al por menor (098)",2010,336,78,1455,80,61,
"Hoteles y restaurantes (099)",347,147,23,150,15,12,
"Trans., almac. y comunicaciones (100)",2771,661,555,1511,30,14,
"Intermediación financiera (101)",52,48,2,2,,,
"Activid.inmobil., empres. y alquileres (102)",850,590,97,144,16,3,
"Admin.pub. y defensa; p. segur soc.afil (103)",521,458,63,,,,
"Enseñanza (104)",706,637,1,59,4,5,
"Servicios sociales y de salud (105)",151,98,3,49,1,,
"Otras activ. serv.comun.soc y personales (106)",435,220,79,125,8,3,
"Hogares privados con servicio doméstico (107)",36,,,,,,36
"Actividad economica no especificada (109)",693,183,350,132,11,17,
"Mujeres (110)",8362,2910,1270,2819,121,441,801
"Agric., ganadería, caza y silvicultura (111)",1236,19,964,144,30,79,
"Pesca (112)",7,3,3,1,,,
"Explotación de minas y canteras (113)",1,1,,,,,
"Industrias manufactureras (114)",337,62,73,178,7,17,
"Suministro de electricidad, gas y agua (115)",5,4,1,,,,
"Construcción (116)",35,5,23,5,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2398,450,8,1628,55,257,
